datetime,low,open,close,high,volume,total_turnover,open_interest
2023-10-11 10:41:00,148088.5685671659,148088.5685671659,148164.28753946206,148207.70530584655,425.0,65288550.0,121319.0
2023-10-11 10:42:00,148141.39582972904,148206.0202005223,148314.06580822682,148314.06580822682,662.0,102038700.0,121383.0
2023-10-11 10:43:00,148126.64355873177,148288.25364937962,148203.62015165613,148344.01155945627,524.0,79796500.0,121459.0
2023-10-11 10:44:00,148142.21648042393,148196.74308378453,148220.94736928723,148296.71263762485,281.0,43056600.0,121526.0
2023-10-11 10:45:00,148081.07800333816,148221.55307795398,148081.07800333816,148253.89975580273,523.0,80533050.0,121623.0
2023-10-11 10:46:00,148035.53400932575,148071.57090107648,148130.533968207,148206.31871972635,440.0,66956250.0,121599.0
2023-10-11 10:47:00,148085.86389802632,148123.0398848684,148186.23560855264,148198.82606907893,165.0,25202500.0,121600.0
2023-10-11 10:48:00,147963.28373064837,148154.6012042841,148006.71651613116,148198.03398976687,468.0,71984000.0,121566.0
2023-10-11 10:49:00,147983.29111321297,148007.91257145206,148055.79471151865,148120.49594933583,274.0,41440300.0,121585.0
2023-10-11 10:50:00,148020.00732492204,148052.34850168313,148149.37203196634,148214.05438548847,569.0,87810950.0,121503.0
2023-10-11 10:51:00,148042.78164814645,148107.47703139522,148082.11615492808,148157.8915766703,221.0,33772400.0,121579.0
2023-10-11 10:52:00,148079.24218749997,148111.29687499997,148176.2783717105,148284.10690789472,494.0,75739050.0,121600.0
2023-10-11 10:53:00,148177.4566711275,148223.8475053571,148258.66331146707,148347.0090557549,974.0,148856500.0,121801.0
2023-10-11 10:54:00,148197.3534335609,148265.04480698527,148274.15474002098,148385.28221835606,671.0,103320350.0,121856.0
2023-10-11 10:55:00,148093.72236486987,148259.406403557,148170.31853717362,148261.76651545108,440.0,66791650.0,121901.0
2023-10-11 10:56:00,148110.32228428937,148175.07033819755,148142.69631124346,148250.8809705441,330.0,50721700.0,121911.0
2023-10-11 10:57:00,147984.58910290067,148125.1546298727,148095.73639913378,148128.1126952356,619.0,95329600.0,121904.0
2023-10-11 10:58:00,147852.91329081194,148044.26289391814,147972.13698787568,148044.26289391814,964.0,148352100.0,121821.0
2023-10-11 10:59:00,147975.95836683788,148019.394210414,148010.7877808228,148086.5955823227,259.0,39611000.0,121874.0
2023-10-11 11:00:00,147922.8954018839,148020.0146050084,147955.26846959206,148052.38767271655,243.0,37330750.0,121876.0
