factor_id,factor_name,signal_date,signal_close,factor_value,position,position_scale,daily_return,ret_5,close_rank_20,close_rank_60,oi_change_5,oi_change_5_rate,oi_change_5_rate_median_past,oi_change_5_rate_mad_past,oi_change_5_rate_mad_score,oi_change_5_rate_mad_abs_score,log_volume,log_volume_median_past,log_volume_mad_past,volume_mad_score,price_volume_oi_score
51,price_volume_up_oi_down,2024-02-23,101658.06928507565,6.180031475445661,0.0,0.0,0.041698328050126854,0.05597027003611221,0.9,0.5833333333333334,40008.0,0.17429262236162843,-0.047350599367022746,0.044268577434634325,3.377029794441923,3.377029794441923,12.35444954627119,11.305020353692168,0.3832259099196751,1.8470314109676251,6.180031475445661
51,price_volume_up_oi_down,2024-02-26,102185.20105934492,3.927099474322769,0.0,0.0,0.005185341193044479,0.0781828094855983,1.0,0.6666666666666666,37196.0,0.15476794793911805,-0.0031649842185869394,0.08845419258307013,1.204287781571952,1.204287781571952,12.384402914387655,11.519332077715422,0.3547805170906173,1.6446288832652187,3.927099474322769
51,price_volume_up_oi_down,2024-02-29,118891.28502033616,4.844375340319264,0.0,0.0,0.10232778492552397,0.21828846147088354,1.0,1.0,63882.0,0.24811723444169545,0.11927930903487552,0.040406248754277244,2.1506572085929014,2.1506572085929014,13.391542827187624,12.061717414498595,0.6079279620421296,1.4754296702554792,4.844375340319264
51,price_volume_up_oi_down,2024-04-29,115988.79717510032,7.3879097676116805,0.0,0.0,0.05130636491500562,0.06458666700456073,1.0,0.85,23577.0,0.08854413123324095,-0.023973091533161062,0.02052729806886066,3.6971172134212766,3.6971172134212766,12.666461450134237,11.952344721193024,0.18340722530816755,2.6262058871858427,7.3879097676116805
51,price_volume_up_oi_down,2024-08-30,79670.3611412982,7.724753564745787,0.0,0.0,0.026209038381274308,0.07414885034931618,0.8,0.26666666666666666,25371.0,0.07735509069122906,0.015760042318447312,0.0094964393861433,4.37482821346968,4.37482821346968,12.73907161363246,12.315528563772927,0.11538839360587616,2.4757765009267905,7.724753564745787
51,price_volume_up_oi_down,2024-09-11,79206.53066241814,13.735903972394002,0.0,0.0,0.08555245143840007,0.06367704126645823,0.95,0.38333333333333336,54350.0,0.15074652118078766,0.062204315090543916,0.007290800702261336,8.191267635047764,8.191267635047764,13.534488922144588,12.603564577965408,0.13857989597498133,4.53095929607978,13.735903972394002
51,price_volume_up_oi_down,2024-09-12,77773.4806643206,6.78754195041101,0.0,0.0,-0.018092573757652275,0.08564602808666444,0.85,0.3333333333333333,38701.0,0.10334790492238426,0.06674088337918771,0.007671709400794258,3.2184610327027783,3.2184610327027783,13.163157851545902,12.639689571899897,0.13407376005005478,2.633434889621568,6.78754195041101
51,price_volume_up_oi_down,2024-09-30,81153.9695800031,5.812365138041926,0.0,0.0,0.03505279810198947,0.06823758288750503,1.0,0.6,40047.0,0.10015230292526653,0.06114465467194821,0.021881807882320567,1.2023822911004989,1.2023822911004989,13.190051931973008,12.69660017273226,0.09397306328914379,3.541745264053923,5.812365138041926
51,price_volume_up_oi_down,2024-11-01,76922.33542754776,5.57119443717024,0.0,0.0,0.02151242817277077,0.03324342776523359,0.8,0.6333333333333333,-62109.0,-0.1354793113151368,-0.0005024077804932968,0.03828395959562846,-2.3780370457206454,2.3780370457206454,13.088730065611182,12.7331852207546,0.10161883701019025,2.359913963684361,5.57119443717024
51,price_volume_up_oi_down,2024-11-11,81441.7980761562,9.216999145518185,0.0,0.0,0.05829563482061206,0.04805734385378879,1.0,1.0,53185.0,0.13356252966451784,-0.08325976143067276,0.021293218323275707,6.868131889098108,6.868131889098108,13.076960071350463,12.800522674491912,0.1433372147250438,1.300809912566289,9.216999145518185
51,price_volume_up_oi_down,2024-11-12,81585.02886396984,7.392300905764692,0.0,0.0,0.0017586889189222799,0.048631051582264107,1.0,1.0,69124.0,0.17380022679214827,-0.08325976143067276,0.03633664924761978,4.771617369083483,4.771617369083483,13.28339319873066,12.800522674491912,0.20717610239399598,1.572052485098945,7.392300905764692
51,price_volume_up_oi_down,2024-11-13,86234.36081249446,9.249796846356956,0.0,0.0,0.05698756270928884,0.12850547992145867,1.0,1.0,133209.0,0.34573428533609485,-0.08243709284012349,0.05104517115677212,5.657687720576628,5.657687720576628,13.61396826054525,12.811240296777163,0.21977260621589156,2.463603645858869,9.249796846356956
51,price_volume_up_oi_down,2024-11-14,81229.98394945613,7.249927342861014,0.0,0.0,-0.058032283371586724,0.04981741789945393,0.85,0.95,98275.0,0.2514681234886964,-0.055318874691932494,0.059081695609874876,3.5023537029876572,3.5023537029876572,13.855969926743763,12.831089630927544,0.24274278948519257,2.847756221973903,7.249927342861014
