factor_id,factor_name,signal_date,signal_close,factor_value,position,position_scale,daily_return,ret_5,close_rank_20,close_rank_60,oi_ret_5,open_interest_mad_score,volume_mad_score,range_pct,range_mad_score,close_location,crowded_chase_score
43,uptrend_crowded_chase,2024-02-23,101658.06928507565,4.95805464732962,0.0,0.0,0.041698328050126854,0.05597027003611221,0.9,0.5833333333333334,0.16066594278517954,2.32081538870574,1.8470314109676251,0.046627687166027644,1.6274471062801341,0.7640878349048916,4.95805464732962
43,uptrend_crowded_chase,2024-02-26,102185.20105934492,4.451117408700209,0.0,0.0,0.005185341193044479,0.0781828094855983,1.0,0.6666666666666666,0.1438994129132407,2.58397194019996,1.6446288832652187,0.032742082878400296,0.08966205373527882,0.30782446102826305,4.451117408700209
43,uptrend_crowded_chase,2024-02-27,106374.06782688409,3.9060168105892012,0.0,0.0,0.04099289059583522,0.14538053819959607,1.0,0.85,0.1113901894350331,1.646240925202547,0.9007101299373207,0.06063340112295343,1.6188416408359874,0.8466328337004809,3.9060168105892012
43,uptrend_crowded_chase,2024-02-28,107854.74760428791,3.4099487757749216,0.0,0.0,0.013919555843380227,0.11325606828324974,1.0,0.9333333333333333,0.13741770651040497,1.2903484455130076,1.3686680327637317,0.04705616704163559,0.8705326277600961,0.17056906309275718,3.4099487757749216
43,uptrend_crowded_chase,2024-02-29,118891.28502033616,5.309538281530435,0.0,0.0,0.10232778492552397,0.21828846147088354,1.0,1.0,0.22163620338927537,1.932504411995973,1.4754296702554792,0.09452726210650271,3.278638068813445,0.9422940254548865,5.309538281530435
43,uptrend_crowded_chase,2024-03-04,117242.80186002524,4.310026118856078,0.0,0.0,-0.016642351019015678,0.14735598349447376,0.9,0.9666666666666667,0.13360345430935539,1.4498911870758333,1.2514331868077908,0.08139091268309279,2.6688366767526963,0.22380813907809038,4.310026118856078
43,uptrend_crowded_chase,2024-04-29,115988.79717510032,9.710198437013025,0.0,0.0,0.05130636491500562,0.06458666700456073,1.0,0.85,0.08484114403390208,5.846558503952992,2.6262058871858427,0.06379280919340627,3.1010739789342243,0.8359094470204025,9.710198437013025
43,uptrend_crowded_chase,2024-08-30,79670.3611412982,7.548223217287777,0.0,0.0,0.026209038381274308,0.07414885034931618,0.8,0.26666666666666666,0.07450904735416586,5.232612832568164,2.4757765009267905,0.034761568806461855,0.5554442685124359,0.847497497934671,7.548223217287777
43,uptrend_crowded_chase,2024-09-11,79206.53066241814,8.65285904328557,0.0,0.0,0.08555245143840007,0.06367704126645823,0.95,0.38333333333333336,0.14041088062203855,3.6196190104272494,4.53095929607978,0.0805074334584137,3.6355207696368605,0.8736975497487605,8.65285904328557
43,uptrend_crowded_chase,2024-09-12,77773.4806643206,5.787925068872278,0.0,0.0,-0.018092573757652275,0.08564602808666444,0.85,0.3333333333333333,0.09834910751194492,2.679628538180665,2.633434889621568,0.06436691086239195,1.8831581717616581,0.3523250212842313,5.787925068872278
43,uptrend_crowded_chase,2024-09-27,78405.63276464526,3.4773012669366263,0.0,0.0,-0.0001780887346994886,0.02568260809102374,0.85,0.48333333333333334,0.0675009537616571,1.5295517356564412,2.1954990625603696,0.03502744905481809,-0.1924154051588308,0.30572356080202284,3.4773012669366263
43,uptrend_crowded_chase,2024-09-30,81153.9695800031,5.038892367444502,0.0,0.0,0.03505279810198947,0.06823758288750503,1.0,0.6,0.09544862742479765,2.154957768092872,3.541745264053923,0.039758713192770474,0.2261239346493361,0.6560627525284838,5.038892367444502
