factor_id,factor_name,signal_date,signal_close,factor_value,position,position_scale,daily_return,is_up_day,price_up_ratio,open_interest,log_open_interest,delta_log_open_interest,oi_change_rate,log_open_interest_median_past,log_open_interest_mad_past,log_open_interest_mad_score
42,price_up_oi_down,2025-07-09,64345.94835454461,-1.372851964343739,0.0,0.0,0.007720619553689412,1,0.8,585066.0,13.279479940363059,-0.024728213526888254,-2.4424975905181445,13.301929385241603,0.011029552725497105,-1.372851964343739
42,price_up_oi_down,2025-08-22,78588.09935150472,-1.2961360211091149,0.0,0.0,-0.04376577970057427,0,0.7,789520.0,13.579180444845889,-0.03812670473199553,-3.7409031666551407,13.662318223838373,0.043263718297851916,-1.2961360211091149
42,price_up_oi_down,2025-08-25,78983.59533723166,-1.3120202559226817,0.0,0.0,0.00503251750571021,1,0.7,788716.0,13.578161585727797,-0.0010188591180924078,-0.1018340257371464,13.662318223838373,0.043263718297851916,-1.3120202559226817
42,price_up_oi_down,2025-09-17,73784.71070237238,-1.1086868261386826,0.0,0.0,0.006128817485673066,1,0.8,750058.0,13.527905815855759,-0.006379115216043729,-0.6358811856005397,13.564779896333405,0.022433049585555587,-1.1086868261386826
42,price_up_oi_down,2025-09-18,72980.54377817239,-1.54670984150617,0.0,0.0,-0.01089882872135639,0,0.7,732100.0,13.503672395634734,-0.024233420221024815,-2.3942148473851788,13.564779896333405,0.02664781942215111,-1.54670984150617
42,price_up_oi_down,2025-09-23,73616.79634309075,-1.7171702197081287,0.0,0.0,0.000879384207424172,1,0.7,704420.0,13.465130048159661,-0.02798414169711627,-2.7596212647240215,13.538499700908398,0.028819014117472008,-1.7171702197081287
42,price_up_oi_down,2025-09-25,73966.6245575457,-1.0979206066586502,0.0,0.0,0.014944345873690201,1,0.7,713068.0,13.47733206651785,-0.002172746001281922,-0.2170387297286358,13.517701166998165,0.024800140444107832,-1.0979206066586502
42,price_up_oi_down,2025-12-26,130537.55436496645,-4.2830792109584825,0.0,0.0,0.05462322866657843,1,0.7,1040008.0,13.854738963395661,-0.030926190991763747,-3.0452868252611287,13.889472570950698,0.005469779143082221,-4.2830792109584825
42,price_up_oi_down,2025-12-31,121962.10617464282,-9.431667801655696,0.0,0.0,0.0010495236150651621,1,0.7,914644.0,13.726290197511632,-0.03347612266479416,-3.2921997798644798,13.882652856277979,0.011182027471346778,-9.431667801655696
42,price_up_oi_down,2026-01-13,167443.3787281536,-1.9060043868881338,0.0,0.0,0.16539306041557222,1,0.8,901351.0,13.711650027876509,-0.10497490893694383,-9.965288703095998,13.791986764312476,0.02842930831851298,-1.9060043868881338
42,price_up_oi_down,2026-01-14,162417.9492236421,-1.6420545799018658,0.0,0.0,-0.03001270962568392,0,0.7,886318.0,13.694831081670662,-0.016818946205846785,-1.6678297355857685,13.775352719164054,0.03307508842328222,-1.6420545799018658
42,price_up_oi_down,2026-01-15,163539.22487832644,-1.4391215006073421,0.0,0.0,0.006903643716990926,1,0.8,874882.0,13.681844299102853,-0.012986782567809385,-1.2902818175868913,13.765692274983175,0.03929806128756752,-1.4391215006073421
42,price_up_oi_down,2026-01-16,146675.0696779114,-2.225088199370979,0.0,0.0,-0.10311994087633714,0,0.7,826015.0,13.624368212144523,-0.05747608695832973,-5.585553251752873,13.765692274983175,0.04283954878813656,-2.225088199370979
42,price_up_oi_down,2026-01-19,147638.95940083844,-1.5517919179370663,0.0,0.0,0.00657159887528036,1,0.7,824352.0,13.622352902140321,-0.0020153100042019645,-0.2013280630496772,13.748954213650778,0.05502761920805277,-1.5517919179370663
42,price_up_oi_down,2026-01-26,166009.76492428427,-1.3735431265059468,0.0,0.0,-0.08793738143022267,0,0.7,805315.0,13.598988784208947,-0.06478567647595845,-6.273167949814629,13.663290645740418,0.031576009942638095,-1.3735431265059468
42,price_up_oi_down,2026-01-27,179713.01714470427,-1.3840372183358876,0.0,0.0,0.08254485648280951,1,0.7,804330.0,13.597764911711657,-0.0012238724972899462,-0.12231238707840486,13.656787406160234,0.028763769195279565,-1.3840372183358876
42,price_up_oi_down,2026-01-28,166500.5262425135,-2.1533875353183363,0.0,0.0,-0.07351994369752368,0,0.7,782909.0,13.570771748550968,-0.02699316316068945,-2.66321037385151,13.641223521654965,0.022067124085451972,-2.1533875353183363
