factor_id,factor_name,segment_id,trend,signal_date,signal_close,factor_value,speculation,speculation_rank_history,speculation_rank_in_trend,position_scale,is_reversal_window,is_effective_signal,end_date,end_close,end_signal_date,end_signal_close,reversal_start_date,reversal_end_date,days_to_trend_end
11,high_speculation,31.0,down_trend,2025-05-08,64672.97073347205,0.9852941176470589,-0.1230862355859813,1.0,0.9852941176470589,0.5,0,0,2025-05-29,59083.59433364111,2025-06-11,61764.79946001634,2025-05-26,2025-06-03,21
11,high_speculation,31.0,down_trend,2025-05-14,65636.47412455792,1.0,0.0169391403173036,1.0,1.0,0.5,0,0,2025-05-29,59083.59433364111,2025-06-11,61764.79946001634,2025-05-26,2025-06-03,15
11,high_speculation,32.0,up_trend,2025-06-04,61192.448698897606,1.0,0.0855250060433742,1.0,1.0,0.5,0,0,2025-06-11,61764.79946001634,2025-06-20,59074.355492316274,2025-06-06,2025-06-13,7
11,high_speculation,34.0,up_trend,2025-07-14,66395.69311537778,1.0,0.661180493443924,1.0,1.0,0.5,0,0,2025-07-22,72385.3095290136,2025-07-23,69036.84822482467,2025-07-17,2025-07-24,8
11,high_speculation,34.0,up_trend,2025-07-18,69403.89210736599,1.0,0.8014961074766556,1.0,1.0,0.5,1,1,2025-07-22,72385.3095290136,2025-07-23,69036.84822482467,2025-07-17,2025-07-24,4
11,high_speculation,36.0,up_trend,2025-08-12,81799.26768464812,1.0,0.9572856032996698,1.0,1.0,0.5,0,0,2025-08-18,88979.04766675524,2025-08-20,80716.02111876692,2025-08-13,2025-08-20,6
11,high_speculation,38.0,up_trend,2025-10-17,75753.86116644893,0.9523809523809523,0.0676075063376109,1.0,0.9523809523809523,0.5,0,0,2025-10-30,83298.19290610154,2025-11-04,78692.84692417741,2025-10-27,2025-11-03,13
11,high_speculation,38.0,up_trend,2025-10-28,81468.53358311905,0.9642857142857143,0.0837428673871411,1.0,0.9642857142857143,0.5,1,1,2025-10-30,83298.19290610154,2025-11-04,78692.84692417741,2025-10-27,2025-11-03,2
11,high_speculation,38.0,up_trend,2025-10-30,83298.19290610154,0.9666666666666667,0.1275767848062199,1.0,0.9666666666666667,0.5,1,1,2025-10-30,83298.19290610154,2025-11-04,78692.84692417741,2025-10-27,2025-11-03,0
11,high_speculation,39.0,up_trend,2025-11-17,95362.68556890875,1.0,0.5031669400595563,1.0,1.0,0.5,1,1,2025-11-19,99785.99208447618,2025-11-21,91473.83576451118,2025-11-14,2025-11-21,2
11,high_speculation,39.0,up_trend,2025-11-18,93815.03801262262,1.0,0.6703367240686223,1.0,1.0,0.5,1,1,2025-11-19,99785.99208447618,2025-11-21,91473.83576451118,2025-11-14,2025-11-21,1
11,high_speculation,39.0,up_trend,2025-11-19,99785.99208447618,1.0,0.7972606264922603,1.0,1.0,0.5,1,1,2025-11-19,99785.99208447618,2025-11-21,91473.83576451118,2025-11-14,2025-11-21,0
11,high_speculation,41.0,up_trend,2025-12-12,97397.64133122387,1.0,-0.1228191664329722,1.0,1.0,0.5,0,0,2025-12-26,130537.55436496645,2025-12-29,119352.66209023353,2025-12-23,2025-12-30,14
11,high_speculation,41.0,up_trend,2025-12-17,108400.26703020018,1.0,0.3274873999941869,1.0,1.0,0.5,0,0,2025-12-26,130537.55436496645,2025-12-29,119352.66209023353,2025-12-23,2025-12-30,9
11,high_speculation,41.0,up_trend,2025-12-25,123776.4832185734,1.0,0.3568638930981281,1.0,1.0,0.5,1,1,2025-12-26,130537.55436496645,2025-12-29,119352.66209023353,2025-12-23,2025-12-30,1
11,high_speculation,44.0,down_trend,2026-02-02,133342.39018163507,1.0,0.2424578782854278,1.0,1.0,0.5,1,1,2026-02-02,133342.39018163507,2026-02-03,148148.53656549432,2026-01-28,2026-02-04,0
11,high_speculation,47.0,up_trend,2026-03-27,168724.35994949972,1.0,-0.2689398453319991,1.0,1.0,0.5,1,1,2026-03-30,172017.1987204765,2026-03-31,157514.20618042158,2026-03-25,2026-04-01,3
