factor_id,factor_name,signal_date,signal_close,factor_value,position,position_scale,daily_return,price_ma_5,price_ma_10,price_ma_20,is_ma_bullish,open_interest,open_interest_rank_10,log_open_interest,delta_log_open_interest,oi_change_rate,log_open_interest_median_past,log_open_interest_mad_past,log_open_interest_mad_score
13,price_up_oi_down,2018-05-03,3981.126620122645,0.7231544478779707,2.0,2.0,-0.007425825717311874,3911.7446575820113,3893.427199938531,3831.2729567105634,1,117738.0,0.8,11.676217095857377,-0.005699806664631879,-0.5683593585056879,11.646173180534168,0.02802215117804696,0.7231544478779707
13,price_up_oi_down,2018-06-04,3967.304116025844,0.4725724948961064,2.0,2.0,-0.0023830211417710245,3990.681670263798,3990.4443102784876,3977.985869092455,1,110665.0,0.9,11.614262898876145,-0.011392858113815407,-1.1328205265650482,11.602221670971247,0.017186139781733445,0.4725724948961064
13,price_up_oi_down,2018-10-18,4179.000048788421,1.7060544172369012,2.0,2.0,-0.004983400158300566,4142.49812284007,4063.5842756608968,3959.7700605964565,1,122980.0,0.9,11.719777019507461,-0.05841618307737484,-5.674270198959952,11.604247124481695,0.045674889294113896,1.7060544172369012
13,price_up_oi_down,2019-02-22,3552.2823062881603,3.168957688285151,2.0,2.0,0.0013064611483690758,3531.4730372635167,3508.401479997011,3482.0899904269672,1,127096.0,0.9,11.752697985399859,-0.0030167831314145133,-0.3012237213681823,11.716065945841425,0.007796876642482964,3.168957688285151
13,price_up_oi_down,2019-02-25,3548.172903731051,1.6410087515867586,2.0,2.0,-0.0011568344525532126,3534.2796435181835,3515.4716568234253,3482.4759650318906,1,125139.0,0.8,11.737180398470402,-0.015517586929457039,-1.539780952980374,11.718347882599357,0.00774057903062797,1.6410087515867586
13,price_up_oi_down,2019-03-07,3645.601064571615,0.6706721335990319,2.0,2.0,-0.0002958891960673782,3603.565129967238,3570.8947408179947,3534.052372310599,1,129066.0,0.8,11.768079180413853,-0.03113739006201577,-3.0657614083576146,11.754206376965566,0.013951791441280115,0.6706721335990319
13,price_up_oi_down,2019-04-10,3986.4504057816944,2.2503263071193755,2.0,2.0,0.006566281961191578,3913.8608853568467,3822.4924592134666,3759.9649028808017,1,126053.0,0.9,11.744457732412181,-0.0009356762925740725,-0.0935238684009132,11.653356714523053,0.027305726529175622,2.2503263071193755
13,price_up_oi_down,2019-04-11,3993.797696178582,2.1989311612621028,2.0,2.0,0.0018430657976409304,3950.5344229863613,3851.798619928304,3776.513298708565,1,125791.0,0.8,11.742377078558851,-0.0020806538533300056,-0.20784907935542662,11.653356714523053,0.027305726529175622,2.1989311612621028
13,price_up_oi_down,2019-04-22,4122.063769596778,1.3773443835417016,2.0,2.0,-0.008922615949695345,4105.089273165826,4058.6184667084176,3913.0413374388527,1,131144.0,0.8,11.784051235106292,-0.08009432311970599,-7.697072072072187,11.743417405485516,0.01989854021109494,1.3773443835417016
13,price_up_oi_down,2019-04-24,4145.499970352362,1.1379442777908528,2.0,2.0,-0.0033534798246415143,4139.0349822401095,4094.423782178709,3958.458120696088,1,134918.0,0.8,11.812422465466547,-0.006589663631567433,-0.6567999410941217,11.751621387490175,0.036038465205102455,1.1379442777908528
13,price_up_oi_down,2019-05-14,4240.919445520226,1.5948126188652005,2.0,2.0,0.002367409257916009,4231.947192084952,4196.281616385795,4152.799219839487,1,149762.0,0.9,11.9168026463231,-0.000894352955247868,-0.08939531408441725,11.802649732303209,0.04827845275481568,1.5948126188652005
13,price_up_oi_down,2019-05-17,4247.681452163231,1.528397662125554,2.0,2.0,-0.013639347709078598,4258.1330685108,4242.555672393117,4184.390378889778,1,161194.0,0.9,11.99036388751828,-0.0267673381947251,-2.6412268145222684,11.85949790524888,0.057751917551844834,1.528397662125554
13,price_up_oi_down,2019-05-20,4200.985009191583,0.7592795567837172,2.0,2.0,-0.01099339569069302,4252.14943711007,4242.372266037784,4191.027346120594,1,158297.0,0.8,11.972228294331343,-0.018135593186936916,-1.79721329578032,11.897324482042956,0.06653929871572384,0.7592795567837172
13,price_up_oi_down,2019-07-10,4519.276657176545,1.8071236634080798,2.0,2.0,-0.0067240842931235445,4464.4970252693065,4391.606719582922,4377.6935586992195,1,173865.0,0.9,12.066034414990956,-0.05581387528487802,-5.428485952840633,11.92576669024223,0.052353519634720236,1.8071236634080798
13,price_up_oi_down,2019-07-19,4620.557341931373,2.060236583164239,2.0,2.0,-0.004490793924176284,4564.980076492373,4530.337151318274,4425.302070626165,1,182057.0,0.8,12.112075103839366,-0.08636851452631689,-8.274385328496647,12.065853207109019,0.01513236027525977,2.060236583164239
13,price_up_oi_down,2019-07-24,4575.212957657319,0.9274234036644114,2.0,2.0,-0.0004420833381518774,4598.434920228916,4551.3587588243645,4471.482739203644,1,183243.0,0.8,12.118568419837844,-0.0043780189179774,-0.4368449363478022,12.074788358851608,0.03184009209519356,0.9274234036644114
13,price_up_oi_down,2019-08-29,4258.167795089322,1.4859764754603033,2.0,2.0,-0.0008959764063315445,4276.236227772853,4197.523203230069,4180.991688775748,1,171626.0,0.8,12.053072969710254,-0.0033389012655131722,-0.3333333333331856,11.992499371909435,0.027494602141158175,1.4859764754603033
13,price_up_oi_down,2019-09-04,4343.103055188024,2.0750921028829454,2.0,2.0,-0.004172414822991022,4311.196245009875,4282.1625328611,4197.512535836317,1,182902.0,0.9,12.116705769256296,-0.013138966331389668,-1.305302691006327,12.016057034512075,0.032715001634034735,2.0750921028829454
