factor_id,factor_name,lookahead_days,confidence_level,threshold,strategy_win_rate,baseline_win_rate,win_rate_diff,strategy_observation_max_drawdown
ALL_FACTORS,all_factors,3,ALL_CONFIDENCE,0.01234240241129671,0.4577259475218659,0.31287392635008393,0.14485202117178198,0.29516774511083976
ALL_FACTORS,all_factors,5,ALL_CONFIDENCE,0.012336318745043342,0.49187161317215505,0.3534080575653343,0.13846355560682078,0.29516774511083976
ALL_FACTORS,all_factors,10,ALL_CONFIDENCE,0.012346323009073127,0.5389447236180904,0.3953031910148002,0.1436415326032902,0.4233693403998165
