date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,speculation_change,speculation_change_rate,speculation_change_rate_rank,speculation_fast_rise_signal,speculation_fast_drop_signal,signal_type,signal,position,position_scale
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,21,speculation_change_rate,-0.29078024276705516,-0.3435898466916348,-0.29078024276705516,0.15,0,0,none,0,1.0,1.0
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,21,speculation_change_rate,-0.04903702070595528,-0.0502801453815927,-0.04903702070595528,0.5,0,0,none,0,1.0,1.0
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,21,speculation_change_rate,-0.17364310344436473,-0.1907285206255229,-0.17364310344436473,0.3,0,0,none,0,1.0,1.0
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,21,speculation_change_rate,0.551166191237388,0.43900702947760184,0.551166191237388,0.9,0,0,none,0,1.0,1.0
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,21,speculation_change_rate,-0.12334636861442894,-0.13164331173091748,-0.12334636861442894,0.35,0,0,none,0,1.0,1.0
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,21,speculation_change_rate,-0.33012512772246205,-0.40066434183325333,-0.33012512772246205,0.05,0,0,none,0,1.0,1.0
2023-09-19,164211.38011918348,157557.17446305772,164882.5384217759,157162.47422565508,138511.0,22512971100.0,89721.0,0.4342448894794879,21,speculation_change_rate,0.39676436622793254,0.3341583947725865,0.39676436622793254,0.85,0,0,none,0,1.0,1.0
2023-09-20,156974.80828432398,152200.22593190565,157737.60454725535,151647.32568919248,218409.0,33976114350.0,98481.0,0.7965058156421968,21,speculation_change_rate,0.43657373273339695,0.3622609261627089,0.43657373273339695,0.85,0,0,none,0,1.0,1.0
2023-09-21,151772.8509232696,157066.76293912297,157680.2861874399,151353.6930785082,232964.0,36472466500.0,95389.0,0.892920667367586,21,speculation_change_rate,0.10121581052540729,0.09641485172538922,0.10121581052540729,0.65,0,0,none,0,1.0,1.0
2023-09-22,157009.49992723946,152456.84817710766,158841.53992200329,151514.37516587865,271244.0,42708139850.0,96303.0,1.0355193138275331,21,speculation_change_rate,0.15326684103750554,0.14259864645994713,0.15326684103750554,0.65,0,0,none,0,1.0,1.0
2023-09-25,152346.27160213934,151866.87342410494,155426.2457617904,150549.0723229267,225759.0,35214011400.0,99150.0,0.8228342036462523,21,speculation_change_rate,-0.1915893425731584,-0.2126851101812809,-0.1915893425731584,0.2,0,0,none,0,1.0,1.0
2023-09-26,151215.47692985792,144355.1337711975,151748.0626289744,144233.909885339,297437.0,45048459750.0,107796.0,1.014961885819421,21,speculation_change_rate,0.2118252355668646,0.19212768217316867,0.2118252355668646,0.7,0,0,none,0,1.0,1.0
2023-09-27,144180.6283420003,140785.90414311024,145976.34328702634,140323.49327687922,359610.0,52713771200.0,106659.0,1.215383281344587,21,speculation_change_rate,0.22191756027692033,0.20042139552516613,0.22191756027692033,0.7,0,0,none,0,1.0,1.0
2023-09-28,142111.29202125155,143446.1425217841,145073.65260635564,141883.50404287502,229660.0,33785788900.0,100532.0,0.8261238695697705,21,speculation_change_rate,-0.32244151943395505,-0.3892594117748166,-0.32244151943395505,0.1,0,0,none,0,1.0,1.0
2023-10-09,142622.09037149654,144995.4945334111,146292.24506525323,141502.7830156082,126601.0,18776329750.0,106282.0,0.174944469642449,21,speculation_change_rate,-0.47856956105414006,-0.6511793999273214,-0.47856956105414006,0.0,0,1,fast_drop,1,0.0,0.0
2023-10-10,145440.99928102564,145276.11008979706,147913.63684563997,144536.37170042112,204816.0,30915498200.0,113144.0,0.5934506713955551,21,speculation_change_rate,0.5196897493475718,0.41850620175310604,0.5196897493475718,0.9,0,0,none,0,1.0,1.0
2023-10-11,146020.77058642116,148356.2540127733,148590.77291172507,145631.75838216505,164711.0,25109956400.0,118372.0,0.3303602150568635,21,speculation_change_rate,-0.23132763712130677,-0.26309045633869155,-0.23132763712130677,0.25,0,0,none,0,1.0,1.0
2023-10-12,149216.11493185945,157649.97815621665,157668.78951368414,148696.9710138813,268692.0,42283646000.0,119027.0,0.8142153840651848,21,speculation_change_rate,0.6223166669048847,0.48385516900832126,0.6223166669048847,1.0,1,0,fast_rise,1,0.0,0.0
2023-10-13,159370.05782139994,159604.77838890062,163084.90456708398,156959.41530599742,353656.0,57898923250.0,108907.0,1.1778303822365563,21,speculation_change_rate,0.43852027459477805,0.36361499817137155,0.43852027459477805,0.8,0,0,none,0,1.0,1.0
2023-10-16,160433.52449509362,156717.2664438177,163506.50323077888,154093.8079201695,437823.0,72263163400.0,114876.0,1.3379614333609042,21,speculation_change_rate,0.17366467098849925,0.1601310511243479,0.17366467098849925,0.55,0,0,none,0,1.0,1.0
