date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,ret_5,close_rank_20,close_rank_60,oi_ret_5,open_interest_mad_score,volume_mad_score,range_pct,range_mad_score,close_location,crowded_chase_score,signal,position,position_scale
2025-04-14,3389.0861732713247,3360.2405411009668,3402.7089011325497,3356.0329628568347,292552.0,9501723460.0,487081.0,-0.5097880050384401,14,uptrend_crowded_chase,1.2480705614539205,-0.0024355872598030848,0.039494352144863853,0.95,0.8333333333333334,-0.10913366311438466,-1.6913897402263325,-0.14654903309794545,0.013890653869803574,0.5961411229078408,0.09014448128022305,1.2480705614539205,0,1.0,1.0
2025-04-15,3364.600864751333,3356.5785114023583,3367.347100437094,3335.5141295459266,209408.0,6716218060.0,490381.0,-0.8508981378887207,14,uptrend_crowded_chase,0.85,-0.001089811772049032,0.0033299632079915042,0.85,0.8,-0.013813742165719844,-0.6151062949812421,-0.8992090799003322,0.009483755789721654,-0.7069291540005936,0.6617158646124482,0.85,0,1.0,1.0
2025-04-16,3368.7872178188427,3395.197365176435,3401.977333168847,3364.502913821641,502156.0,16142999060.0,486636.0,0.031394418038698,14,uptrend_crowded_chase,1.4155810841714973,0.011505422454111569,0.010617674953620648,1.0,1.0,-0.006680795820191321,-0.7585486273251151,0.8311621683429947,0.011037478919950414,-0.3291153177844646,0.8190774370752887,1.4155810841714973,0,1.0,1.0
2025-04-17,3396.3119696394374,3385.198101534654,3400.3602864164127,3377.640663541554,352534.0,11269905170.0,487341.0,-0.3238170118903604,14,uptrend_crowded_chase,0.9771834196683389,-0.002945119993417955,0.012942566398071342,0.95,0.9666666666666667,-0.014202813381229973,-0.6697490936161724,0.054366839336677936,0.0067114603616723984,-2.1329860056272296,0.33263923590311845,0.9771834196683389,0,1.0,1.0
2025-04-18,3382.8374959288976,3388.208666081795,3388.998284329802,3366.7039747794306,236861.0,7529957360.0,487856.0,-0.7225468091530131,14,uptrend_crowded_chase,0.95,0.0008893318668043992,0.00586739159861005,0.95,0.9666666666666667,-0.000696684221233923,-0.46893923616861705,-1.2517171424363915,0.006579969461017045,-2.1849131897254246,0.9645820721102343,0.95,0,1.0,1.0
2025-04-21,3386.3874538140426,3347.4269893934834,3393.3401438194333,3338.2831904682967,338595.0,10892050310.0,502427.0,-0.3946456528445031,14,uptrend_crowded_chase,6.155904771855719,-0.012036353338140904,-0.003813284064266731,0.65,0.6,0.031019922060622207,4.842433515743652,-0.10392754609115556,0.01644754419606096,1.3269425122241343,0.16607891226509292,6.155904771855719,0,1.0,1.0
2025-04-22,3343.443930580624,3339.2466084772227,3346.234802381185,3326.954028750953,228232.0,7275129650.0,504788.0,-0.793775883686386,14,uptrend_crowded_chase,6.183465970478175,-0.002443781729125294,-0.005163562498615382,0.5,0.5333333333333333,0.02895589916474961,5.683465970478175,-1.3138941716715493,0.0057739891331429795,-1.9403053921636397,0.6375563533921184,6.183465970478175,0,1.0,1.0
2025-04-23,3327.186005505926,3340.8422727011275,3349.692768443545,3321.631303254368,201906.0,6409590710.0,504193.0,-0.915156888718582,14,uptrend_crowded_chase,5.97188715302766,0.0004778515668335537,-0.016009405825066936,0.5,0.5333333333333333,0.035442720927639115,5.47188715302766,-1.6684371644057154,0.008399518115079637,-0.9206897750984947,0.6846032207245174,5.97188715302766,0,1.0,1.0
2025-04-24,3337.74416577519,3321.160645177996,3344.473601345003,3312.2712373324207,271992.0,8503111300.0,502063.0,-0.6129529557267241,14,uptrend_crowded_chase,3.893612447594224,-0.005891217219069378,-0.018916900705937212,0.4,0.38333333333333336,0.0297615264334663,3.493612447594224,-0.49509216194223604,0.009696117548344698,-0.13859307016459643,0.27604830012174864,3.893612447594224,0,1.0,1.0
2025-04-25,3317.3601950618754,3343.736105956719,3345.076585812003,3316.9250878970265,211760.0,6637173050.0,493107.0,-0.8452726311139416,14,uptrend_crowded_chase,1.6039992401834418,0.0067974612464170026,-0.013125685135710774,0.55,0.55,0.01070590869210264,1.0539992401834417,-0.9688160854331063,0.008419174546946412,-0.29754642400670567,0.9523833559644761,1.6039992401834418,0,1.0,1.0
