date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,price_ma_5,price_ma_10,price_ma_20,is_ma_bullish,open_interest_rank_10,log_open_interest,delta_log_open_interest,oi_change_rate,log_open_interest_median_past,log_open_interest_mad_past,log_open_interest_mad_score,signal,position,position_scale
2018-02-23,3804.7356998811374,3888.035445017405,3890.175636514821,3801.613833353366,103132.0,3908981660.0,161151.0,-0.4463320925018271,13,price_up_oi_down,-0.35929152698463407,0.02022493363997291,3842.707157574041,3808.5329946387874,3774.222106928412,1,0.4,11.990097092623028,0.07518589890415939,7.80845469932232,12.011907182346558,0.040943642910519884,-0.35929152698463407,0,1.0,1.0
2018-02-26,3899.275073131264,3902.533092842225,3917.721867346367,3884.193780644021,65765.0,2533973780.0,158010.0,-0.8765705402426657,13,price_up_oi_down,-0.2571332574705518,0.003728784891454451,3855.306519146424,3821.9827284994817,3781.0477506927273,1,0.3,11.970413601145545,-0.019683491477483273,-1.9491036357205949,11.990308030368503,0.05218542637297663,-0.2571332574705518,0,1.0,1.0
2018-02-27,3904.999253117286,3883.083794495962,3906.912386859928,3865.876712672208,50330.0,1920430900.0,160464.0,-1.1594682975575838,13,price_up_oi_down,-0.04363536427969993,-0.004983762567429717,3860.3368544989753,3832.511079585604,3787.353935888544,1,0.4,11.985824897327989,0.01541129618244419,1.5530662616289437,11.988910461847379,0.04769490963172984,-0.04363536427969993,0,1.0,1.0
2018-02-28,3878.377164374183,3882.1817859629127,3892.839514325407,3867.922410677567,44109.0,1681237820.0,158010.0,-1.275994478899778,13,price_up_oi_down,-0.35098181983487775,-0.0002322918022855669,3873.3586338845344,3844.5197548747324,3792.2927583210985,1,0.4,11.970413601145545,-0.01541129618244419,-1.5293149865389766,11.986774364199858,0.0314408977167977,-0.35098181983487775,0,1.0,1.0
2018-03-01,3883.711367032188,3867.758684497748,3904.046534028008,3866.386080421177,71838.0,2771190020.0,159422.0,-0.7971411904356772,13,price_up_oi_down,0.06589554629140601,-0.0037152050729090114,3884.7185605632503,3854.011449550995,3797.9431280432336,1,0.5,11.979310053380576,0.00889645223503166,0.8936143282071374,11.978119249236766,0.01218878113173627,0.06589554629140601,0,1.0,1.0
2018-03-02,3861.91251802169,3884.721416283507,3898.9857389612566,3858.512022817026,81612.0,3151227030.0,159855.0,-0.6722908443595274,13,price_up_oi_down,0.3437887568769985,0.004385674797589223,3884.055754816471,3863.381456195256,3804.6574173199688,1,0.6,11.982022433323166,0.002712379942590104,0.27160617731551984,11.97486182726306,0.014048634584317377,0.3437887568769985,0,1.0,1.0
2018-03-05,3848.174812018086,3804.170400582856,3850.417973558168,3803.493995810729,100584.0,3787977980.0,153726.0,-0.4241785976502792,13,price_up_oi_down,-1.8081534435454747,-0.020735339054946622,3864.3832163645975,3859.8448677555107,3809.3148707104906,1,0.3,11.942927075923297,-0.03909535739986936,-3.834099652810319,11.97486182726306,0.011912536936797835,-1.8081534435454747,0,1.0,1.0
2018-03-06,3782.893705147951,3818.6230168875736,3830.374111235309,3766.784657731756,87723.0,3275922000.0,148630.0,-0.5272758734695112,13,price_up_oi_down,-2.3523553288078842,0.003799150611787372,3851.49106084292,3855.9139576709467,3814.283516703603,0,0.1,11.909215275142941,-0.03371180078035607,-3.3149890064140375,11.970413601145545,0.01754739382996373,-2.3523553288078842,0,1.0,1.0
2018-03-07,3822.5093132643465,3795.823790471708,3833.713396538064,3791.049534183175,56192.0,2093563320.0,148715.0,-0.9732573246094368,13,price_up_oi_down,-2.3303791756077703,-0.00597053605842679,3834.219461744679,3853.7890478146064,3818.1273367409194,0,0.2,11.909787001604226,0.0005717264612847828,0.057188992800938365,11.970413601145545,0.01754739382996373,-2.3303791756077703,0,1.0,1.0
2018-03-08,3800.070089682476,3800.7331932056254,3820.84313037138,3795.998153676139,45854.0,1711431860.0,146533.0,-1.1617882231630303,13,price_up_oi_down,-2.898537095907993,0.001293369504201225,3820.8143634862536,3852.7664620247524,3822.2843896163126,0,0.0,11.895005938045637,-0.01478106355858877,-1.4672359882999086,11.970413601145545,0.01754739382996373,-2.898537095907993,0,1.0,1.0
2018-03-09,3805.665076765609,3804.119161762399,3818.5927103228137,3767.492896454628,79281.0,2970498680.0,146641.0,-0.6149889194660324,13,price_up_oi_down,-2.870217196975645,0.0008908724671403689,3804.6939125820327,3844.3748336992517,3826.4539141690193,0,0.1,11.895742701912047,0.0007367638664099729,0.07370353435747212,11.970413601145545,0.01754739382996373,-2.870217196975645,0,1.0,1.0
2018-03-12,3785.112506247303,3729.9400695264335,3788.41753216078,3721.080826957893,100747.0,3697261570.0,152460.0,-0.4142898428516073,13,price_up_oi_down,-0.5447931394537272,-0.019499676293420642,3789.847846370748,3827.1155313676727,3824.549129933577,0,0.4,11.934657545542265,0.03891484363021824,3.968194434026051,11.95667033853442,0.027253326791156773,-0.5447931394537272,0,1.0,1.0
2018-03-13,3740.021079782394,3741.036867057352,3750.533746288994,3730.818627129966,41178.0,1515575020.0,151870.0,-1.305120758587626,13,price_up_oi_down,-0.1498249746348951,0.0029750605436209554,3774.3306164047035,3812.9108386238113,3822.7109591047074,0,0.4,11.930780170724315,-0.003877374817950141,-0.3869867506232194,11.938792310732781,0.036069516530279344,-0.1498249746348951,0,1.0,1.0
2018-03-14,3743.356317142293,3765.324877726372,3767.870304031725,3737.458169116194,48395.0,1786568680.0,151300.0,-1.1398681181932584,13,price_up_oi_down,-0.12711346974559373,0.006492320587079492,3768.230833855637,3801.2251478001576,3822.872451337445,0,0.4,11.927019899776447,-0.0037602709478683494,-0.3753209982221617,11.93271885813329,0.030239869605796166,-0.12711346974559373,0,1.0,1.0
2018-03-15,3769.3018808094025,3761.3771191190535,3777.9185312906698,3744.892988277798,54588.0,2046421710.0,151655.0,-1.0217941258713186,13,price_up_oi_down,0.01611387396249191,-0.001048450993079375,3760.3596190383223,3790.5869912622884,3822.299220406642,0,0.5,11.929363483229324,0.002343583452876885,0.2346331791144518,11.928900035250381,0.019398896876797522,0.01611387396249191,0,1.0,1.0
2018-03-16,3757.39440608373,3743.001116949208,3760.0509997102295,3734.7707169414016,49380.0,1812690130.0,151305.0,-1.119752183257875,13,price_up_oi_down,-0.04635313763870179,-0.004885445300456648,3748.1360100756838,3776.414961328858,3819.898208762057,0,0.5,11.927052946157046,-0.0023105370722777963,-0.23078698361413963,11.928191691502885,0.016570037159535644,-0.04635313763870179,0,1.0,1.0
2018-03-19,3730.50576189467,3586.635694504276,3731.6180062519866,3579.8585148441,205258.0,7406374000.0,162490.0,0.2336512630157655,13,price_up_oi_down,4.092843806077501,-0.041775414315767034,3719.4751350712527,3754.661490721,3807.253179238255,0,1.0,11.998371740396822,0.07131879423977594,7.392353193879853,11.927036422966747,0.011755887766033979,4.092843806077501,0,1.0,1.0
2018-03-20,3569.594640480603,3556.351779746153,3591.7419754600432,3537.5895629820047,150551.0,5236548620.0,152297.0,-0.0115306645253578,13,price_up_oi_down,0.35534974626854055,-0.008443543570518353,3682.5381176090123,3728.4343670068583,3792.1741623389025,0,0.8,11.933587840724702,-0.06478389967212017,-6.273001415471747,11.927036422966747,0.012435271969019723,0.35534974626854055,0,1.0,1.0
2018-03-21,3556.598416111606,3551.163605573392,3564.4799172354565,3536.8006134568946,65260.0,2252754100.0,152941.0,-0.8516729349413633,13,price_up_oi_down,1.0947089813426,-0.0014588472946653885,3639.7058631784166,3703.9683485170267,3778.878698165817,0,0.9,11.937807505088674,0.004219664363972697,0.42285796831189604,11.928208214693186,0.005914478440297799,1.0947089813426,0,1.0,1.0
2018-03-22,3549.6499134698583,3574.0958209742275,3591.3468204283363,3546.251415947768,67570.0,2339079230.0,151710.0,-0.8088067061959181,13,price_up_oi_down,-0.05756825389349086,0.006457662318020141,3602.2496035494514,3681.3046112938873,3767.03553665932,0,0.5,11.929726082742139,-0.008081422346535305,-0.804885544098588,11.93007182697682,0.004050866156664057,-0.05756825389349086,0,1.0,1.0
2018-03-23,3567.868285813928,3602.293397799754,3640.2616538963766,3527.214807454397,116901.0,4085064850.0,136712.0,-0.1565491005832414,13,price_up_oi_down,-21.488048415122133,0.007889429449555285,3574.1080597195605,3661.1220348976226,3752.7484342984367,0,0.0,11.825631802326745,-0.10409428041539392,-9.885966646892118,11.930253126733227,0.003283970474127429,-21.488048415122133,0,1.0,1.0
2018-03-26,3631.9509242909376,3578.731794342408,3642.830008132881,3564.949685145465,86213.0,3059203180.0,144337.0,-0.5153298648051274,13,price_up_oi_down,-10.340710922550588,-0.00654072304930442,3572.527279687187,3646.0012073792195,3736.5583693734457,0,0.1,11.879906122150881,0.05427431982413644,5.577418222248265,11.930253126733227,0.003283970474127429,-10.340710922550588,0,1.0,1.0
2018-03-27,3577.2753738356514,3593.300813178815,3605.8544153074113,3550.505568249655,63883.0,2235481430.0,142896.0,-0.8050638076417189,13,price_up_oi_down,-12.256044981487975,0.004071000475486697,3579.917086373719,3631.227601991366,3722.0692203075896,0,0.1,11.869872371923668,-0.010033750227213645,-0.9983580093808286,11.929544782985731,0.003283970474127429,-12.256044981487975,0,1.0,1.0
2018-03-28,3583.708377168988,3566.292064249364,3593.644420662804,3546.155764241911,85856.0,3006574590.0,138336.0,-0.4770140342420076,13,price_up_oi_down,-8.174395153096405,-0.0075164174483788315,3582.9427781089134,3611.324320643665,3706.274734221911,0,0.1,11.837440787467358,-0.03243158445630989,-3.191132012092801,11.928208214693186,0.007489458213502331,-8.174395153096405,0,1.0,1.0
2018-03-29,3553.42154423608,3453.4019650051723,3557.379005119651,3437.7257460799187,223996.0,7709045170.0,155623.0,0.3641917788219725,13,price_up_oi_down,0.6286588336224326,-0.03165475435281073,3558.804006915103,3580.5268052322776,3685.5568982472823,0,0.9,11.955191694712907,0.11775090724554893,12.496385611843696,11.928208214693186,0.028950691468896395,0.6286588336224326,0,1.0,1.0
2018-03-30,3445.071569135164,3575.499845572688,3583.445043675212,3439.2249935266705,193976.0,6568100310.0,126273.0,0.4292882102893882,13,price_up_oi_down,-3.2644800893196013,0.035355826458890904,3553.4452964696893,3563.776678094625,3670.095819711742,0,0.0,11.746201508762992,-0.20899018594991503,-18.859680124403212,11.928389514449592,0.0376427862810127,-3.2644800893196013,0,1.0,1.0
2018-04-02,3578.2010181552487,3614.509227658714,3637.8524274789656,3562.018659164013,125395.0,4372041350.0,123650.0,0.0140137610281759,13,price_up_oi_down,-2.83974294172865,0.010910189839423046,3560.6007831329507,3566.5640314100688,3660.612761065534,0,0.0,11.725210272949562,-0.020991235813429654,-2.0772453335234253,11.90481610244651,0.04265966139461952,-2.83974294172865,0,1.0,1.0
2018-04-03,3601.71532161471,3614.3957884602833,3620.968052502367,3591.356659706378,58523.0,2052512560.0,122568.0,-0.739246138650561,13,price_up_oi_down,-1.882851820383931,-3.138439862393483e-05,3564.819778189244,3572.368432281482,3650.4013996441704,0,0.0,11.71642125699559,-0.008789015953972523,-0.8750505458956503,11.874889247037274,0.0567677146961465,-1.882851820383931,0,1.0,1.0
2018-04-04,3600.629603041229,3637.662186656866,3639.9771628089584,3595.405964986702,60092.0,2135718380.0,119717.0,-0.6892539030005895,13,price_up_oi_down,-1.3536143518976702,0.0064371473292619275,3579.0938026707445,3581.018290389829,3642.493319453428,0,0.0,11.692885903182903,-0.023535353812686566,-2.3260557404869875,11.853656579695514,0.08011021421989284,-1.3536143518976702,0,1.0,1.0
2018-04-09,3732.418382965696,3769.668802781495,3798.97375805711,3701.321155175503,112643.0,4159959770.0,117347.0,-0.0409118318419702,13,price_up_oi_down,-1.1661112009711707,0.03628886063385317,3642.3471702260094,3600.575588570556,3640.9400999322215,0,0.0,11.6728906364019,-0.019995266781002385,-1.979668718728289,11.831536294897052,0.09176228698957356,-1.1661112009711707,0,1.0,1.0
2018-04-10,3756.5099931670657,3754.751745566261,3761.484002391527,3725.3331371696136,70001.0,2590689560.0,114576.0,-0.4927288306029791,13,price_up_oi_down,-1.2036838004627004,-0.003957126738621475,3678.1975502247237,3615.8214233472063,3638.471729122414,0,0.0,11.64899363724672,-0.02389699915518051,-2.3613726810230107,11.785916655544868,0.07672555746403908,-1.2036838004627004,0,1.0,1.0
2018-04-11,3752.762694471741,3795.4507075307697,3800.856885750281,3749.283674374516,65937.0,2464065100.0,115048.0,-0.556649691880832,13,price_up_oi_down,-0.7451970928144204,0.01083932167088486,3714.3858461991354,3637.493314666043,3641.7472610226314,0,0.1,11.653104711566215,0.004111074319494534,0.4119536377600985,11.735705890856277,0.07476375403196656,-0.7451970928144204,0,1.0,1.0
2018-04-12,3810.809580391681,3816.3684707472144,3819.340707887944,3786.543041050564,62435.0,2361765350.0,115442.0,-0.6146422237657557,13,price_up_oi_down,-0.7500165698073564,0.005511272528171851,3754.7803826565214,3659.8000804228823,3645.5138412071246,1,0.2,11.656523518315002,0.003418806748786807,0.342465753424781,11.720815764972576,0.0578180909885182,-0.7500165698073564,0,1.0,1.0
2018-04-13,3817.3806052400914,3855.392911003907,3872.644452018355,3807.916139446485,103305.0,4077447340.0,113387.0,-0.0931209686094195,13,price_up_oi_down,-0.994182469765037,0.01022554309307866,3798.326527525929,3688.7101650983373,3650.0172428710007,1,0.0,11.638562025256327,-0.01796149305867445,-1.7801146896278097,11.704653580089246,0.04483899522399515,-0.994182469765037,0,1.0,1.0
2018-04-16,3882.319990486173,3886.22300877036,3895.1966731641655,3854.9663647098223,77392.0,3025684260.0,111740.0,-0.3672913279503753,13,price_up_oi_down,-1.1795401586135452,0.007996616292585745,3821.637368723702,3731.9922694748557,3656.259537353567,1,0.0,11.62393002301314,-0.014632002243187614,-1.452547470168486,11.682888269792402,0.03371380987443473,-1.1795401586135452,0,1.0,1.0
2018-04-17,3899.738457563392,3946.764285650098,3950.463082102443,3849.966657542229,115745.0,4552645190.0,111283.0,0.0393129892149837,13,price_up_oi_down,-1.1143523255804482,0.015578436117307026,3860.0398767404704,3769.1187134825973,3666.447695788611,1,0.0,11.619831785256222,-0.0040982377569172,-0.40898514408449493,11.66470707735845,0.027161938963288,-1.1143523255804482,0,1.0,1.0
2018-04-18,3948.583660637071,3903.975847995647,3993.8929986556286,3896.174552932761,130700.0,5176245330.0,110260.0,0.1700634074686386,13,price_up_oi_down,-1.2183008307072323,-0.010841396789269542,3881.7449048334456,3798.0653755162903,3682.3147034631793,1,0.0,11.610596492143674,-0.009235293112547893,-0.9192778771240584,11.654814114940608,0.024480306694380616,-1.2183008307072323,0,1.0,1.0
2018-04-19,3906.561386828928,3875.921415236101,3912.921304973787,3871.811034603745,79502.0,3142419310.0,109805.0,-0.3229238868027037,13,price_up_oi_down,-1.2285009221959289,-0.0071861184218006136,3893.6554937312226,3824.2179381938718,3698.2931852376773,1,0.0,11.606461344361394,-0.004135147782280413,-0.4126609831307082,11.651049174406467,0.024480306694380616,-1.2285009221959289,0,1.0,1.0
2018-04-20,3869.718653879306,3866.466086591885,3894.129752036903,3856.201255750229,69314.0,2716792020.0,114468.0,-0.5016484019565268,13,price_up_oi_down,0.13161363735339823,-0.002439504734809028,3895.8701288488182,3847.098328187374,3714.058309288601,1,0.5,11.64805058693321,0.04158924257181518,4.246619006420493,11.643777831251523,0.02189692711684188,0.13161363735339823,0,1.0,1.0
2018-04-23,3877.764738340268,3902.537132033777,3929.858725857696,3845.804871278885,100896.0,3994702410.0,114039.0,-0.1224502117903403,13,price_up_oi_down,0.040952162007235816,0.009329202593287844,3899.1329535015016,3860.3851611126024,3730.480374841579,1,0.5,11.644295774135127,-0.0037548127980819856,-0.3747772303177688,11.643306306094768,0.01629674765093103,0.040952162007235816,0,1.0,1.0
