date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,is_down_day,price_down_ratio,speculation_median_past,speculation_mad_past,speculation_mad_score,signal,position,position_scale
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,32,price_down_speculation_up,0.5119298730118378,0.005351682689881843,0,0.5,0.5045000879034169,0.22115098558021998,0.5119298730118378,0,1.0,1.0
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,32,price_down_speculation_up,0.37649542032356975,-0.0014146698930943558,1,0.6,0.5045000879034169,0.22115098558021998,0.37649542032356975,0,1.0,1.0
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,32,price_down_speculation_up,-0.5773091914548192,0.016418201768466423,0,0.6,0.6033999755252157,0.13727400033312637,-0.5773091914548192,0,1.0,1.0
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,32,price_down_speculation_up,-0.2757937881267019,0.0018958278263183637,0,0.5,0.5323798660934029,0.15614208912407773,-0.2757937881267019,0,1.0,1.0
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,32,price_down_speculation_up,-1.3255495748794697,-0.0003752498615776645,1,0.6,0.4772196197950136,0.21130233542246707,-1.3255495748794697,0,1.0,1.0
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,32,price_down_speculation_up,-0.5433142770661769,-0.029219129177755154,1,0.6,0.4772196197950136,0.21130233542246707,-0.5433142770661769,0,1.0,1.0
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,32,price_down_speculation_up,1.1105514755664345,-0.04388045669705709,1,0.6,0.4772196197950136,0.18266951160474254,1.1105514755664345,0,1.0,1.0
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,32,price_down_speculation_up,-0.6020413928633253,0.011393982863042718,0,0.5,0.5569247137795601,0.13727400033312637,-0.6020413928633253,0,1.0,1.0
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,32,price_down_speculation_up,-0.3913450934825055,-0.00464708560369631,1,0.6,0.4772196197950136,0.1604664923099624,-0.3913450934825055,0,1.0,1.0
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,32,price_down_speculation_up,-1.6437098189963926,-0.009041970993458048,1,0.6,0.4514652100214329,0.10590147101621217,-1.6437098189963926,0,1.0,1.0
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,32,price_down_speculation_up,0.7605008074523969,-0.03778830511686415,1,0.7,0.4514652100214329,0.1604664923099624,0.7605008074523969,0,1.0,1.0
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,32,price_down_speculation_up,0.2071628735894598,0.0026600609543534492,0,0.6,0.4514652100214329,0.1604664923099624,0.2071628735894598,0,1.0,1.0
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,32,price_down_speculation_up,-2.237945273853819,-0.01517310246563297,1,0.7,0.4514652100214329,0.10590147101621217,-2.237945273853819,0,1.0,1.0
