date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,ret_5,close_rank_20,close_rank_60,oi_change_5,oi_change_5_rate,oi_change_5_rate_median_past,oi_change_5_rate_mad_past,oi_change_5_rate_mad_score,oi_change_5_rate_mad_abs_score,log_volume,log_volume_median_past,log_volume_mad_past,volume_mad_score,price_volume_oi_score,signal,position,position_scale
2018-01-02,3917.31118326928,3935.989301179684,3944.1479647656174,3915.6471933122,59048.0,2294692290.0,145717.0,-0.903315712032744,11,price_volume_up_oi_down,0.0,,,,,,,,,,,10.986105951449888,,,,0.0,0,1.0,1.0
2018-01-03,3940.3175974782425,3895.016572041342,3948.631727540601,3892.5993833141297,67196.0,2594582890.0,152003.0,-0.816286535545645,11,price_volume_up_oi_down,0.0,-0.01040976638987856,,,,,,,,,,11.115369000930105,,,,0.0,0,1.0,1.0
2018-01-04,3899.895359657864,3887.952313912835,3903.548822259914,3860.6339553277294,64829.0,2479841590.0,149876.0,-0.8380552514419177,11,price_volume_up_oi_down,0.0,-0.001813665743867321,,,,,,,,,,11.079508313092495,,,,0.0,0,1.0,1.0
2018-01-05,3888.7156204360094,3873.029756738988,3893.984273513355,3871.241328073636,40576.0,1552717600.0,152100.0,-1.3213614404504863,11,price_volume_up_oi_down,0.0,-0.003838153343714512,,,,,,,,,,10.610932037796898,,,,0.0,0,1.0,1.0
2018-01-08,3866.34181607485,3797.850739578664,3886.155121584457,3795.29514700716,113466.0,4287520340.0,165094.0,-0.3750117760813744,11,price_volume_up_oi_down,0.0,-0.019410906159322394,,,,,,,,,,11.639258511555328,,,,0.0,0,1.0,1.0
2018-01-09,3797.808592517056,3800.229308924485,3811.4158838184367,3795.16261198922,43229.0,1631729380.0,163875.0,-1.3325923757560751,11,price_volume_up_oi_down,0.0,0.0006262935299254924,-0.034491961706935914,,,18158.0,0.12461140429737093,,,,,10.674266845309926,11.079508313092495,0.09340236164260673,-2.926388803957362,0.0,0,1.0,1.0
2018-01-10,3799.157857221187,3799.708462046998,3816.6885966252494,3782.75554566184,51490.0,1936350960.0,166390.0,-1.172946816369366,11,price_volume_up_oi_down,0.0,-0.00013705669714814128,-0.02446924377125148,,,14387.0,0.09464944770826891,,,,,10.849142893040186,11.032807132271191,0.22055107781008942,-0.5616831866670922,0.0,0,1.0,1.0
2018-01-11,3806.581727243216,3801.120774504377,3808.714679042477,3787.398806726588,35442.0,1330665940.0,164389.0,-1.534338012854685,11,price_volume_up_oi_down,0.0,0.00037168968921852397,-0.0223334887873331,,,14513.0,0.09683338226267048,,,,,10.475652836535291,10.986105951449888,0.1369630584097017,-2.5137866600813052,0.0,0,1.0,1.0
2018-01-12,3798.975281157873,3800.343543616794,3813.8826832239088,3761.1406243381753,88440.0,3310382150.0,163985.0,-0.6174506042372856,11,price_volume_up_oi_down,1.8198656447913146,-0.00020447413636437428,-0.018767274637051745,0.375,,11885.0,0.07813938198553583,,,,,11.390079634971382,10.917624422245037,0.22055107781008942,1.4448656447913146,1.8198656447913146,0,1.0,1.0
2018-01-15,3794.343866227576,3780.729048908599,3805.243245848698,3777.2567195933498,55531.0,2082831090.0,165063.0,-1.0893857958332067,11,price_volume_up_oi_down,0.0,-0.005161242525334342,-0.0045082579185207194,0.0,,-31.0,-0.00018777181484487624,,,,,10.924696702357316,10.986105951449888,0.3118391061399617,-0.1328248133210597,0.0,0,1.0,1.0
2018-01-16,3775.343442841234,3749.658201788607,3794.786903106584,3748.627851999784,62722.0,2336578270.0,166610.0,-0.9769434886521264,11,price_volume_up_oi_down,3.463418822381941,-0.008218215777446747,-0.013307383061626377,0.0,,2735.0,0.016689549961861175,0.09464944770826891,0.016510065722733086,-3.1849195224668922,3.1849195224668922,11.046467542270987,10.955401326903601,0.22055107781008942,0.2784992999150489,3.463418822381941,0,1.0,1.0
2018-01-17,3751.528450010511,3743.9429067084766,3763.11097230281,3737.481073012977,52828.0,1958590080.0,167743.0,-1.1553916930365238,11,price_volume_up_oi_down,2.1698315037928326,-0.001524217614662704,-0.014676272112855604,0.0,,1353.0,0.00813149828715668,0.08639441484690237,0.024327978433118333,-2.1698315037928326,2.1698315037928326,10.874796632163696,10.985582122314153,0.22387725313909623,-0.33377124447706696,2.1698315037928326,0,1.0,1.0
2018-01-18,3736.474846384448,3763.179022802085,3771.933066825775,3727.451394310712,50242.0,1875778040.0,166476.0,-1.197999824601802,11,price_volume_up_oi_down,1.1165133426148754,0.00513792987044237,-0.009981727483320824,0.16666666666666666,,2087.0,0.01269549665731892,0.07813938198553583,0.0464720223118351,-0.9498466759482088,0.9498466759482088,10.824606609266924,10.899746667260505,0.2026207338912842,-0.25012876920202043,1.1165133426148754,0,1.0,1.0
2018-01-19,3760.131580211335,3771.182426267581,3787.40670584903,3750.338506915094,56857.0,2123427360.0,168786.0,-1.088092296670499,11,price_volume_up_oi_down,0.8264367696185778,0.002126766602651875,-0.007673284537181635,0.23076923076923078,,4801.0,0.02927706802451444,0.0474144659736985,0.04325897471055612,-0.2827969779528412,0.2827969779528412,10.94829462264529,10.861969762601941,0.18610034848053036,0.3128705608965058,0.8264367696185778,0,1.0,1.0
2018-01-22,3782.681810089021,3766.020217555929,3797.252606469147,3739.3455020172846,73929.0,2751982900.0,170347.0,-0.8347323599817551,11,price_volume_up_oi_down,2.1685583539088586,-0.0013688568009055935,-0.0038904748693684432,0.21428571428571427,,5284.0,0.03201201965310215,0.02927706802451444,0.029464839839359314,0.06260680903452556,0.06260680903452556,11.210860452150994,10.899746667260505,0.11093046650203142,1.891665830588619,2.1685583539088586,0,1.0,1.0
2018-01-23,3765.974886767799,3756.9600905796033,3778.627127681391,3751.92845889388,44264.0,1646157880.0,169133.0,-1.3405136820676302,11,price_volume_up_oi_down,0.5272753200105942,-0.0024057563297430473,0.0019473478376010878,0.13333333333333333,,2523.0,0.015143148670547986,0.030644543838808297,0.026672680602652394,-0.3919946388396598,0.3919946388396598,10.697926984577945,10.899746667260505,0.11093046650203142,-1.2271246605328636,0.5272753200105942,0,1.0,1.0
2018-01-24,3764.331046696972,3783.405337311839,3803.273404419015,3756.484596267466,76434.0,2854655410.0,172259.0,-0.8125715348102537,11,price_volume_up_oi_down,2.753672570699629,0.007039001238939413,0.01054033984670344,0.4375,,4516.0,0.026922136840285438,0.022983308993187807,0.012569811520950007,0.2113558330978933,0.2113558330978933,11.244182902337842,10.899746667260505,0.11093046650203142,2.094276397755032,2.753672570699629,0,1.0,1.0
2018-01-25,3776.048427843842,3754.751290055058,3793.2919201144177,3743.3386637521935,69750.0,2592617930.0,173636.0,-0.9120437332977994,11,price_volume_up_oi_down,2.4305053814993607,-0.007573612844015365,-0.002239524799633852,0.11764705882352941,,7160.0,0.04300920252769168,0.021805843401073305,0.009658261497891615,1.4807499054453084,1.4807499054453084,11.152672699683611,10.936495662501304,0.17522886557886963,0.8321084172305228,2.4305053814993607,0,1.0,1.0
2018-01-26,3749.9181971395255,3750.435630748788,3766.821999100336,3736.364524334408,54214.0,2002012480.0,174602.0,-1.1695699204193617,11,price_volume_up_oi_down,0.9946708357068668,-0.0011493861970832686,-0.005501403319628451,0.1111111111111111,,5816.0,0.03445783418056,0.021805843401073305,0.009658261497891615,0.8835597245957557,0.8835597245957557,10.900694456656394,10.997381082458139,0.1640330452083436,-0.39756767049681546,0.9946708357068668,0,1.0,1.0
2018-01-29,3756.255808904607,3711.0213327724296,3757.3456034005017,3697.548560001312,92627.0,3398308640.0,180661.0,-0.6680416711401992,11,price_volume_up_oi_down,5.744693116954659,-0.01050925861870855,-0.01460398022483067,0.0,,10314.0,0.060547001121240764,0.021805843401073305,0.009658261497891615,2.705513088205132,2.705513088205132,11.43633595480792,10.936495662501304,0.11093046650203142,3.039180028749527,5.744693116954659,0,1.0,1.0
2018-01-30,3715.139539265508,3719.250097025318,3726.802616313285,3705.34783813133,43986.0,1615575300.0,175212.0,-1.3821252678379228,11,price_volume_up_oi_down,0.4841788875830272,0.0022173853273812494,-0.01003736868241989,0.05,0.05,6079.0,0.03594212838417104,0.028099602432399937,0.012183253116195357,0.4341788875830272,0.4341788875830272,10.691626680451641,10.997381082458139,0.1640330452083436,-1.2572376411099935,0.4841788875830272,0,1.0,1.0
2018-01-31,3719.768302287358,3718.947389725375,3726.792311555495,3686.0488308499353,70579.0,2572392940.0,175403.0,-0.9103535337275276,11,price_volume_up_oi_down,1.7084605301320512,-8.138933710999385e-05,-0.017037018727753428,0.05,0.047619047619047616,3144.0,0.018251586274156937,0.030644543838808297,0.008831121617123062,-0.9465315643594995,0.9465315643594995,11.164487928809253,10.924494539650842,0.2273728575528331,0.7119289657725517,1.7084605301320512,0,1.0,1.0
2018-02-01,3727.292730519721,3717.5921356977647,3731.689511404357,3706.195928840232,44677.0,1642704320.0,173798.0,-1.3584348774745656,11,price_volume_up_oi_down,2.319266794478539,-0.0003644187146488731,-0.009896568770270897,0.05,0.045454545454545456,162.0,0.0009329862470916169,0.030644543838808297,0.008831121617123062,-2.269266794478539,2.269266794478539,10.70721410679279,11.050483661164451,0.17703801607996716,-1.3078103085377435,2.319266794478539,0,1.0,1.0
2018-02-02,3721.624442185426,3720.728670708265,3727.7991186697423,3689.472826989243,55878.0,2040637800.0,175838.0,-1.146392373846709,11,price_volume_up_oi_down,1.9998586641562828,0.000843700679367787,-0.007920935849948685,0.2,0.17391304347826086,1236.0,0.007078956712981524,0.030644543838808297,0.008831121617123062,-1.7998586641562828,1.7998586641562828,10.930926021749713,11.050483661164451,0.17703801607996716,-0.4554983432108937,1.9998586641562828,0,1.0,1.0
2018-02-05,3736.791607826166,3768.035754235275,3801.160457678015,3732.915753689869,117779.0,4378494940.0,172539.0,-0.3818133107995921,11,price_volume_up_oi_down,6.975844951240543,0.012714467437370258,0.015363539131221016,0.6,0.5,-8122.0,-0.044957129651668044,0.029467078246693795,0.01237880812676737,-4.055191743179869,4.055191743179869,11.676565266056677,11.041799360716663,0.18572231652775528,2.3052896689294524,6.975844951240543,0,1.0,1.0
2018-02-06,3771.4485202844585,3777.800283634744,3785.29443858101,3756.0203477876,53166.0,1972760250.0,170642.0,-1.1661487003825302,11,price_volume_up_oi_down,2.990417069202543,0.00259141102588889,0.01574247095032799,0.7,0.56,-4570.0,-0.026082688400337877,0.022586861557221186,0.014431585835594757,-2.274674598252215,2.274674598252215,10.881174373275357,11.041799360716663,0.268484397772526,-0.40352463930408433,2.990417069202543,0,1.0,1.0
2018-02-07,3784.130637745253,3762.095033071627,3788.356218309532,3749.0870079939978,70836.0,2638802900.0,169783.0,-0.8741538050329442,11,price_volume_up_oi_down,3.0319885056918126,-0.004157247441362033,0.01160211178718451,0.5,0.38461538461538464,-5620.0,-0.03204050101765648,0.022586861557221186,0.017965122907355077,-2.0509545890645864,2.0509545890645864,11.16812262502869,11.041799360716663,0.18150426453124258,0.4694318048400415,3.0319885056918126,0,1.0,1.0
2018-02-08,3755.493261519061,3772.841737735121,3782.168345700567,3752.732745000944,51035.0,1896593100.0,168265.0,-1.1930284457415412,11,price_volume_up_oi_down,1.8844113378981884,0.0028565744801827275,0.014861663146644943,0.75,0.5555555555555556,-5533.0,-0.0318358093879101,0.01266527149356923,0.02681039396236213,-1.1195496747515434,1.1195496747515434,10.840266950837599,11.041799360716663,0.15086494575078735,-0.901016120884804,1.8844113378981884,0,1.0,1.0
