date,open,close,high,low,volume,total_turnover,open_interest,speculation
2022-10-28,63608.04742225991,62214.77776501914,63666.78019148176,62078.912364691576,246476.0,77581153850.0,461561.0,-0.6273495972301923
2022-10-29,62220.70367545737,62192.506562335126,62229.748731498985,62153.27776030197,6728.0,2089610100.0,460583.0,-4.226215155654433
2022-10-31,62192.39768776078,61858.777816502574,62672.29567636846,61429.6480655214,257601.0,79967002850.0,459080.0,-0.5778126106022263
2022-11-01,61858.97955049425,62910.57729466524,63333.483000326414,61787.48189227869,235717.0,74105153300.0,465776.0,-0.6810728989389523
2022-11-02,62915.36302078637,63071.649973922,63485.349662942295,62805.58012501325,149155.0,47305251950.0,471662.0,-1.1512765936697926
2022-11-03,63063.63125779176,62681.90979973332,63076.33978029435,62229.278432186606,169832.0,53439608350.0,467227.0,-1.012005507810366
2022-11-04,62689.97168406003,65411.96943324222,65423.38035969752,62569.447452515786,292059.0,94028806550.0,489486.0,-0.5164000242962079
2022-11-05,65420.73889623137,65776.96394097687,65823.0958481052,65330.24696452208,20933.0,6896534650.0,489503.0,-3.1520637295421596
2022-11-07,65361.43731257198,64740.87740436072,65381.79937067288,64369.174599720376,238970.0,77838476450.0,490515.0,-0.7191178385372969
2022-11-08,64740.873979389005,65712.9284085929,65923.37842349354,64414.17360124484,236568.0,77364548750.0,497434.0,-0.7432271914502608
2022-11-09,65716.99057324331,66101.8101939587,66806.17941416764,65430.296464420055,263699.0,87251910300.0,496549.0,-0.6328738682875
2022-11-10,66099.80381730435,66958.23664054224,67124.03088004292,65967.36280983555,288655.0,96222001450.0,494556.0,-0.5384281869804854
2022-11-11,66957.95480874792,67674.65739181492,68125.79416744308,66797.17992799316,423848.0,143352455000.0,490502.0,-0.14605445607625656
2022-11-12,67673.92219823325,67425.84679988118,67676.78116137924,67302.2902112187,12850.0,4341871350.0,488185.0,-3.637350621032946
2022-11-14,67904.98234486366,66888.78491060324,68024.29387628326,66292.01011238986,310498.0,104050852050.0,484022.0,-0.44395290010010346
2022-11-15,66887.72146066834,66144.80116554066,67002.2606127615,66039.8308449605,239337.0,79787152250.0,466393.0,-0.6671560257503022
2022-11-16,66145.9592524615,66063.6064174036,66504.66730834512,65971.65055294853,152583.0,50667377000.0,462617.0,-1.1091907876476415
2022-11-17,66065.98839195003,65448.88823265946,66352.77175777737,65369.065062971575,191593.0,63164572700.0,455464.0,-0.8659433491255227
2022-11-18,65450.58803380519,64940.63673296581,65710.31954264616,64811.17497915229,187181.0,61262396200.0,444048.0,-0.8638566015311163
2022-11-19,64937.36101444869,64867.43881886052,64968.92581944684,64850.70658096308,4754.0,1546735950.0,443233.0,-4.535109222206931
2022-11-21,64779.87449379011,64007.54404565444,64827.95329896558,63997.4687693031,181543.0,58656631100.0,433868.0,-0.8712478001271219
2022-11-22,64004.49261701347,64790.40774415219,65036.18635747238,63929.98310113726,178576.0,57702578700.0,431913.0,-0.883209898160397
2022-11-23,64787.29439519553,64616.65574475066,64790.40328013834,64346.57947355128,161098.0,52080994650.0,432769.0,-0.9881912228930078
2022-11-24,64613.43931751118,64876.635092985685,65112.66870840964,64526.077697076245,143641.0,46661668850.0,435067.0,-1.1081829110341517
2022-11-25,64881.55912989914,64923.004537017456,65553.4305958401,64836.67903529314,154005.0,50172696500.0,430459.0,-1.0278670118180742
2022-11-26,64917.345062226,64960.82893125318,64968.73830950711,64881.813558534486,4632.0,1505014150.0,430289.0,-4.5314683356867995
2022-11-28,64687.69092619714,64518.59452269946,64758.45240633284,63961.39875759386,247233.0,79550844900.0,424041.0,-0.5394989368507214
2022-11-29,64508.49156543538,64744.920028075016,65277.940872257335,64385.24184532654,176949.0,57478513900.0,430276.0,-0.8885653077868261
2022-11-30,64746.7661215165,65273.1991051969,65609.31360033734,64502.64846402031,166126.0,54092805950.0,434509.0,-0.9614701213758038
2022-12-01,65273.19824350232,65837.33571079877,65953.00031947425,65239.57830118976,142939.0,47005509300.0,436319.0,-1.115955661373788
2022-12-02,65842.62017831358,66081.65869821176,66278.8000965607,65580.8529810423,149402.0,49235552000.0,434003.0,-1.0664107870289403
2022-12-03,66077.94418536064,66527.49064934529,66602.36166452443,66072.73908024524,14468.0,4805125650.0,435531.0,-3.404626662218143
2022-12-05,66686.75190594287,65921.17441695856,66815.3740240654,65860.37238179741,125267.0,41587920050.0,437962.0,-1.2516846893242835
2022-12-06,65927.14100763778,66096.54350841501,66533.24031280447,65565.87539569665,144407.0,47618315950.0,432560.0,-1.0970853433356753
2022-12-07,66097.9090665298,65966.04926582873,66188.69620018963,65308.92404684244,151544.0,49818797000.0,425650.0,-1.0327414005040885
2022-12-08,65974.3723570207,66445.52554765144,66890.48338980337,65831.72458683561,149012.0,49486560250.0,424814.0,-1.0476245864548808
2022-12-09,66436.74348470935,66593.06706289154,67132.72586463075,66329.75796211541,159017.0,53046513200.0,417608.0,-0.9655320787291791
2022-12-10,66589.61429050333,66610.86396684025,66694.36373090018,66585.35917820029,5137.0,1712258600.0,416891.0,-4.396355545257828
2022-12-12,66363.11701237249,65675.18624662746,66382.39399193712,65646.50822166904,150951.0,49833615600.0,411041.0,-1.0017376853707909
2022-12-13,65675.1861475021,66699.87060113937,66991.05490282545,65582.2607383612,151972.0,50389326400.0,413914.0,-1.0019619294268431
2022-12-14,66699.86619189227,66227.4086015188,66756.5356411985,65966.90968541619,125512.0,41611491100.0,408486.0,-1.180056270456288
2022-12-15,66229.68247052228,65651.06820400347,66375.61795966682,65637.26458624098,140358.0,46275335250.0,402601.0,-1.0537496955178642
2022-12-16,65654.53952222093,64975.62620765367,65688.08993088925,64921.81484662005,181846.0,59344853850.0,406263.0,-0.8038405580915525
2022-12-17,64977.3180751896,64991.834971150274,65076.23136789665,64919.63573126966,5999.0,1948720850.0,405723.0,-4.214077872071554
