factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_ret_5,mean_close_rank_20,mean_close_rank_60,mean_oi_ret_5,mean_open_interest_mad_score,mean_volume_mad_score,mean_range_pct,mean_range_mad_score,mean_close_location,mean_crowded_chase_score
14,uptrend_crowded_chase,2376,2376,76,0.03198653198653199,2018-06-06,53995.96548052178,2.047736037847296,19.52839759693757,0.0,0.0003079735951052228,0.0015530557911181142,0.5488351123969352,0.5737421726943499,0.0008031850322600807,-0.032610955003385234,-2.400474532136102,0.01243360320188194,0.13605821227646836,0.501858202574187,2.047736037847296
