factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_speculation,mean_speculation_change,mean_speculation_change_rate,mean_speculation_change_rate_rank,mean_speculation_fast_rise_signal,mean_speculation_fast_drop_signal,change_days,history_window,high_change_rank_threshold,low_change_rank_threshold,min_history_days,valid_rank_days,fast_rise_days,fast_drop_days,mean_rank,max_rank,min_rank
21,speculation_change_rate,665,664,61,0.09172932330827067,2023-08-07,213933.16142895515,0.05622234200677784,2.427742665721652,-0.6738689934165203,-0.1938407214379879,-0.0044669566673851205,0.05622234200677784,0.500145344944497,0.0406015037593985,0.05112781954887218,1,20,0.99,0.01,10,654,27,34,0.500145344944497,1.0,0.0
