factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_price_ma_5,mean_price_ma_10,mean_price_ma_20,mean_is_ma_bullish,mean_open_interest,mean_open_interest_rank_10,mean_log_open_interest,mean_delta_log_open_interest,mean_oi_change_rate,mean_log_open_interest_median_past,mean_log_open_interest_mad_past,mean_log_open_interest_mad_score,ma_short_window,ma_mid_window,ma_long_window,oi_window,oi_rank_window,oi_rank_threshold,mad_scale,mad_epsilon,min_history_days,ma_bullish_days,ma_bullish_ratio,max_open_interest_rank_10,min_open_interest_rank_10,max_log_open_interest_mad_score,min_log_open_interest_mad_score,max_oi_change_rate,min_oi_change_rate,max_daily_return,min_daily_return
13,price_up_oi_down,2015,2010,44,0.02183622828784119,2018-05-03,3981.126620122645,-0.06877197723690223,14.901527551093631,-21.488048415122133,2.3578660305966243e-05,3932.448266468455,3933.020743036657,3934.3988760614966,0.3379652605459057,314312.44813895784,0.5194114743741609,12.511043029637364,0.0008307760961889693,0.15911006569838687,12.5091012273712,0.030891083650837876,-0.06877197723690223,5,10,20,10,10,0.8,1.4826,1e-12,5,681,0.3379652605459057,1.0,0.0,14.901527551093631,-21.488048415122133,18.07034702600894,-18.859680124403212,0.06493684397272603,-0.05834005447629276
