factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_ret_5,mean_close_rank_20,mean_close_rank_60,mean_oi_change_5,mean_oi_change_5_rate,mean_oi_change_5_rate_median_past,mean_oi_change_5_rate_mad_past,mean_oi_change_5_rate_mad_score,mean_oi_change_5_rate_mad_abs_score,mean_log_volume,mean_log_volume_median_past,mean_log_volume_mad_past,mean_volume_mad_score,mean_price_volume_oi_score
11,price_volume_up_oi_down,2015,2015,102,0.050620347394540945,2018-02-23,3888.035445017405,2.5863794268460865,13.966040958822656,0.0,2.3578660305966243e-05,0.0001225640181554813,0.49403901998753835,0.5031684639794852,1563.0507462686567,0.00856252832836034,0.0067404784181563015,0.04274552392808678,0.08601107412170245,1.4622564571402183,12.11143272361851,12.088194763984365,0.1675217441127579,0.09828408953998942,2.5863794268460865
