factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_price_ma_5,mean_price_ma_10,mean_price_ma_20,mean_is_ma_bullish,mean_open_interest,mean_open_interest_ma_5,mean_open_interest_ma_10,mean_is_open_interest_ma_bullish,mean_speculation,mean_speculation_median_past,mean_speculation_mad_past,mean_speculation_mad_score,ma_short_window,ma_mid_window,ma_long_window,open_interest_short_window,open_interest_mid_window,spec_window,spec_mad_threshold,mad_scale,mad_epsilon,min_history_days,ma_bullish_days,ma_bullish_ratio,open_interest_ma_bullish_days,open_interest_ma_bullish_ratio,max_speculation_mad_score,min_speculation_mad_score,max_daily_return,min_daily_return
12,price_up_speculation_up,2376,2371,139,0.0585016835016835,2018-09-25,50480.16108920353,-2.4372292184137185,6.535560980691191,-66.99223112460427,0.0003079735951052228,64701.27468663492,64671.603352347935,64616.7930794566,0.380050505050505,394736.72601010103,394637.6731028668,394533.3375158428,0.4511784511784512,-1.1778526074793285,-0.747812630960746,0.1723797667732038,-2.4372292184137185,5,10,20,5,10,10,1,1.4826,1e-12,5,903,0.380050505050505,1072,0.4511784511784512,6.535560980691191,-66.99223112460427,0.051078787153469474,-0.0727822391148456
