factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_ret_5,mean_close_rank_20,mean_close_rank_60,mean_oi_ret_5,mean_open_interest_mad_score,mean_volume_mad_score,mean_range_pct,mean_range_mad_score,mean_close_location,mean_crowded_chase_score
43,uptrend_crowded_chase,665,665,35,0.05263157894736842,2024-02-23,101658.06928507565,2.2611326594227243,16.338360107984727,0.0,0.0001186492185452237,0.0005931376682942402,0.42088945350180634,0.42518399756334074,0.03061314218011505,0.4757385101176392,0.018390279654122047,0.035922809369596236,0.3915593178045741,0.44902672556625706,2.2611326594227243
