factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_ret_5,mean_close_rank_20,mean_close_rank_60,mean_oi_change_5,mean_oi_change_5_rate,mean_oi_change_5_rate_median_past,mean_oi_change_5_rate_mad_past,mean_oi_change_5_rate_mad_score,mean_oi_change_5_rate_mad_abs_score,mean_log_volume,mean_log_volume_median_past,mean_log_volume_mad_past,mean_volume_mad_score,mean_price_volume_oi_score
11,price_volume_up_oi_down,2376,2376,127,0.05345117845117845,2018-05-22,52234.775370248375,2.6214153848311366,23.492247054220627,0.0,0.0003079735951052228,0.0015530557911181142,0.5488351123969352,0.5737421726943499,357.3783213833825,0.002110797392023143,0.0005317883153466575,0.024502060687609514,0.2968205995865595,1.583033138878949,11.67969914132244,12.106685746382645,0.17781405513375403,-2.400474532136102,2.6214153848311366
