factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_price_ma_5,mean_price_ma_10,mean_price_ma_20,mean_is_ma_bullish,mean_open_interest,mean_open_interest_ma_5,mean_open_interest_ma_10,mean_is_open_interest_ma_bullish,mean_speculation,mean_speculation_median_past,mean_speculation_mad_past,mean_speculation_mad_score,ma_short_window,ma_mid_window,ma_long_window,open_interest_short_window,open_interest_mid_window,spec_window,spec_mad_threshold,mad_scale,mad_epsilon,min_history_days,ma_bullish_days,ma_bullish_ratio,open_interest_ma_bullish_days,open_interest_ma_bullish_ratio,max_speculation_mad_score,min_speculation_mad_score,max_daily_return,min_daily_return
12,price_up_speculation_up,2015,2010,72,0.03573200992555831,2018-03-02,3884.721416283507,0.06291222205237619,13.329941565818954,-8.808237082007851,2.3578660305966243e-05,3932.448266468455,3933.020743036657,3934.3988760614966,0.3379652605459057,314312.44813895784,314012.69995027344,313634.6879860419,0.5205955334987593,-0.39961030601885733,-0.42046951566988666,0.16544169445365314,0.06291222205237619,5,10,20,5,10,10,1,1.4826,1e-12,5,681,0.3379652605459057,1049,0.5205955334987593,13.329941565818954,-8.808237082007851,0.06493684397272603,-0.05834005447629276
