factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_ret_5,mean_close_rank_20,mean_close_rank_60,mean_oi_ret_5,mean_open_interest_mad_score,mean_volume_mad_score,mean_range_pct,mean_range_mad_score,mean_close_location,mean_crowded_chase_score
14,uptrend_crowded_chase,2015,2015,49,0.024317617866004962,2018-08-13,3995.9746713140216,2.0394101212742504,20.29344582263559,0.0,2.3578660305966243e-05,0.0001225640181554813,0.49403901998753835,0.5031684639794852,0.004058881124021443,-0.06877197723690223,0.09828408953998942,0.014207197945794496,0.4237463495105961,0.48678885001737393,2.0394101212742504
