factor_id,factor_name,total_days,valid_factor_days,signal_days,signal_ratio,first_signal_date,first_signal_close,mean_factor_value,max_factor_value,min_factor_value,mean_daily_return,mean_price_ma_5,mean_price_ma_10,mean_price_ma_20,mean_is_ma_bullish,mean_open_interest,mean_open_interest_rank_10,mean_log_open_interest,mean_delta_log_open_interest,mean_oi_change_rate,mean_log_open_interest_median_past,mean_log_open_interest_mad_past,mean_log_open_interest_mad_score,ma_short_window,ma_mid_window,ma_long_window,oi_window,oi_rank_window,oi_rank_threshold,mad_scale,mad_epsilon,min_history_days,ma_bullish_days,ma_bullish_ratio,max_open_interest_rank_10,min_open_interest_rank_10,max_log_open_interest_mad_score,min_log_open_interest_mad_score,max_oi_change_rate,min_oi_change_rate,max_daily_return,min_daily_return
13,price_up_oi_down,2376,2371,119,0.050084175084175085,2018-06-08,54584.930191550826,-0.032610955003385234,18.52839759693757,-16.323064196920686,0.0003079735951052228,64701.27468663492,64671.603352347935,64616.7930794566,0.380050505050505,394736.72601010103,0.4538872486995642,12.857551748801766,0.00015346378725242677,0.03535922719324374,12.85595388378503,0.015909896816981788,-0.032610955003385234,5,10,20,10,10,0.8,1.4826,1e-12,5,903,0.380050505050505,1.0,0.0,18.52839759693757,-16.323064196920686,15.055118316576488,-10.07188597844505,0.051078787153469474,-0.0727822391148456
