factor_id,factor_name,target_trend,segment_id,trend,start_date,end_date,end_signal_date,reversal_start_date,reversal_end_date,days,return,signal_days_in_trend,signal_ratio_in_trend,signal_days_in_reversal_window,signal_ratio_in_reversal_window,has_signal,has_effective_signal,first_signal_date,first_signal_close,days_to_end_first_signal,first_effective_signal_date,first_effective_signal_close,days_to_end_first_effective_signal,max_factor_value_in_trend,mean_factor_value_in_trend,max_factor_value_in_reversal_window,mean_factor_value_in_reversal_window,mean_ret_5_in_trend,mean_ret_5_in_reversal_window,mean_realtime_trend_age_in_trend,mean_realtime_trend_age_in_reversal_window,mean_close_rank_20_in_trend,mean_close_rank_20_in_reversal_window,mean_close_rank_60_in_trend,mean_close_rank_60_in_reversal_window,mean_oi_ret_5_in_trend,mean_oi_ret_5_in_reversal_window,mean_open_interest_mad_score_in_trend,mean_open_interest_mad_score_in_reversal_window,mean_range_pct_in_trend,mean_range_pct_in_reversal_window,mean_range_mad_score_in_trend,mean_range_mad_score_in_reversal_window,mean_close_location_in_trend,mean_close_location_in_reversal_window,mean_downtrend_exhaustion_score_in_trend,mean_downtrend_exhaustion_score_in_reversal_window
47,downtrend_crowded_exhaustion,down_trend,23,down_trend,2024-08-30,2024-09-05,2024-09-11,2024-09-02,2024-09-09,5,-0.1008202824121812,0,0.0,0,0.0,0,0,,,,,,,1.5182745643051188,0.4712990725087181,3.191373293612945,1.490287544056804,0.011011483320914894,-0.02683914093697881,2.0,2.5,0.4375,0.2375,0.14583333333333334,0.07916666666666666,0.06484319460646581,0.060759394195045946,3.8551412455637326,2.9297504706619018,0.03281911176660231,0.035680562426253344,0.21282173923640912,0.44603792292464073,0.4738047612582212,0.2922618450902333,0.4712990725087181,1.490287544056804
47,downtrend_crowded_exhaustion,down_trend,25,down_trend,2024-09-11,2024-09-23,2024-09-30,2024-09-18,2024-09-25,7,-0.0408623846825444,0,0.0,0,0.0,0,0,,,,,,,4.343708115178757,2.0894053994496327,1.4992767354691696,1.295667743968391,0.04798956491679542,0.003744431920771274,3.5,3.6,0.7416666666666667,0.6,0.31666666666666665,0.2866666666666666,0.0681596527745129,0.016170080758995908,1.6513747548108066,0.6927891036669444,0.0456578155017266,0.03640086240126737,0.6334280829447048,-0.17425240890274768,0.5536621502750677,0.537734751478653,2.0894053994496327,1.295667743968391
47,downtrend_crowded_exhaustion,down_trend,27,down_trend,2024-09-30,2024-10-17,2024-10-23,2024-10-14,2024-10-21,9,-0.1232030855106307,0,0.0,1,0.16666666666666666,0,1,,,,2024-10-18,73344.36546078001,-1.0,11.066965086890946,2.8742657907066684,3.0278077282170246,1.9326349849864213,-0.015870823982882795,-0.051208985279149154,2.625,5.5,0.46249999999999997,0.10833333333333335,0.325,0.10833333333333334,0.05098616715769544,0.0306779306614177,1.3442330313103223,1.2583437384786527,0.04134082804357169,0.03628673165725544,0.9513423040202225,0.1822274265966457,0.33412470437865377,0.2854933456341214,2.8742657907066684,1.9326349849864213
47,downtrend_crowded_exhaustion,down_trend,29,down_trend,2024-11-20,2024-12-19,2025-01-07,2024-12-16,2024-12-23,22,-0.0893593628667928,0,0.0,0,0.0,0,0,,,,,,,2.1923675358354853,1.2199229658922415,2.008067055966193,1.4003576741521713,-0.013841115995780983,-0.020681582424021,7.9523809523809526,17.5,0.3357142857142857,0.05833333333333333,0.6690476190476191,0.31666666666666665,-0.0465000731178783,-0.09838410344957182,-1.3514165154190803,-2.080223542115917,0.02141898280139154,0.01570081234105358,-0.6759737324781862,-0.8335023789101429,0.39498657358619255,0.40464345196077384,1.2199229658922415,1.4003576741521713
47,downtrend_crowded_exhaustion,down_trend,31,down_trend,2025-01-20,2025-05-29,2025-06-11,2025-05-26,2025-06-03,84,-0.2649554208863554,0,0.0,0,0.0,0,0,,,,,,,10.497321482586567,2.018067711075977,3.4884136340932654,2.233614316617447,-0.015167580973854221,-0.0228888766297017,36.34939759036145,76.5,0.17108433734939762,0.03333333333333333,0.13815261044176708,0.011111111111111112,0.022638977097660787,0.012736255575895564,0.47259844017208447,0.9151721851772914,0.01603001021951899,0.024769878916823057,0.4710563246581494,0.5907647114358698,0.3853761724452617,0.48715611929434216,2.018067711075977,2.233614316617447
47,downtrend_crowded_exhaustion,down_trend,33,down_trend,2025-06-11,2025-06-20,2025-06-26,2025-06-17,2025-06-24,8,-0.0435595030052956,0,0.0,0,0.0,0,0,,,,,,,2.241644242337804,1.5677668456725335,6.293067457089751,2.905548898950809,-0.010160465135585248,-0.010775587279701368,4.0,4.0,0.2857142857142857,0.27499999999999997,0.09523809523809523,0.09166666666666667,0.045779190375756125,0.06271380323085089,1.0191562848690912,1.3532982119081265,0.015614180216164014,0.019771270902753327,-0.6311429931627309,0.7190115131686642,0.4324712515792382,0.47167215391801237,1.5677668456725335,2.905548898950809
47,downtrend_crowded_exhaustion,down_trend,35,down_trend,2025-07-25,2025-08-05,2025-08-07,2025-07-31,2025-08-07,8,-0.1452734834804954,0,0.0,0,0.0,0,0,,,,,,,3.6796025681038382,1.6483168994414061,2.4753503570951554,1.2742035343809628,-0.0141535240918733,-0.04327313081077879,3.2857142857142856,5.166666666666667,0.7142857142857142,0.6,0.9047619047619045,0.8666666666666667,-0.00185819779119686,-0.09289636631412297,0.9306734711810636,-0.2066467198713721,0.04878064120252622,0.037028443451793826,0.22181419039749278,-0.2755874163147275,0.5515229787978242,0.6095260639290166,1.6483168994414061,1.2742035343809628
47,downtrend_crowded_exhaustion,down_trend,37,down_trend,2025-08-18,2025-09-10,2025-09-17,2025-09-05,2025-09-12,18,-0.2040031419237747,2,0.11764705882352941,1,0.16666666666666666,1,1,2025-09-04,73398.86931908745,6.0,2025-09-05,74227.81051576181,5.0,3.6931848947632444,1.767160850873565,3.4238310539616776,2.317055875191486,-0.03292876438526065,-0.020103033874091625,7.9411764705882355,15.5,0.438235294117647,0.10833333333333334,0.792156862745098,0.6166666666666666,-0.02085707297319484,0.034652206321610514,-0.1054187294642954,1.0857762592414926,0.03586254285402415,0.032376229394257404,0.08584625032154432,-0.16853390402203802,0.33717613008942765,0.55648331657339,1.767160850873565,2.317055875191486
47,downtrend_crowded_exhaustion,down_trend,40,down_trend,2025-11-25,2025-12-05,2025-12-10,2025-12-02,2025-12-09,9,-0.0496769197003848,0,0.0,0,0.0,0,0,,,,,,,1.8542335442494788,1.2185887143808096,2.4346936183102734,1.3153127371531472,-0.00042972928692255885,-0.025479000512006317,4.5,4.5,0.75,0.5166666666666667,0.9166666666666666,0.8388888888888889,0.020546722145361018,-0.010419853479006017,0.2299196360745352,-0.6658229400973544,0.037323309262340204,0.032378315965624946,-0.49601101945476844,-0.30049207352392965,0.505999152817491,0.4491719681181689,1.2185887143808096,1.3153127371531472
47,downtrend_crowded_exhaustion,down_trend,44,down_trend,2026-01-27,2026-02-02,2026-02-03,2026-01-28,2026-02-04,5,-0.2580259777494678,0,0.0,0,0.0,0,0,,,,,,,3.4059310841768604,2.4983409830376,3.4059310841768604,2.0541455847870744,-0.058432683433000385,-0.1168450552422301,2.2,2.1666666666666665,0.5800000000000001,0.44166666666666665,0.86,0.8138888888888888,-0.11174012272270381,-0.13510925825437128,-2.306216878990775,-2.28270599339373,0.11058492289451416,0.10046374724259527,1.7822956554666916,1.0289940162911464,0.2960453275709085,0.24843347551012765,2.4983409830376,2.0541455847870744
47,downtrend_crowded_exhaustion,down_trend,48,down_trend,2026-03-30,2026-04-09,2026-04-13,2026-04-03,2026-04-13,8,-0.110888270568787,0,0.0,0,0.0,0,0,,,,,,,3.5863702297091047,1.1323643318764045,2.693992021378964,1.2053326612153017,0.010165410995036666,-0.021979683148480218,3.857142857142857,5.166666666666667,0.7357142857142857,0.6,0.6714285714285714,0.5916666666666667,0.02509183612617478,-0.014088115490451377,1.6361187762598528,-0.0034403239059608293,0.05193542152137802,0.04670325791582761,0.251549045436011,-0.001303814757201686,0.36814042893540716,0.4573130263346809,1.1323643318764045,1.2053326612153017
