strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,46,0.06917293233082707
long_only_reduce_position,0.06613401413840081,0.024564273990294483,-0.6473654606203503,0.40633313395493575,0.06045353415116468,46,0.06917293233082707
