strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,24,0.03609022556390978
factor_position,-0.35641987602761016,-0.15380497495517897,-0.6912155493317409,0.42174498963342927,-0.3646871420781136,24,0.03609022556390978
