strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,64,0.0962406015037594
long_only_reduce_position,-0.199462891429104,-0.08084942830390673,-0.7128593894365987,0.4143411081777177,-0.19512770205081628,64,0.0962406015037594
