date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,price_ma_5,price_ma_10,price_ma_20,is_ma_bullish,open_interest_ma_5,open_interest_ma_10,is_open_interest_ma_bullish,speculation_median_past,speculation_mad_past,speculation_mad_score,signal,position,position_scale,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2018-01-02,3917.31118326928,3935.989301179684,3944.1479647656174,3915.6471933122,59048.0,2294692290.0,145717.0,-0.903315712032744,12,price_up_speculation_up,,,,,,0,,,0,,,,0,1.0,1.0,1.0,position,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2018-01-03,3940.3175974782425,3895.016572041342,3948.631727540601,3892.5993833141297,67196.0,2594582890.0,152003.0,-0.816286535545645,12,price_up_speculation_up,,-0.01040976638987856,,,,0,,,0,,,,0,1.0,1.0,1.0,position,1.0,-0.01040976638987856,-0.01040976638987856,0.9895902336101214,0.9895902336101214,1.0,1.0,-0.01040976638987856,-0.01040976638987856
2018-01-04,3899.895359657864,3887.952313912835,3903.548822259914,3860.6339553277294,64829.0,2479841590.0,149876.0,-0.8380552514419177,12,price_up_speculation_up,,-0.001813665743867321,,,,0,,,0,,,,0,1.0,1.0,1.0,position,1.0,-0.001813665743867321,-0.001813665743867321,0.9877954477029571,0.9877954477029571,1.0,1.0,-0.01220455229704287,-0.01220455229704287
2018-01-05,3888.7156204360094,3873.029756738988,3893.984273513355,3871.241328073636,40576.0,1552717600.0,152100.0,-1.3213614404504863,12,price_up_speculation_up,,-0.003838153343714512,,,,0,,,0,,,,0,1.0,1.0,1.0,position,1.0,-0.003838153343714512,-0.003838153343714512,0.9840041373024501,0.9840041373024501,1.0,1.0,-0.015995862697549934,-0.015995862697549934
2018-01-08,3866.34181607485,3797.850739578664,3886.155121584457,3795.29514700716,113466.0,4287520340.0,165094.0,-0.3750117760813744,12,price_up_speculation_up,,-0.019410906159322394,3877.9677366903024,,,0,152958.0,,0,,,,0,1.0,1.0,1.0,position,1.0,-0.019410906159322394,-0.019410906159322394,0.9649037253328873,0.9649037253328873,1.0,1.0,-0.03509627466711274,-0.03509627466711274
2018-01-09,3797.808592517056,3800.229308924485,3811.4158838184367,3795.16261198922,43229.0,1631729380.0,163875.0,-1.3325923757560751,12,price_up_speculation_up,-5.111222285971255,0.0006262935299254924,3850.815738239263,,,0,156589.6,,0,-0.8380552514419177,0.0652604605908262,-5.111222285971255,0,1.0,1.0,1.0,position,1.0,0.0006262935299254924,0.0006262935299254924,0.9655080382930643,0.9655080382930643,1.0,1.0,-0.03449196170693569,-0.03449196170693569
2018-01-10,3799.157857221187,3799.708462046998,3816.6885966252494,3782.75554566184,51490.0,1936350960.0,166390.0,-1.172946816369366,12,price_up_speculation_up,-0.8072960076851838,-0.00013705669714814128,3831.754116240394,,,0,159467.0,,0,-0.8706854817373308,0.2525374524524206,-0.8072960076851838,0,1.0,1.0,1.0,position,1.0,-0.00013705669714814128,-0.00013705669714814128,0.9653757089502659,0.9653757089502659,1.0,1.0,-0.03462429104973408,-0.03462429104973408
2018-01-11,3806.581727243216,3801.120774504377,3808.714679042477,3787.398806726588,35442.0,1330665940.0,164389.0,-1.534338012854685,12,price_up_speculation_up,-1.5785222998442705,0.00037168968921852397,3814.387808358703,,,0,162369.6,,0,-0.903315712032744,0.2696311043366219,-1.5785222998442705,0,1.0,1.0,1.0,position,1.0,0.00037168968921852397,0.00037168968921852397,0.9657345291475048,0.9657345291475048,1.0,1.0,-0.034265470852495206,-0.034265470852495206
2018-01-12,3798.975281157873,3800.343543616794,3813.8826832239088,3761.1406243381753,88440.0,3310382150.0,163985.0,-0.6174506042372856,12,price_up_speculation_up,1.1235767807104942,-0.00020447413636437428,3799.850565734263,,,0,164746.6,,0,-1.038131264201055,0.2525374524524206,1.1235767807104942,0,1.0,1.0,1.0,position,1.0,-0.00020447413636437428,-0.00020447413636437428,0.9655370614137001,0.9655370614137001,1.0,1.0,-0.034462938586299896,-0.034462938586299896
2018-01-15,3794.343866227576,3780.729048908599,3805.243245848698,3777.2567195933498,55531.0,2082831090.0,165063.0,-1.0893857958332067,12,price_up_speculation_up,-0.4390271800081003,-0.005161242525334342,3796.4262276002505,3837.1969821452767,,0,164740.4,158849.2,1,-0.903315712032744,0.2858651077954584,-0.4390271800081003,0,1.0,1.0,1.0,position,1.0,-0.005161242525334342,-0.005161242525334342,0.9605536904725454,0.9605536904725454,1.0,1.0,-0.03944630952745465,-0.03944630952745465
2018-01-16,3775.343442841234,3749.658201788607,3794.786903106584,3748.627851999784,62722.0,2336578270.0,166610.0,-0.9769434886521264,12,price_up_speculation_up,0.0518339793622286,-0.008218215777446747,3786.312006173074,3818.563872206169,,0,165287.4,160938.5,1,-0.9963507539329752,0.2525374524524206,0.0518339793622286,0,1.0,1.0,1.0,position,1.0,-0.008218215777446747,-0.008218215777446747,0.9526596529784191,0.9526596529784191,1.0,1.0,-0.04734034702158085,-0.04734034702158085
2018-01-17,3751.528450010511,3743.9429067084766,3763.11097230281,3737.481073012977,52828.0,1958590080.0,167743.0,-1.1553916930365238,12,price_up_speculation_up,-0.3264506532307134,-0.001524217614662704,3775.158895105371,3803.4565056728825,,0,165558.0,162512.5,1,-1.0331646422426666,0.2525374524524206,-0.3264506532307134,0,1.0,1.0,1.0,position,1.0,-0.001524217614662704,-0.001524217614662704,0.951207592354571,0.951207592354571,1.0,1.0,-0.048792407645429026,-0.048792407645429026
2018-01-18,3736.474846384448,3763.179022802085,3771.933066825775,3727.451394310712,50242.0,1875778040.0,166476.0,-1.197999824601802,12,price_up_speculation_up,-0.2492762727424002,0.00513792987044237,3767.570544764913,3790.979176561807,,0,165975.4,164172.5,1,-1.1223887444348652,0.2045881636684154,-0.2492762727424002,0,1.0,1.0,1.0,position,1.0,0.00513792987044237,0.00513792987044237,0.9560948302563211,0.9560948302563211,1.0,1.0,-0.04390516974367886,-0.04390516974367886
2018-01-19,3760.131580211335,3771.182426267581,3787.40670584903,3750.338506915094,56857.0,2123427360.0,168786.0,-1.088092296670499,12,price_up_speculation_up,0.3151768613456042,0.002126766602651875,3761.73832129507,3780.7944435146665,,0,166935.6,165841.1,1,-1.1641692547029447,0.1628076534003359,0.3151768613456042,0,1.0,1.0,1.0,position,1.0,0.002126766602651875,0.002126766602651875,0.9581282208102784,0.9581282208102784,1.0,1.0,-0.041871779189721625,-0.041871779189721625
2018-01-22,3782.681810089021,3766.020217555929,3797.252606469147,3739.3455020172846,73929.0,2751982900.0,170347.0,-0.8347323599817551,12,price_up_speculation_up,1.7554038646605956,-0.0013688568009055935,3758.7965550245353,3777.611391312393,,0,167992.4,166366.4,1,-1.1223887444348652,0.1105281679748377,1.7554038646605956,0,1.0,1.0,1.0,position,1.0,-0.0013688568009055935,-0.0013688568009055935,0.9568166804790826,0.9568166804790826,1.0,1.0,-0.04318331952091736,-0.04318331952091736
2018-01-23,3765.974886767799,3756.9600905796033,3778.627127681391,3751.92845889388,44264.0,1646157880.0,169133.0,-1.3405136820676302,12,price_up_speculation_up,-1.3310928565947464,-0.0024057563297430473,3760.2569327827346,3773.284469477905,,0,168497.0,166892.2,1,-1.1223887444348652,0.1105281679748377,-1.3310928565947464,0,1.0,1.0,1.0,position,1.0,-0.0024057563297430473,-0.0024057563297430473,0.9545148126936164,0.9545148126936164,1.0,1.0,-0.04548518730638362,-0.04548518730638362
2018-01-24,3764.331046696972,3783.405337311839,3803.273404419015,3756.484596267466,76434.0,2854655410.0,172259.0,-0.8125715348102537,12,price_up_speculation_up,1.890638819462937,0.007039001238939413,3768.149418903407,3771.654157004389,,0,169400.2,167479.1,1,-1.1223887444348652,0.1105281679748377,1.890638819462937,0,1.0,1.0,1.0,position,1.0,0.007039001238939413,0.007039001238939413,0.9612336436427528,0.9612336436427528,1.0,1.0,-0.038766356357247234,-0.038766356357247234
2018-01-25,3776.048427843842,3754.751290055058,3793.2919201144177,3743.3386637521935,69750.0,2592617930.0,173636.0,-0.9120437332977994,12,price_up_speculation_up,0.6556057564030761,-0.007573612844015365,3766.463872354002,3767.0172085594577,,0,170832.2,168403.8,1,-1.088739046251853,0.1817850967077519,0.6556057564030761,0,1.0,1.0,1.0,position,1.0,-0.007573612844015365,-0.007573612844015365,0.9539536321731603,0.9539536321731603,1.0,1.0,-0.046046367826839685,-0.046046367826839685
2018-01-26,3749.9181971395255,3750.435630748788,3766.821999100336,3736.364524334408,54214.0,2002012480.0,174602.0,-1.1695699204193617,12,price_up_speculation_up,-0.6411547677414994,-0.0011493861970832686,3762.314513250243,3762.026417272657,,0,171995.4,169465.5,1,-1.0325178926613128,0.1441778661578501,-0.6411547677414994,0,1.0,1.0,1.0,position,1.0,-0.0011493861970832686,-0.0011493861970832686,0.952857171035683,0.952857171035683,1.0,1.0,-0.047142828964316985,-0.047142828964316985
2018-01-29,3756.255808904607,3711.0213327724296,3757.3456034005017,3697.548560001312,92627.0,3398308640.0,180661.0,-0.6680416711401992,12,price_up_speculation_up,2.567277620232846,-0.01050925861870855,3751.314736293544,3755.0556456590393,3796.1263139021585,0,174058.2,171025.3,1,-1.088739046251853,0.1105281679748377,2.567277620232846,0,1.0,1.0,1.0,position,1.0,-0.01050925861870855,-0.01050925861870855,0.942843348598578,0.942843348598578,1.0,1.0,-0.05715665140142201,-0.05715665140142201
2018-01-30,3715.139539265508,3719.250097025318,3726.802616313285,3705.34783813133,43986.0,1615575300.0,175212.0,-1.3821252678379228,12,price_up_speculation_up,-1.5588791700304354,0.0022173853273812494,3743.772737582686,3752.014835182711,3785.28935369444,0,175274.0,171885.5,1,-1.0325178926613128,0.151266979849269,-1.5588791700304354,0,1.0,1.0,1.0,position,1.0,0.0022173853273812494,0.0022173853273812494,0.9449339956057795,0.9449339956057795,1.0,1.0,-0.05506600439422049,-0.05506600439422049
2018-01-31,3719.768302287358,3718.947389725375,3726.792311555495,3686.0488308499353,70579.0,2572392940.0,175403.0,-0.9103535337275276,12,price_up_speculation_up,0.6655288852735699,-8.138933710999385e-05,3730.881148065394,3749.5152834844,3776.485894578642,0,175902.8,172651.5,1,-1.1217419948535112,0.2142349743849154,0.6655288852735699,0,1.0,1.0,1.0,position,1.0,-8.138933710999385e-05,-8.138933710999385e-05,0.9448570880542645,0.9448570880542645,1.0,1.0,-0.05514291194573551,-0.05514291194573551
2018-02-01,3727.292730519721,3717.5921356977647,3731.689511404357,3706.195928840232,44677.0,1642704320.0,173798.0,-1.3584348774745656,12,price_up_speculation_up,-1.3541525507969991,-0.0003644187146488731,3723.449317193935,3744.9565947739698,3767.967885667888,0,175935.2,173383.7,1,-1.0000680149841492,0.178499192804554,-1.3541525507969991,0,1.0,1.0,1.0,position,1.0,-0.0003644187146488731,-0.0003644187146488731,0.9445127644487089,0.9445127644487089,1.0,1.0,-0.05548723555129109,-0.05548723555129109
2018-02-02,3721.624442185426,3720.728670708265,3727.7991186697423,3689.472826989243,55878.0,2040637800.0,175838.0,-1.146392373846709,12,price_up_speculation_up,-0.5529124607685224,0.000843700679367787,3717.5079251858306,3739.911219218037,3760.352831366352,0,176182.4,174088.9,1,-1.0000680149841492,0.178499192804554,-0.5529124607685224,0,1.0,1.0,1.0,position,1.0,0.000843700679367787,0.000843700679367787,0.9453096505097458,0.9453096505097458,1.0,1.0,-0.0546903494902542,-0.0546903494902542
2018-02-05,3736.791607826166,3768.035754235275,3801.160457678015,3732.915753689869,117779.0,4378494940.0,172539.0,-0.3818133107995921,12,price_up_speculation_up,2.1242242934039712,0.012714467437370258,3728.9108094784,3740.112772885972,3758.8620820991823,0,174558.0,174308.1,1,-1.0292180535722542,0.2055661061762497,2.1242242934039712,0,1.0,1.0,1.0,position,1.0,0.012714467437370258,0.012714467437370258,0.9573287592793839,0.9573287592793839,1.0,1.0,-0.04267124072061612,-0.04267124072061612
2018-02-06,3771.4485202844585,3777.800283634744,3785.29443858101,3756.0203477876,53166.0,1972760250.0,170642.0,-1.1661487003825302,12,price_up_speculation_up,-0.3498809725355112,0.00259141102588889,3740.620846800285,3742.196792191486,3757.7406308346954,0,173644.0,174459.0,0,-1.0292180535722542,0.2639710736286882,-0.3498809725355112,0,1.0,1.0,1.0,position,1.0,0.00259141102588889,0.00259141102588889,0.959809591581581,0.959809591581581,1.0,1.0,-0.04019040841841903,-0.04019040841841903
2018-02-07,3784.130637745253,3762.095033071627,3788.356218309532,3749.0870079939978,70836.0,2638802900.0,169783.0,-0.8741538050329442,12,price_up_speculation_up,0.5859376791640212,-0.004157247441362033,3749.2503754695354,3740.0657617674647,3755.8599593859262,0,172520.0,174211.4,0,-1.0292180535722542,0.178499192804554,0.5859376791640212,0,1.0,1.0,1.0,position,1.0,-0.004157247441362033,-0.004157247441362033,0.9558194256127837,0.9558194256127837,1.0,1.0,-0.04418057438721634,-0.04418057438721634
2018-02-08,3755.493261519061,3772.841737735121,3782.168345700567,3752.732745000944,51035.0,1896593100.0,168265.0,-1.1930284457415412,12,price_up_speculation_up,-0.7480200982224193,0.0028565744801827275,3760.300295877006,3741.8748065354703,3754.446007547463,0,171413.4,173674.3,0,-1.0292180535722542,0.1477080576932087,-0.7480200982224193,0,1.0,1.0,1.0,position,1.0,0.0028565744801827275,0.0028565744801827275,0.958549794991652,0.958549794991652,1.0,1.0,-0.04145020500834795,-0.04145020500834795
2018-02-09,3774.6516969448458,3791.0213498408993,3815.958394753467,3767.5976220236817,73232.0,2723882390.0,161219.0,-0.7891312052205527,12,price_up_speculation_up,1.157107725015432,0.004818546170105575,3774.3588317035337,3745.9333784446817,3753.9798978586687,0,168489.6,172336.0,0,-1.1562705371146196,0.2140095355416246,1.157107725015432,0,1.0,1.0,1.0,position,1.0,0.004818546170105575,0.004818546170105575,0.9631686114351645,0.9631686114351645,1.0,1.0,-0.03683138856483548,-0.03683138856483548
2018-02-12,3791.72138378807,3839.5362849803137,3845.191361518701,3777.0618309327824,68932.0,2585945490.0,160769.0,-0.8468480406702606,12,price_up_speculation_up,0.606277360814704,0.01279732575007797,3788.658937852541,3758.7848736654696,3756.9202596622554,1,166135.6,170346.8,0,-1.0283729537871182,0.2019486202604942,0.606277360814704,0,1.0,1.0,1.0,position,1.0,0.01279732575007797,0.01279732575007797,0.9754945939079506,0.9754945939079506,1.0,1.0,-0.02450540609204943,-0.02450540609204943
2018-02-13,3850.91807658612,3857.932117733205,3869.0997598328186,3832.5536742942622,68574.0,2599971160.0,152956.0,-0.8022368441900266,12,price_up_speculation_up,0.8811978614169362,0.004791160022332042,3804.685304672233,3772.653075736259,3762.333955459485,1,162598.4,168121.2,0,-1.0283729537871182,0.1730902025356402,0.8811978614169362,0,1.0,1.0,1.0,position,1.0,0.004791160022332042,0.004791160022332042,0.9801683446082834,0.9801683446082834,1.0,1.0,-0.019831655391716607,-0.019831655391716607
2018-02-14,3854.273550783882,3817.072889035114,3859.863093797624,3809.129619531879,45207.0,1700907620.0,145893.0,-1.171621534206459,12,price_up_speculation_up,-1.0548643953883483,-0.010590966209664376,3815.6808758649304,3782.465625667233,3765.990454575817,1,157820.4,165170.2,0,-0.8922536693802359,0.1786305843130781,-1.0548643953883483,0,1.0,1.0,1.0,position,1.0,-0.010590966209664376,-0.010590966209664376,0.9697874147907544,0.9697874147907544,1.0,1.0,-0.030212585209245635,-0.030212585209245635
2018-02-22,3793.0538030610087,3810.959051104169,3821.791940772655,3779.094854823773,59071.0,2200994210.0,149479.0,-0.9284158044936738,12,price_up_speculation_up,0.3189780905157765,-0.0016017084579410534,3823.30433853874,3791.802317207873,3768.3794559909206,1,154063.2,162738.3,0,-1.0102730894398266,0.1730902025356402,0.3189780905157765,0,1.0,1.0,1.0,position,1.0,-0.0016017084579410534,-0.0016017084579410534,0.9682340980860792,0.9682340980860792,1.0,1.0,-0.03176590191392081,-0.03176590191392081
