date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_rank_history,speculation_rank_in_trend,signal,position_scale,is_effective_signal,open,realtime_trend,realtime_position,realtime_segment_id,base_position,factor_position,daily_price_return,strategy_return,base_strategy_return,nav,base_nav,running_max,drawdown
2023-10-26,140808.58170937747,down_trend,4.0,0,,11,high_speculation,0.2222222222222222,1.016845620680504,0.3,0.2222222222222222,0,1.0,0,141441.79213243217,down_trend,-1.0,5.0,-1.0,-1.0,-633.2104230546975,633.2104230546975,633.2104230546975,61883.48273391514,60385.13779684348,61883.48273391514,0.0
2023-10-27,142256.96517097135,down_trend,4.0,0,,11,high_speculation,0.3,1.0304469770553892,0.3,0.3,0,1.0,0,140935.74322248675,down_trend,-1.0,5.0,-1.0,-1.0,1321.2219484845991,-1321.2219484845991,-1321.2219484845991,60562.26078543054,59063.91584835888,61883.48273391514,1321.2219484845991
2023-10-30,145151.50205200096,down_trend,4.0,0,,11,high_speculation,0.0909090909090909,0.8618781030406721,0.1,0.0909090909090909,0,1.0,0,142694.66909670806,down_trend,-1.0,5.0,-1.0,-1.0,2456.8329552928917,-2456.8329552928917,-2456.8329552928917,58105.42783013765,56607.08289306599,61883.48273391514,3778.054903777491
2023-10-31,141472.84801844467,down_trend,4.0,0,,11,high_speculation,0.4166666666666667,1.0429541271050051,0.5,0.4166666666666667,0,1.0,0,144333.45004297036,down_trend,-1.0,5.0,-1.0,-1.0,-2860.602024525695,2860.602024525695,2860.602024525695,60966.02985466334,59467.68491759169,61883.48273391514,917.4528792517958
2023-11-01,140968.30176748667,down_trend,4.0,0,,11,high_speculation,0.1538461538461538,0.9089421263603804,0.2,0.1538461538461538,0,1.0,0,141261.03520349308,down_trend,-1.0,5.0,-1.0,-1.0,-292.7334360064124,292.7334360064124,292.7334360064124,61258.763290669754,59760.4183535981,61883.48273391514,624.7194432453834
2023-11-02,139460.8904642823,down_trend,4.0,0,,11,high_speculation,0.0,0.5833284177212471,0.0,0.0,0,1.0,0,140766.9670966233,down_trend,-1.0,5.0,-1.0,-1.0,-1306.0766323409916,1306.0766323409916,1306.0766323409916,62564.839923010746,61066.49498593909,62564.839923010746,0.0
2023-11-03,139792.89015969163,down_trend,4.0,0,,11,high_speculation,0.0,0.4972419244517814,0.0,0.0,0,1.0,0,140077.81029654376,down_trend,-1.0,5.0,-1.0,-1.0,-284.9201368521317,284.9201368521317,284.9201368521317,62849.76005986288,61351.41512279122,62849.76005986288,0.0
2023-11-06,137673.10349068398,down_trend,4.0,0,,11,high_speculation,0.0,0.4877300861672962,0.0,0.0,0,1.0,0,139141.50472100117,down_trend,-1.0,5.0,-1.0,-1.0,-1468.4012303171912,1468.4012303171912,1468.4012303171912,64318.16129018007,62819.816353108414,64318.16129018007,0.0
2023-11-07,134064.895158069,down_trend,4.0,0,,11,high_speculation,0.1764705882352941,0.725760940812266,0.3,0.1764705882352941,0,1.0,0,137192.0435655644,down_trend,-1.0,5.0,-1.0,-1.0,-3127.148407495406,3127.148407495406,3127.148407495406,67445.30969767548,65946.96476060382,67445.30969767548,0.0
2023-11-08,135846.2033121477,down_trend,4.0,0,,11,high_speculation,0.8888888888888888,1.1901756336576224,1.0,0.8888888888888888,1,0.5,0,133610.52239984306,down_trend,-1.0,5.0,-1.0,-1.0,2235.6809123046405,-2235.6809123046405,-2235.6809123046405,65209.628785370835,63711.28384829918,67445.30969767548,2235.6809123046405
2023-11-09,135284.71439327145,down_trend,4.0,0,,11,high_speculation,0.1052631578947368,0.5799246881619707,0.2,0.1052631578947368,0,1.0,0,135803.34499007935,down_trend,-1.0,5.0,-1.0,-0.5,-518.6305968078959,259.31529840394796,518.6305968078959,65468.94408377478,64229.914445107075,67445.30969767548,1976.3656139006926
2023-11-10,139399.19152847852,down_trend,4.0,0,,11,high_speculation,0.3,0.8568342382430861,0.5,0.3,0,1.0,0,135735.41107514998,down_trend,-1.0,5.0,-1.0,-1.0,3663.780453328538,-3663.780453328538,-3663.780453328538,61805.163630446244,60566.13399177854,67445.30969767548,5640.1460672292305
2023-11-13,133822.71001129967,down_trend,4.0,0,,11,high_speculation,0.2857142857142857,0.8434280036976943,0.5,0.2857142857142857,0,1.0,0,140198.57453422566,down_trend,-1.0,5.0,-1.0,-1.0,-6375.8645229259855,6375.8645229259855,6375.8645229259855,68181.02815337223,66941.99851470452,68181.02815337223,0.0
2023-11-14,134542.8126142225,down_trend,4.0,0,,11,high_speculation,0.2272727272727272,0.7656293343658661,0.5,0.2272727272727272,0,1.0,0,133493.96312892076,down_trend,-1.0,5.0,-1.0,-1.0,1048.8494853017328,-1048.8494853017328,-1048.8494853017328,67132.1786680705,65893.14902940279,68181.02815337223,1048.8494853017328
2023-11-15,135348.50198664705,down_trend,4.0,0,,11,high_speculation,0.0,0.448852216230571,0.0,0.0,0,1.0,0,135990.06781863593,down_trend,-1.0,5.0,-1.0,-1.0,-641.5658319888753,641.5658319888753,641.5658319888753,67773.74450005937,66534.71486139167,68181.02815337223,407.2836533128575
2023-11-16,134609.8775773196,down_trend,4.0,0,,11,high_speculation,0.0,0.2319923556029504,0.0,0.0,0,1.0,0,135303.5868738713,down_trend,-1.0,5.0,-1.0,-1.0,-693.7092965517077,693.7092965517077,693.7092965517077,68467.45379661108,67228.42415794337,68467.45379661108,0.0
2023-11-17,132873.24343116445,down_trend,4.0,0,,11,high_speculation,0.04,0.3456176412901895,0.1,0.04,0,1.0,0,133762.79942532445,down_trend,-1.0,5.0,-1.0,-1.0,-889.5559941600077,889.5559941600077,889.5559941600077,69357.00979077109,68117.98015210338,69357.00979077109,0.0
2023-11-20,130451.21280959838,down_trend,4.0,0,,11,high_speculation,0.0769230769230769,0.3865927729070039,0.2,0.0769230769230769,0,1.0,0,132731.82577511464,down_trend,-1.0,5.0,-1.0,-1.0,-2280.612965516266,2280.612965516266,2280.612965516266,71637.62275628735,70398.59311761965,71637.62275628735,0.0
2023-11-21,127152.50080318702,down_trend,4.0,0,,11,high_speculation,0.2962962962962963,0.6056578661009121,0.5,0.2962962962962963,0,1.0,0,131006.93618742743,down_trend,-1.0,5.0,-1.0,-1.0,-3854.435384240409,3854.435384240409,3854.435384240409,75492.05814052776,74253.02850186006,75492.05814052776,0.0
2023-11-22,120061.07353298634,down_trend,4.0,0,,11,high_speculation,0.7857142857142857,1.0743885942000646,0.9,0.7857142857142857,0,1.0,0,127097.60678220524,down_trend,-1.0,5.0,-1.0,-1.0,-7036.5332492189045,7036.5332492189045,7036.5332492189045,82528.59138974667,81289.56175107896,82528.59138974667,0.0
2023-11-23,119365.8717677746,down_trend,4.0,0,,11,high_speculation,0.8275862068965517,1.1309693996026733,1.0,0.8275862068965517,1,0.5,0,119709.45016250224,down_trend,-1.0,5.0,-1.0,-1.0,-343.5783947276359,343.5783947276359,343.5783947276359,82872.1697844743,81633.1401458066,82872.1697844743,0.0
2023-11-24,119482.67885226436,down_trend,4.0,0,,11,high_speculation,0.9333333333333332,1.201514075941524,1.0,0.9333333333333332,1,0.5,0,119807.63965909756,down_trend,-1.0,5.0,-1.0,-0.5,-324.9608068332018,162.4804034166009,324.9608068332018,83034.6501878909,81958.1009526398,83034.6501878909,0.0
2023-11-27,112159.48302925436,down_trend,4.0,0,,11,high_speculation,0.6129032258064516,1.0328362439681429,0.7,0.6129032258064516,0,1.0,0,119016.59447536772,down_trend,-1.0,5.0,-1.0,-0.5,-6857.111446113355,3428.5557230566774,6857.111446113355,86463.20591094758,88815.21239875315,86463.20591094758,0.0
2023-11-28,111092.3585328962,down_trend,4.0,0,,11,high_speculation,0.6875,1.0475958700346195,0.7,0.6875,0,1.0,0,110690.6815246072,down_trend,-1.0,5.0,-1.0,-1.0,401.67700828901434,-401.67700828901434,-401.67700828901434,86061.52890265857,88413.53539046414,86463.20591094758,401.67700828901434
2023-11-29,110509.74250070576,down_trend,4.0,0,,11,high_speculation,0.9393939393939394,1.2200290611416147,1.0,0.9393939393939394,1,0.5,0,111474.49124340437,down_trend,-1.0,5.0,-1.0,-1.0,-964.7487426986045,964.7487426986045,964.7487426986045,87026.27764535717,89378.28413316274,87026.27764535717,0.0
