date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_rank_history,speculation_rank_in_trend,signal,position_scale,is_effective_signal,open,realtime_trend,realtime_position,realtime_segment_id,base_position,factor_position,daily_price_return,strategy_return,base_strategy_return,nav,base_nav,running_max,drawdown
2023-07-21,214134.19913419912,no_trend,,0,,11,high_speculation,,2.091107917975069,,,0,1.0,0,235420.71047957373,no_trend,0.0,,0.0,0.0,-21286.5113453746,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2023-07-24,201296.54778235024,up_trend,1.0,0,,11,high_speculation,,1.4143789712621873,,,0,1.0,0,210553.2268650186,down_trend,-1.0,1.0,0.0,0.0,-9256.679082668357,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2023-07-25,216694.29427430092,up_trend,1.0,0,,11,high_speculation,,1.598095534571003,,,0,1.0,0,201523.5243597752,up_trend,1.0,2.0,-1.0,-1.0,15170.769914525707,-15170.769914525707,-15170.769914525707,-15170.769914525707,-15170.769914525707,-0.0,15170.769914525707
2023-07-26,219563.98194099808,up_trend,1.0,0,,11,high_speculation,,2.025216349105437,,,0,1.0,0,217897.3795039775,up_trend,1.0,2.0,1.0,1.0,1666.6024370205705,1666.6024370205705,1666.6024370205705,-13504.167477505136,-13504.167477505136,-0.0,13504.167477505136
2023-07-27,217538.3747103608,up_trend,1.0,0,,11,high_speculation,0.0,1.176569968274467,,0.0,0,1.0,0,224212.93941660432,up_trend,1.0,2.0,1.0,1.0,-6674.564706243516,-6674.564706243516,-6674.564706243516,-20178.732183748652,-20178.732183748652,-0.0,20178.732183748652
2023-07-28,220461.82341001357,up_trend,1.0,0,,11,high_speculation,0.0,1.137255999052689,,0.0,0,1.0,0,216775.42920556173,up_trend,1.0,2.0,1.0,1.0,3686.394204451848,3686.394204451848,3686.394204451848,-16492.337979296804,-16492.337979296804,-0.0,16492.337979296804
2023-07-31,220703.6020638504,up_trend,1.0,1,1.0,11,high_speculation,0.0,0.8447978475536825,,0.0,0,1.0,0,221490.2407221665,up_trend,1.0,2.0,1.0,1.0,-786.6386583160784,-786.6386583160784,-786.6386583160784,-17278.976637612883,-17278.976637612883,-0.0,17278.976637612883
2023-08-01,221433.656545037,up_trend,1.0,1,1.0,11,high_speculation,0.0,0.3455711668003232,,0.0,0,1.0,0,221431.6312827727,up_trend,1.0,2.0,1.0,1.0,2.0252622643020004,2.0252622643020004,2.0252622643020004,-17276.95137534858,-17276.95137534858,-0.0,17276.95137534858
2023-08-02,221913.28229665072,up_trend,1.0,1,1.0,11,high_speculation,0.0,0.0777876826569847,,0.0,0,1.0,0,221531.3974879472,up_trend,1.0,2.0,1.0,1.0,381.8848087035294,381.8848087035294,381.8848087035294,-16895.06656664505,-16895.06656664505,-0.0,16895.06656664505
2023-08-03,223249.91373998765,down_trend,2.0,1,1.0,11,high_speculation,,0.278676766271454,,,0,1.0,0,219951.91062587276,up_trend,1.0,2.0,1.0,1.0,3298.003114114894,3298.003114114894,3298.003114114894,-13597.063452530158,-13597.063452530158,-0.0,13597.063452530158
2023-08-04,222707.8457608564,down_trend,2.0,1,1.0,11,high_speculation,,-0.1709041956432761,0.0,,0,1.0,0,224539.9914795204,up_trend,1.0,2.0,1.0,1.0,-1832.145718663989,-1832.145718663989,-1832.145718663989,-15429.209171194147,-15429.209171194147,-0.0,15429.209171194147
2023-08-07,213933.16142895515,down_trend,2.0,1,1.0,11,high_speculation,,0.5882044007797698,0.4,,0,1.0,0,221536.71889177908,down_trend,-1.0,3.0,1.0,1.0,-7603.5574628239265,-7603.5574628239265,-7603.5574628239265,-23032.766634018073,-23032.766634018073,-0.0,23032.766634018073
2023-08-08,211639.1597789407,down_trend,2.0,0,,11,high_speculation,0.6666666666666666,0.4416301173252139,0.4,0.6666666666666666,0,1.0,0,213715.68585718848,down_trend,-1.0,3.0,-1.0,-1.0,-2076.5260782477853,2076.5260782477853,2076.5260782477853,-20956.240555770288,-20956.240555770288,-0.0,20956.240555770288
2023-08-09,212657.0317916213,down_trend,2.0,0,,11,high_speculation,0.5,0.2944802454904577,0.3,0.5,0,1.0,0,212008.11296035716,down_trend,-1.0,3.0,-1.0,-1.0,648.9188312641345,-648.9188312641345,-648.9188312641345,-21605.159387034422,-21605.159387034422,-0.0,21605.159387034422
2023-08-10,206395.3513174404,down_trend,2.0,0,,11,high_speculation,0.6,0.3464598352495612,0.5,0.6,0,1.0,0,212438.06638306292,down_trend,-1.0,3.0,-1.0,-1.0,-6042.715065622528,6042.715065622528,6042.715065622528,-15562.444321411895,-15562.444321411895,-0.0,15562.444321411895
2023-08-11,204917.29295378117,down_trend,2.0,0,,11,high_speculation,1.0,0.7545857171442018,0.8,1.0,0,1.0,0,205989.2162957437,down_trend,-1.0,3.0,-1.0,-1.0,-1071.923341962538,1071.923341962538,1071.923341962538,-14490.520979449357,-14490.520979449357,-0.0,14490.520979449357
2023-08-14,193643.2345381271,down_trend,2.0,0,,11,high_speculation,0.7142857142857143,0.5485525533084864,0.7,0.7142857142857143,0,1.0,0,203604.56147745124,down_trend,-1.0,3.0,-1.0,-1.0,-9961.32693932415,9961.32693932415,9961.32693932415,-4529.194040125207,-4529.194040125207,-0.0,4529.194040125207
2023-08-15,189680.8139697453,down_trend,2.0,0,,11,high_speculation,1.0,0.8881893576869988,1.0,1.0,1,0.5,0,193145.9369895716,down_trend,-1.0,3.0,-1.0,-1.0,-3465.1230198263074,3465.1230198263074,3465.1230198263074,-1064.0710202988994,-1064.0710202988994,-0.0,1064.0710202988994
2023-08-16,191747.30923578836,down_trend,2.0,0,,11,high_speculation,0.8888888888888888,0.8555210234584508,0.9,0.8888888888888888,0,1.0,0,189012.4814493322,down_trend,-1.0,3.0,-1.0,-0.5,2734.8277864561533,-1367.4138932280766,-2734.8277864561533,-2431.484913526976,-3798.8988067550526,-0.0,2431.484913526976
2023-08-17,189797.6065547304,down_trend,2.0,0,,11,high_speculation,0.7,0.6625747876374212,0.7,0.7,0,1.0,0,191672.6065578457,down_trend,-1.0,3.0,-1.0,-1.0,-1875.0000031153031,1875.0000031153031,1875.0000031153031,-556.4849104116729,-1923.8988036397495,-0.0,556.4849104116729
2023-08-18,191523.40382269217,down_trend,2.0,0,,11,high_speculation,0.0909090909090909,0.2623910774735881,0.1,0.0909090909090909,0,1.0,0,190896.2310327949,down_trend,-1.0,3.0,-1.0,-1.0,627.1727898972749,-627.1727898972749,-627.1727898972749,-1183.6577003089478,-2551.0715935370245,-0.0,1183.6577003089478
2023-08-21,197116.13041744623,down_trend,2.0,0,,11,high_speculation,0.6666666666666666,0.6506022352624492,0.6,0.6666666666666666,0,1.0,0,193690.5635572176,down_trend,-1.0,3.0,-1.0,-1.0,3425.5668602286314,-3425.5668602286314,-3425.5668602286314,-4609.224560537579,-5976.638453765656,-0.0,4609.224560537579
2023-08-22,194571.815011419,down_trend,2.0,0,,11,high_speculation,0.5384615384615384,0.5788551278390585,0.5,0.5384615384615384,0,1.0,0,197312.7926191132,down_trend,-1.0,3.0,-1.0,-1.0,-2740.9776076941926,2740.9776076941926,2740.9776076941926,-1868.2469528433867,-3235.6608460714633,-0.0,1868.2469528433867
2023-08-23,196128.50058430465,down_trend,2.0,0,,11,high_speculation,0.0714285714285714,0.2350757936929626,0.0,0.0714285714285714,0,1.0,0,194557.7436274961,down_trend,-1.0,3.0,-1.0,-1.0,1570.75695680856,-1570.75695680856,-1570.75695680856,-3439.0039096519467,-4806.417802880023,-0.0,3439.0039096519467
2023-08-24,195419.81314730016,down_trend,2.0,0,,11,high_speculation,0.0666666666666666,0.1654618274742042,0.0,0.0666666666666666,0,1.0,0,197183.17595923255,down_trend,-1.0,3.0,-1.0,-1.0,-1763.3628119323985,1763.3628119323985,1763.3628119323985,-1675.6410977195483,-3043.054990947625,-0.0,1675.6410977195483
2023-08-25,190778.92248989124,down_trend,2.0,0,,11,high_speculation,0.0625,0.1168524055146719,0.0,0.0625,0,1.0,0,195890.9368479195,down_trend,-1.0,3.0,-1.0,-1.0,-5112.014358028275,5112.014358028275,5112.014358028275,3436.3732603087265,2068.95936708065,3436.3732603087265,0.0
2023-08-28,182823.25598746547,down_trend,2.0,0,,11,high_speculation,0.8823529411764706,0.7831209555005861,0.8,0.8823529411764706,0,1.0,0,192089.34118450247,down_trend,-1.0,3.0,-1.0,-1.0,-9266.085197036999,9266.085197036999,9266.085197036999,12702.458457345725,11335.044564117648,12702.458457345725,0.0
2023-08-29,183944.18517804652,down_trend,2.0,0,,11,high_speculation,0.7777777777777778,0.704693048634028,0.7,0.7777777777777778,0,1.0,0,182575.4776284975,down_trend,-1.0,3.0,-1.0,-1.0,1368.707549549028,-1368.707549549028,-1368.707549549028,11333.750907796697,9966.33701456862,12702.458457345725,1368.707549549028
2023-08-30,183383.0947994899,down_trend,2.0,0,,11,high_speculation,0.4210526315789473,0.4301450479677753,0.4,0.4210526315789473,0,1.0,0,185547.23854006163,down_trend,-1.0,3.0,-1.0,-1.0,-2164.1437405717443,2164.1437405717443,2164.1437405717443,13497.894648368441,12130.480755140365,13497.894648368441,0.0
2023-08-31,184364.5029335453,down_trend,2.0,0,,11,high_speculation,0.75,0.6723508618009333,0.8,0.75,0,1.0,0,183930.2542910141,down_trend,-1.0,3.0,-1.0,-1.0,434.2486425311945,-434.2486425311945,-434.2486425311945,13063.646005837247,11696.23211260917,13497.894648368441,434.2486425311945
2023-09-01,184103.68802188992,down_trend,2.0,0,,11,high_speculation,0.6190476190476191,0.627944823211373,0.6,0.6190476190476191,0,1.0,0,185445.62961066765,down_trend,-1.0,3.0,-1.0,-1.0,-1341.9415887777286,1341.9415887777286,1341.9415887777286,14405.587594614975,13038.173701386899,14405.587594614975,0.0
2023-09-04,187126.3395181521,down_trend,2.0,0,,11,high_speculation,0.4545454545454545,0.4859046043477473,0.4,0.4545454545454545,0,1.0,0,185547.80203033783,down_trend,-1.0,3.0,-1.0,-1.0,1578.537487814261,-1578.537487814261,-1578.537487814261,12827.050106800714,11459.636213572638,14405.587594614975,1578.537487814261
2023-09-05,187481.0988396477,down_trend,2.0,0,,11,high_speculation,0.4347826086956521,0.4685346352422799,0.4,0.4347826086956521,0,1.0,0,188310.9369101548,down_trend,-1.0,3.0,-1.0,-1.0,-829.8380705071031,829.8380705071031,829.8380705071031,13656.888177307817,12289.47428407974,14405.587594614975,748.699417307158
2023-09-06,187410.7465832597,down_trend,2.0,0,,11,high_speculation,0.0416666666666666,0.0619556344017436,0.0,0.0416666666666666,0,1.0,0,187975.35199832992,down_trend,-1.0,3.0,-1.0,-1.0,-564.6054150702257,564.6054150702257,564.6054150702257,14221.493592378043,12854.079699149966,14405.587594614975,184.09400223693228
2023-09-07,181934.7677695439,down_trend,2.0,0,,11,high_speculation,0.32,0.3070118385914482,0.3,0.32,0,1.0,0,186668.02229234297,down_trend,-1.0,3.0,-1.0,-1.0,-4733.254522799078,4733.254522799078,4733.254522799078,18954.74811517712,17587.334221949044,18954.74811517712,0.0
2023-09-08,173951.38707074328,down_trend,2.0,0,,11,high_speculation,0.8846153846153846,0.7779856314922208,0.9,0.8846153846153846,0,1.0,0,180584.0095588844,down_trend,-1.0,3.0,-1.0,-1.0,-6632.622488141118,6632.622488141118,6632.622488141118,25587.37060331824,24219.956710090162,25587.37060331824,0.0
2023-09-11,175933.38619402982,down_trend,2.0,0,,11,high_speculation,0.4074074074074074,0.434395784800586,0.3,0.4074074074074074,0,1.0,0,174214.05721262863,down_trend,-1.0,3.0,-1.0,-1.0,1719.328981401195,-1719.328981401195,-1719.328981401195,23868.041621917044,22500.627728688967,25587.37060331824,1719.328981401195
2023-09-12,175115.808687838,down_trend,2.0,0,,11,high_speculation,0.3571428571428571,0.3841156394189933,0.2,0.3571428571428571,0,1.0,0,175915.66888645367,down_trend,-1.0,3.0,-1.0,-1.0,-799.8601986156718,799.8601986156718,799.8601986156718,24667.901820532716,23300.48792730464,25587.37060331824,919.4687827855232
2023-09-13,173532.41662518663,down_trend,2.0,0,,11,high_speculation,0.1379310344827586,0.1933871187934704,0.1,0.1379310344827586,0,1.0,0,174546.2790066712,down_trend,-1.0,3.0,-1.0,-1.0,-1013.8623814845632,1013.8623814845632,1013.8623814845632,25681.76420201728,24314.350308789202,25681.76420201728,0.0
2023-09-14,166974.9207180873,down_trend,2.0,0,,11,high_speculation,0.7,0.6323941482710722,0.8,0.7,0,1.0,0,172707.59015913607,down_trend,-1.0,3.0,-1.0,-1.0,-5732.6694410487835,5732.6694410487835,5732.6694410487835,31414.433643066062,30047.019749837986,31414.433643066062,0.0
2023-09-15,167419.08418504574,down_trend,2.0,0,,11,high_speculation,0.5483870967741935,0.5007508365401547,0.7,0.5483870967741935,0,1.0,0,168178.49686416905,down_trend,-1.0,3.0,-1.0,-1.0,-759.4126791233139,759.4126791233139,759.4126791233139,32173.846322189376,30806.4324289613,32173.846322189376,0.0
2023-09-18,164878.8172660036,down_trend,2.0,0,,11,high_speculation,0.0625,0.1000864947069014,0.1,0.0625,0,1.0,0,166982.34919656377,down_trend,-1.0,3.0,-1.0,-1.0,-2103.531930560159,2103.531930560159,2103.531930560159,34277.378252749535,32909.96435952146,34277.378252749535,0.0
2023-09-19,157557.17446305772,down_trend,2.0,0,,11,high_speculation,0.4242424242424242,0.4342448894794879,0.5,0.4242424242424242,0,1.0,0,164211.38011918348,down_trend,-1.0,3.0,-1.0,-1.0,-6654.205656125763,6654.205656125763,6654.205656125763,40931.5839088753,39564.17001564722,40931.5839088753,0.0
2023-09-20,152200.22593190565,down_trend,2.0,0,,11,high_speculation,0.9411764705882352,0.7965058156421968,1.0,0.9411764705882352,1,0.5,0,156974.80828432398,down_trend,-1.0,3.0,-1.0,-1.0,-4774.582352418336,4774.582352418336,4774.582352418336,45706.166261293634,44338.75236806556,45706.166261293634,0.0
2023-09-21,157066.76293912297,down_trend,2.0,0,,11,high_speculation,1.0,0.892920667367586,1.0,1.0,1,0.5,0,151772.8509232696,down_trend,-1.0,3.0,-1.0,-0.5,5293.912015853362,-2646.956007926681,-5293.912015853362,43059.21025336695,39044.840352212195,45706.166261293634,2646.956007926681
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,11,high_speculation,1.0,1.0355193138275331,1.0,1.0,1,0.5,1,157009.49992723946,down_trend,-1.0,3.0,-1.0,-0.5,-4552.651750131801,2276.3258750659006,4552.651750131801,45335.536128432854,43597.492102344,45706.166261293634,370.6301328607806
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,11,high_speculation,0.8918918918918919,0.8228342036462523,0.8,0.8918918918918919,0,1.0,0,152346.27160213934,down_trend,-1.0,3.0,-1.0,-0.5,-479.3981780344038,239.6990890172019,479.3981780344038,45575.235217450056,44076.8902803784,45706.166261293634,130.93104384357866
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,11,high_speculation,0.9736842105263158,1.014961885819421,0.9,0.9736842105263158,0,1.0,0,151215.47692985792,down_trend,-1.0,3.0,-1.0,-1.0,-6860.343158660427,6860.343158660427,6860.343158660427,52435.57837611048,50937.23343903883,52435.57837611048,0.0
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,11,high_speculation,,1.215383281344587,1.0,,0,1.0,0,144180.6283420003,down_trend,-1.0,3.0,-1.0,-1.0,-3394.724198890064,3394.724198890064,3394.724198890064,55830.30257500055,54331.95763792889,55830.30257500055,0.0
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,11,high_speculation,,0.8261238695697705,0.6,,0,1.0,0,142111.29202125155,down_trend,-1.0,3.0,-1.0,-1.0,1334.8505005325424,-1334.8505005325424,-1334.8505005325424,54495.452074468005,52997.10713739635,55830.30257500055,1334.8505005325424
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,11,high_speculation,,0.174944469642449,0.1,,0,1.0,0,142622.09037149654,down_trend,-1.0,3.0,-1.0,-1.0,2373.404161914572,-2373.404161914572,-2373.404161914572,52122.04791255343,50623.70297548178,55830.30257500055,3708.2546624471142
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,11,high_speculation,0.3333333333333333,0.5934506713955551,0.3,0.3333333333333333,0,1.0,0,145440.99928102564,down_trend,-1.0,3.0,-1.0,-1.0,-164.88919122857624,164.88919122857624,164.88919122857624,52286.93710378201,50788.592166710354,55830.30257500055,3543.365471218538
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,11,high_speculation,0.25,0.3303602150568635,0.1,0.25,0,1.0,0,146020.77058642116,up_trend,1.0,4.0,-1.0,-1.0,2335.483426352148,-2335.483426352148,-2335.483426352148,49951.45367742986,48453.108740358206,55830.30257500055,5878.848897570686
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,11,high_speculation,0.6,0.8142153840651848,0.4,0.6,0,1.0,0,149216.11493185945,up_trend,1.0,4.0,1.0,1.0,8433.863224357192,8433.863224357192,8433.863224357192,58385.31690178705,56886.9719647154,58385.31690178705,0.0
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,11,high_speculation,,1.1778303822365563,0.9,,0,1.0,0,159370.05782139994,up_trend,1.0,4.0,1.0,1.0,234.7205675006844,234.7205675006844,234.7205675006844,58620.03746928774,57121.69253221608,58620.03746928774,0.0
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,11,high_speculation,,1.3379614333609042,1.0,,0,1.0,0,160433.52449509362,up_trend,1.0,4.0,1.0,1.0,-3716.258051275916,-3716.258051275916,-3716.258051275916,54903.77941801182,53405.43448094017,58620.03746928774,3716.258051275916
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,11,high_speculation,,1.0640686089454428,0.7,,0,1.0,0,156602.9712412974,up_trend,1.0,4.0,1.0,1.0,622.7728881627845,622.7728881627845,622.7728881627845,55526.552306174606,54028.20736910295,58620.03746928774,3093.4851631131314
2023-10-18,153207.98823114813,down_trend,4.0,0,,11,high_speculation,0.0,0.9289867039980632,0.5,0.0,0,1.0,0,158134.20468107678,down_trend,-1.0,5.0,1.0,1.0,-4926.216449928645,-4926.216449928645,-4926.216449928645,50600.33585624596,49101.990919174306,58620.03746928774,8019.701613041776
2023-10-19,146620.07736703512,down_trend,4.0,0,,11,high_speculation,0.5,1.0973375615124814,0.7,0.5,0,1.0,0,152331.37561592323,down_trend,-1.0,5.0,-1.0,-1.0,-5711.29824888811,5711.29824888811,5711.29824888811,56311.63410513407,54813.289168062416,58620.03746928774,2308.403364153666
2023-10-20,141762.22849393392,down_trend,4.0,0,,11,high_speculation,0.8,1.2237495586798215,0.9,0.8,0,1.0,0,145138.43534829994,down_trend,-1.0,5.0,-1.0,-1.0,-3376.206854366028,3376.206854366028,3376.206854366028,59687.8409595001,58189.496022428444,59687.8409595001,0.0
2023-10-23,141845.8572222496,down_trend,4.0,0,,11,high_speculation,0.5,1.1547237973645903,0.7,0.5,0,1.0,0,141641.6698585686,down_trend,-1.0,5.0,-1.0,-1.0,204.18736368097598,-204.18736368097598,-204.18736368097598,59483.65359581912,57985.30865874747,59687.8409595001,204.18736368097598
2023-10-24,144547.43179243224,down_trend,4.0,0,,11,high_speculation,0.0,0.828693564588757,0.3,0.0,0,1.0,0,142054.04704036537,down_trend,-1.0,5.0,-1.0,-1.0,2493.384752066864,-2493.384752066864,-2493.384752066864,56990.26884375226,55491.923906680604,59687.8409595001,2697.57211574784
2023-10-25,141611.4743999891,down_trend,4.0,0,,11,high_speculation,0.25,1.045229662984907,0.4,0.25,0,1.0,0,145871.47786709727,down_trend,-1.0,5.0,-1.0,-1.0,-4260.003467108181,4260.003467108181,4260.003467108181,61250.27231086044,59751.927373788785,61250.27231086044,0.0
