date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,speculation_rank_history,signal,position,position_scale,daily_return,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2025-01-24,79266.52208330779,79363.83698994215,79676.58008635836,78679.70377892141,122136.0,9676059120.0,383780.0,-1.144934293786955,11,high_speculation,0.0,0.0,0,1.0,1.0,0.0002834925123089693,1.0,position,1.0,0.0002834925123089693,0.0002834925123089693,0.3706266318543749,0.4244334657987472,1.042570101565494,1.042570101565494,-0.6445067518262299,-0.5928969522898941
2025-01-27,79325.25055254588,79427.6032237804,79848.11141665927,78483.52168014244,155418.0,12319425560.0,378934.0,-0.8912437860960658,11,high_speculation,0.3,0.3,0,1.0,1.0,0.0008034671237775459,1.0,position,1.0,0.0008034671237775459,0.0008034671237775459,0.37092441816826627,0.42477448413474744,1.042570101565494,1.042570101565494,-0.6442211246885974,-0.5925698583750695
2025-02-05,78749.01825110306,78024.63140996407,79128.77400503882,77759.43610729818,179637.0,14066712400.0,383719.0,-0.7589723658661379,11,high_speculation,0.4,0.4,0,1.0,1.0,-0.01766352951458927,1.0,position,1.0,-0.01766352951458927,-0.01766352951458927,0.36437258376026926,0.4172714674971889,1.042570101565494,1.042570101565494,-0.6505054353533277,-0.5997665127067947
2025-02-06,78073.48103343182,77450.23287346536,78286.77039537781,77147.87091688177,181324.0,14060054220.0,392359.0,-0.7718917507381416,11,high_speculation,0.4,0.4,0,1.0,1.0,-0.007361759051198291,1.0,position,1.0,-0.007361759051198291,-0.007361759051198291,0.3616901605937636,0.41419961549453466,1.042570101565494,1.042570101565494,-0.6530783301279599,-0.6027129352044681
2025-02-07,77421.03422332511,77712.90959194045,78521.08277162263,77407.58345426305,176844.0,13793503120.0,381758.0,-0.7695189119831563,11,high_speculation,0.5,0.5,0,1.0,1.0,0.003391554921522877,1.0,position,1.0,0.003391554921522877,0.003391554921522877,0.3629168526379918,0.415604396238958,1.042570101565494,1.042570101565494,-0.6519017262311224,-0.6013655143046035
2025-02-10,77575.93787140951,78516.0869336697,79306.09364560668,77178.44357731102,229986.0,18017430180.0,380520.0,-0.5035203008329053,11,high_speculation,0.7,0.7,0,1.0,1.0,0.0103351855688667,1.0,position,1.0,0.0103351855688667,0.0103351855688667,0.3666676656560745,0.41989974479732445,1.042570101565494,1.042570101565494,-0.6483040659755189,-0.5972455529207918
2025-02-11,78290.41200333367,77248.3300129702,78417.91135263603,77030.3607445504,197678.0,15317057740.0,385500.0,-0.6679017487356025,11,high_speculation,0.7,0.7,0,1.0,1.0,-0.016146460810897434,1.0,position,1.0,-0.016146460810897434,-0.016146460810897434,0.36074728056193545,0.41311985002344864,1.042570101565494,1.042570101565494,-0.6539827105915972,-0.6037486118169709
2025-02-12,77236.37300711819,77472.97311735935,78004.82520305346,77217.48230862094,139024.0,10774196720.0,385602.0,-1.0201591693480812,11,high_speculation,0.1,0.1,0,1.0,1.0,0.0029080642177174987,1.0,position,1.0,0.0029080642177174987,0.0029080642177174987,0.3617963568201765,0.41432122907693064,1.042570101565494,1.042570101565494,-0.652976470093557,-0.6025962873337749
2025-02-13,77344.87033421267,77282.54287120473,77871.46519700857,77077.1714468108,151970.0,11772880860.0,388081.0,-0.9375309477764184,11,high_speculation,0.4,0.4,0,1.0,1.0,-0.0024580216621626905,1.0,position,1.0,-0.0024580216621626905,-0.0024580216621626905,0.360907053537821,0.41330281852076567,1.042570101565494,1.042570101565494,-0.6538294614473472,-0.6035731142681324
2025-02-14,77202.76522183692,76778.3945553336,77446.55345618456,76652.21513236273,174464.0,13424971920.0,393486.0,-0.813327072445674,11,high_speculation,0.5,0.5,0,1.0,1.0,-0.006523443680047203,1.0,position,1.0,-0.006523443680047203,-0.006523443680047203,0.35855269670033524,0.4106066608613407,1.042570101565494,1.042570101565494,-0.656087685459287,-0.6061591827304608
2025-02-17,76676.16271003839,77152.29209240971,77462.76857889214,76421.39805333063,135248.0,10402651140.0,385111.0,-1.046421474235696,11,high_speculation,0.1,0.1,0,1.0,1.0,0.004869827498237944,1.0,position,1.0,0.004869827498237944,0.004869827498237944,0.3602987864822939,0.4126062444693629,1.042570101565494,1.042570101565494,-0.6544128918129539,-0.6042412458885931
2025-02-18,77366.48134224485,77069.38997247192,77567.1485621964,76820.34570188192,104685.0,8077432440.0,383245.0,-1.2977186302151789,11,high_speculation,0.0,0.0,0,1.0,1.0,-0.00107452569054578,1.0,position,1.0,-0.00107452569054578,-0.00107452569054578,0.3599116361799462,0.412162888459601,1.042570101565494,1.042570101565494,-0.6547842340390224,-0.6046664988371442
