date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,speculation_first_diff,speculation_down_flag,speculation_down_days,speculation_down_streak,signal,position,position_scale,daily_return,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,23,speculation_continuous_drop,2.0,0.4081258818946405,0.0,2.0,0,0,1.0,1.0,-0.007161296774489512,1.0,position,1.0,-0.007161296774489512,-0.007161296774489512,0.9569573369518541,0.9905082543700013,1.042570101565494,1.0340882373780158,-0.08211703413044946,-0.042143389154598365
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,23,speculation_continuous_drop,3.0,-0.2060331638357153,1.0,3.0,1,0,1.0,1.0,-0.05501760370315323,1.0,position,1.0,-0.05501760370315323,-0.05501760370315323,0.9043078374266121,0.9360128637663705,1.042570101565494,1.0340882373780158,-0.13261675539253537,-0.09484236457453621
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,23,speculation_continuous_drop,2.0,0.3396368043785124,0.0,2.0,0,0,1.0,1.0,-0.020462478732256484,1.0,position,1.0,-0.020462478732256484,-0.020462478732256484,0.8858034575358572,0.9168597204484327,1.042570101565494,1.0340882373780158,-0.15036556658803124,-0.11336413343876928
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,23,speculation_continuous_drop,2.0,-0.0326683342285479,1.0,2.0,1,0,1.0,1.0,0.010894592989107776,1.0,position,1.0,0.010894592989107776,0.010894592989107776,0.8954539256740548,0.9268485339308254,1.042570101565494,1.0340882373780158,-0.14110914524647666,-0.10370459654303987
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,23,speculation_continuous_drop,3.0,-0.1929462358210296,1.0,3.0,2,0,1.0,1.0,-0.010168083655664018,1.0,position,1.0,-0.010168083655664018,-0.010168083655664018,0.8863488752480082,0.9174242605016872,1.042570101565494,1.0340882373780158,-0.14984241930869535,-0.11281820318557734
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,23,speculation_continuous_drop,4.0,-0.4001837101638331,1.0,4.0,3,1,0.0,0.0,0.009092829458121399,1.0,position,1.0,0.009092829458121399,0.009092829458121399,0.8944082944110361,0.9257662428431722,1.042570101565494,1.0340882373780158,-0.14211208141494014,-0.1047512104087941
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,23,speculation_continuous_drop,3.0,0.3882111577888611,0.0,3.0,0,0,1.0,1.0,0.02920126983505189,1.0,position,0.0,0.02920126983505189,0.0,0.9205261523588413,0.9257662428431722,1.042570101565494,1.0340882373780158,-0.11706066481610677,-0.1047512104087941
2023-08-22,197312.7926191132,194571.815011419,200328.136276799,193275.62923666372,57805.0,11527571750.0,32402.0,0.5788551278390585,23,speculation_continuous_drop,4.0,-0.0717471074233907,1.0,4.0,1,1,0.0,0.0,-0.012907697612767444,1.0,position,1.0,-0.012907697612767444,-0.012907697612767444,0.908644279139549,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.12845737876507846,-0.11630681107303353
2023-08-23,194557.7436274961,196128.50058430465,196390.6815590188,192090.3564733628,42217.0,8361624400.0,33373.0,0.2350757936929626,23,speculation_continuous_drop,4.0,-0.3437793341460958,1.0,4.0,2,1,0.0,0.0,0.00800057075478433,1.0,position,0.0,0.00800057075478433,0.0,0.915913951985735,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.12148454035807832,-0.11630681107303353
2023-08-24,197183.17595923255,195419.81314730016,199271.6426858513,193597.96966368848,38394.0,7649422600.0,32539.0,0.1654618274742042,23,speculation_continuous_drop,4.0,-0.0696139662187584,1.0,4.0,3,1,0.0,0.0,-0.003613383240544721,1.0,position,0.0,-0.003613383240544721,-0.0,0.9126044038618487,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.12465895339650779,-0.11630681107303353
2023-08-25,195890.9368479195,190778.92248989124,196830.8779305266,190743.4050914061,39471.0,7765552450.0,35118.0,0.1168524055146719,23,speculation_continuous_drop,4.0,-0.0486094219595323,1.0,4.0,4,1,0.0,0.0,-0.023748311814784095,1.0,position,0.0,-0.023748311814784095,-0.0,0.8909315899153923,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.145446825515527,-0.11630681107303353
2023-08-28,192089.34118450247,182823.25598746547,193930.8910691679,180566.2123813612,87989.0,16630150950.0,40209.0,0.7831209555005861,23,speculation_continuous_drop,4.0,0.6662685499859142,0.0,4.0,0,1,0.0,0.0,-0.04170097198681533,1.0,position,0.0,-0.04170097198681533,-0.0,0.8537788766421617,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.1810825235059481,-0.11630681107303353
2023-08-29,182575.4776284975,183944.18517804652,186637.9377385496,178290.49707959627,83976.0,15490366500.0,41506.0,0.704693048634028,23,speculation_continuous_drop,4.0,-0.0784279068665581,1.0,4.0,1,1,0.0,0.0,0.006131217741018213,1.0,position,0.0,0.006131217741018213,0.0,0.8590135808375366,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.17606156214563806,-0.11630681107303353
2023-08-30,185547.23854006163,183383.0947994899,186357.2368421052,182307.0392071593,65100.0,12081029200.0,42342.0,0.4301450479677753,23,speculation_continuous_drop,4.0,-0.2745480006662527,1.0,4.0,2,1,0.0,0.0,-0.003050329522586104,1.0,position,0.0,-0.003050329522586104,-0.0,0.8563933063516055,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.17857484588741868,-0.11630681107303353
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,23,speculation_continuous_drop,3.0,0.2422058138331579,0.0,3.0,0,0,1.0,1.0,0.005351682689881843,1.0,position,0.0,0.005351682689881843,0.0,0.8609764515849381,0.9138167321204447,1.042570101565494,1.0340882373780158,-0.1741788391091208,-0.11630681107303353
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,23,speculation_continuous_drop,3.0,-0.0444060385895602,1.0,3.0,1,0,1.0,1.0,-0.0014146698930943558,1.0,position,1.0,-0.0014146698930943558,-0.0014146698930943558,0.8597584541202177,0.912523983101708,1.042570101565494,1.0340882373780158,-0.17534710344251336,-0.117556945222141
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,23,speculation_continuous_drop,4.0,-0.1420402188636257,1.0,4.0,2,1,0.0,0.0,0.016418201768466423,1.0,position,1.0,0.016418201768466423,0.016418201768466423,0.8738741418921082,0.9275059859748365,1.042570101565494,1.0340882373780158,-0.16180778579788224,-0.10306881709961635
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,23,speculation_continuous_drop,4.0,-0.0173699691054673,1.0,4.0,3,1,0.0,0.0,0.0018958278263183637,1.0,position,0.0,0.0018958278263183637,0.0,0.8755308568070074,0.9275059859748365,1.042570101565494,1.0340882373780158,-0.16021871767439444,-0.10306881709961635
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,23,speculation_continuous_drop,4.0,-0.4065790008405363,1.0,4.0,4,1,0.0,0.0,-0.0003752498615776645,1.0,position,0.0,-0.0003752498615776645,-0.0,0.8752023139741836,0.9275059859748365,1.042570101565494,1.0340882373780158,-0.16053384548434269,-0.10306881709961635
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,23,speculation_continuous_drop,4.0,0.2450562041897046,0.0,4.0,0,1,0.0,0.0,-0.029219129177755154,1.0,position,0.0,-0.029219129177755154,-0.0,0.8496296645055017,0.9275059859748365,1.042570101565494,1.0340882373780158,-0.18506231549348895,-0.10306881709961635
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,23,speculation_continuous_drop,3.0,0.4709737929007725,0.0,3.0,0,0,1.0,1.0,-0.04388045669705709,1.0,position,0.0,-0.04388045669705709,-0.0,0.8123475268036329,0.9275059859748365,1.042570101565494,1.0340882373780158,-0.2208221532692769,-0.10306881709961635
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,23,speculation_continuous_drop,3.0,-0.3435898466916348,1.0,3.0,1,0,1.0,1.0,0.011393982863042718,1.0,position,1.0,0.011393982863042718,0.011393982863042718,0.8216034006028686,0.9380739732844033,1.042570101565494,1.0340882373780158,-0.21194421423636456,-0.09284919857232066
2023-09-12,175915.66888645367,175115.808687838,179027.35781022132,174440.05599369082,91501.0,16377373400.0,62317.0,0.3841156394189933,23,speculation_continuous_drop,3.0,-0.0502801453815927,1.0,3.0,2,0,1.0,1.0,-0.00464708560369631,1.0,position,1.0,-0.00464708560369631,-0.00464708560369631,0.8177853392679791,0.9337146632279512,1.042570101565494,1.0340882373780158,-0.21560637693329632,-0.09706480600201683
2023-09-13,174546.2790066712,173532.41662518663,176526.35466436908,172485.55229761303,78004.0,13750588150.0,64288.0,0.1933871187934704,23,speculation_continuous_drop,3.0,-0.1907285206255229,1.0,3.0,3,0,1.0,1.0,-0.009041970993458048,1.0,position,1.0,-0.009041970993458048,-0.009041970993458048,0.8103909479514428,0.9252720423268775,1.042570101565494,1.0340882373780158,-0.22269884132051887,-0.10522911983511907
2023-09-14,172707.59015913607,166974.9207180873,173516.72777409764,166920.31271543997,136502.0,23386435550.0,72526.0,0.6323941482710722,23,speculation_continuous_drop,3.0,0.4390070294776018,0.0,3.0,0,0,1.0,1.0,-0.03778830511686415,1.0,position,1.0,-0.03778830511686415,-0.03778830511686415,0.7797676475463089,0.8903075800753254,1.042570101565494,1.0340882373780158,-0.2520717346723912,-0.13904099486447474
2023-09-15,168178.49686416905,167419.08418504574,169127.87472860594,165308.013251758,122691.0,20659815050.0,74360.0,0.5007508365401547,23,speculation_continuous_drop,4.0,-0.1316433117309174,1.0,4.0,1,1,0.0,0.0,0.0026600609543534492,1.0,position,1.0,0.0026600609543534492,0.0026600609543534492,0.7818418770190149,0.8926758525064487,1.042570101565494,1.0340882373780158,-0.25008219989713587,-0.13675079143161473
2023-09-18,166982.34919656377,164878.8172660036,168151.51913177304,164252.0264681555,86675.0,14596788300.0,78420.0,0.1000864947069014,23,speculation_continuous_drop,4.0,-0.4006643418332533,1.0,4.0,2,1,0.0,0.0,-0.01517310246563297,1.0,position,0.0,-0.01517310246563297,-0.0,0.7699789101070825,0.8926758525064487,1.042570101565494,1.0340882373780158,-0.2614607795188987,-0.13675079143161473
2023-09-19,164211.38011918348,157557.17446305772,164882.5384217759,157162.47422565508,138511.0,22512971100.0,89721.0,0.4342448894794879,23,speculation_continuous_drop,3.0,0.3341583947725865,0.0,3.0,0,0,1.0,1.0,-0.044406206475472665,1.0,position,0.0,-0.044406206475472665,-0.0,0.735787067643108,0.8926758525064487,1.042570101565494,1.0340882373780158,-0.29425650463381714,-0.13675079143161473
2023-09-20,156974.80828432398,152200.22593190565,157737.60454725535,151647.32568919248,218409.0,33976114350.0,98481.0,0.7965058156421968,23,speculation_continuous_drop,2.0,0.3622609261627089,0.0,2.0,0,0,1.0,1.0,-0.034000029191994074,1.0,position,1.0,-0.034000029191994074,-0.034000029191994074,0.7107702858641506,0.8623248474622413,1.042570101565494,1.0340882373780158,-0.3182518040783273,-0.1661012897229056
2023-09-21,151772.8509232696,157066.76293912297,157680.2861874399,151353.6930785082,232964.0,36472466500.0,95389.0,0.892920667367586,23,speculation_continuous_drop,2.0,0.0964148517253892,0.0,2.0,0,0,1.0,1.0,0.031974571505528626,1.0,position,1.0,0.031974571505528626,0.031974571505528626,0.7334968611935189,0.8898973149584167,1.042570101565494,1.0340882373780158,-0.29645319763906464,-0.1394377357827825
2023-09-22,157009.49992723946,152456.84817710766,158841.53992200329,151514.37516587865,271244.0,42708139850.0,96303.0,1.0355193138275331,23,speculation_continuous_drop,1.0,0.1425986464599471,0.0,1.0,0,0,1.0,1.0,-0.029350033551032384,1.0,position,1.0,-0.029350033551032384,-0.029350033551032384,0.7119687037079121,0.8637787989074136,1.042570101565494,1.0340882373780158,-0.3171023198930797,-0.16469526711031024
2023-09-25,152346.27160213934,151866.87342410494,155426.2457617904,150549.0723229267,225759.0,35214011400.0,99150.0,0.8228342036462523,23,speculation_continuous_drop,1.0,-0.2126851101812809,1.0,1.0,1,0,1.0,1.0,-0.0038697819091561003,1.0,position,1.0,-0.0038697819091561003,-0.0038697819091561003,0.7092135400984179,0.8604361633378891,1.042570101565494,1.0340882373780158,-0.31974498498136217,-0.16792771425427921
2023-09-26,151215.47692985792,144355.1337711975,151748.0626289744,144233.909885339,297437.0,45048459750.0,107796.0,1.014961885819421,23,speculation_continuous_drop,1.0,0.1921276821731686,0.0,1.0,0,0,1.0,1.0,-0.04946266083933981,1.0,position,1.0,-0.04946266083933981,-0.04946266083933981,0.6741339513018623,0.8178767012168043,1.042570101565494,1.0340882373780158,-0.35339220807348914,-0.209084223517934
2023-09-27,144180.6283420003,140785.90414311024,145976.34328702634,140323.49327687922,359610.0,52713771200.0,106659.0,1.215383281344587,23,speculation_continuous_drop,1.0,0.2004213955251661,0.0,1.0,0,0,1.0,1.0,-0.024725339063759733,1.0,position,1.0,-0.024725339063759733,-0.024725339063759733,0.6574657607815316,0.7976544224668696,1.042570101565494,1.0340882373780158,-0.3693798049701411,-0.22863988426232984
2023-09-28,142111.29202125155,143446.1425217841,145073.65260635564,141883.50404287502,229660.0,33785788900.0,100532.0,0.8261238695697705,23,speculation_continuous_drop,2.0,-0.3892594117748166,1.0,2.0,1,0,1.0,1.0,0.018895630175942202,1.0,position,1.0,0.018895630175942202,0.018895630175942202,0.6698889906506039,0.8127266054420083,1.042570101565494,1.0340882373780158,-0.3574638389833764,-0.21406454878287895
2023-10-09,142622.09037149654,144995.4945334111,146292.24506525323,141502.7830156082,126601.0,18776329750.0,106282.0,0.174944469642449,23,speculation_continuous_drop,3.0,-0.6511793999273214,1.0,3.0,2,0,1.0,1.0,0.010800931864666463,1.0,position,1.0,0.010800931864666463,0.010800931864666463,0.6771244159955113,0.8215048101319891,1.042570101565494,1.0340882373780158,-0.3505238496876514,-0.20557571352425685
2023-10-10,145440.99928102564,145276.11008979706,147913.63684563997,144536.37170042112,204816.0,30915498200.0,113144.0,0.5934506713955551,23,speculation_continuous_drop,2.0,0.418506201753106,0.0,2.0,0,0,1.0,1.0,0.0019353398344477135,1.0,position,1.0,0.0019353398344477135,0.0019353398344477135,0.6784348818506646,0.8230947011152279,1.042570101565494,1.0340882373780158,-0.34926689262242816,-0.20403823255718778
2023-10-11,146020.77058642116,148356.2540127733,148590.77291172507,145631.75838216505,164711.0,25109956400.0,118372.0,0.3303602150568635,23,speculation_continuous_drop,3.0,-0.2630904563386915,1.0,3.0,1,0,1.0,1.0,0.021201998876982486,1.0,position,1.0,0.021201998876982486,0.021201998876982486,0.6928190574537682,0.8405459540439232,1.042570101565494,1.0340882373780158,-0.3354700500105935,-0.18716225205774417
2023-10-12,149216.11493185945,157649.97815621665,157668.78951368414,148696.9710138813,268692.0,42283646000.0,119027.0,0.8142153840651848,23,speculation_continuous_drop,3.0,0.4838551690083212,0.0,3.0,0,0,1.0,1.0,0.06264464012850546,1.0,position,1.0,0.06264464012850546,0.06264464012850546,0.7362204579821298,0.893201652846476,1.042570101565494,1.0340882373780158,-0.29384081043889343,-0.13624232385503676
2023-10-13,159370.05782139994,159604.77838890062,163084.90456708398,156959.41530599742,353656.0,57898923250.0,108907.0,1.1778303822365563,23,speculation_continuous_drop,2.0,0.3636149981713715,0.0,2.0,0,0,1.0,1.0,0.012399622604114535,1.0,position,1.0,0.012399622604114535,0.012399622604114535,0.7453493138145365,0.9042770162511437,1.042570101565494,1.0340882373780158,-0.2850847029899084,-0.1255320546494323
2023-10-16,160433.52449509362,156717.2664438177,163506.50323077888,154093.8079201695,437823.0,72263163400.0,114876.0,1.3379614333609042,23,speculation_continuous_drop,1.0,0.1601310511243479,0.0,1.0,0,0,1.0,1.0,-0.018091638447359504,1.0,position,1.0,-0.018091638447359504,-0.018091638447359504,0.7318647235120164,0.8879171634168709,1.042570101565494,1.0340882373780158,-0.29801869206390164,-0.14135261255052012
2023-10-17,156602.9712412974,157225.7441294602,159987.87518911972,154292.7897637863,347794.0,56986900450.0,120006.0,1.0640686089454428,23,speculation_continuous_drop,2.0,-0.2738928244154615,1.0,2.0,1,0,1.0,1.0,0.0032445543313810443,1.0,position,1.0,0.0032445543313810443,0.0032445543313810443,0.7342392983706723,0.8907980588953427,1.042570101565494,1.0340882373780158,-0.29574107557068907,-0.13856668445044185
2023-10-18,158134.20468107678,153207.98823114813,159382.66344080793,153115.15977281856,308940.0,50637905900.0,122017.0,0.9289867039980632,23,speculation_continuous_drop,2.0,-0.1350819049473796,1.0,2.0,2,0,1.0,1.0,-0.025554058723384565,1.0,position,1.0,-0.025554058723384565,-0.025554058723384565,0.7154765042230914,0.8680345529876541,1.042570101565494,1.0340882373780158,-0.3137377494820234,-0.16057980198227517
2023-10-19,152331.37561592323,146620.07736703512,153933.62401821022,144904.68608234668,385719.0,60891405300.0,128737.0,1.0973375615124814,23,speculation_continuous_drop,2.0,0.1683508575144182,0.0,2.0,0,0,1.0,1.0,-0.04299978702268248,1.0,position,1.0,-0.04299978702268248,-0.04299978702268248,0.684711166921765,0.8307092520808556,1.042570101565494,1.0340882373780158,-0.3432468800960031,-0.1966746917195753
2023-10-20,145138.43534829994,141762.22849393392,148632.48958033923,139450.3785621648,463799.0,69944514400.0,136415.0,1.2237495586798215,23,speculation_continuous_drop,2.0,0.12641199716734,0.0,2.0,0,0,1.0,1.0,-0.03313222145518657,1.0,position,1.0,-0.03313222145518657,-0.03313222145518657,0.6620251649064739,0.8031860091760402,1.042570101565494,1.0340882373780158,-0.3650065699060471,-0.22329064373407836
2023-10-23,141641.6698585686,141845.8572222496,142792.76093073745,139015.62225518006,451066.0,65915909750.0,142151.0,1.1547237973645903,23,speculation_continuous_drop,3.0,-0.0690257613152312,1.0,3.0,1,0,1.0,1.0,0.0005899225005427944,1.0,position,1.0,0.0005899225005427944,0.0005899225005427944,0.6624157084471778,0.8036598266749744,1.042570101565494,1.0340882373780158,-0.3646319729939378,-0.22283244540843494
2023-10-24,142054.04704036537,144547.43179243224,144804.76409682093,141745.26444446004,325462.0,48720076100.0,142103.0,0.828693564588757,23,speculation_continuous_drop,3.0,-0.3260302327758333,1.0,3.0,2,0,1.0,1.0,0.019045847535396954,1.0,position,1.0,0.019045847535396954,0.019045847535396954,0.6750319770353147,0.8189662092041495,1.042570101565494,1.0340882373780158,-0.35253085042271437,-0.20803063065422667
2023-10-25,145871.47786709727,141611.4743999891,147155.30431181518,141460.8012170385,417831.0,63135410150.0,146914.0,1.045229662984907,23,speculation_continuous_drop,2.0,0.2165360983961499,0.0,2.0,0,0,1.0,1.0,-0.020311377075582615,1.0,position,1.0,-0.020311377075582615,-0.020311377075582615,0.6613211480116744,0.8023318777168436,1.042570101565494,1.0340882373780158,-0.3656818404645854,-0.22411661914732006
2023-10-26,141441.79213243217,140808.58170937747,143235.1883647108,139256.82695870043,428696.0,63144333050.0,155074.0,1.016845620680504,23,speculation_continuous_drop,3.0,-0.0283840423044028,1.0,3.0,1,0,1.0,1.0,-0.005669686683324904,1.0,position,1.0,-0.005669686683324904,-0.005669686683324904,0.6575716643053915,0.7977829073541453,1.042570101565494,1.0340882373780158,-0.36927822568669455,-0.22851563481955361
2023-10-27,140935.74322248675,142256.96517097135,143287.8115431767,139159.69578263556,441480.0,65652588600.0,157541.0,1.0304469770553892,23,speculation_continuous_drop,3.0,0.0136013563748851,0.0,3.0,0,0,1.0,1.0,0.010286187418486081,1.0,position,1.0,0.010286187418486081,0.010286187418486081,0.6643355696855225,0.8059890518584547,1.042570101565494,1.0340882373780158,-0.36279050330718776,-0.22058000204887585
2023-10-30,142694.66909670806,145151.50205200096,145745.1618348578,141460.09802808374,373255.0,56508504050.0,157651.0,0.8618781030406721,23,speculation_continuous_drop,3.0,-0.1685688740147171,1.0,3.0,1,0,1.0,1.0,0.020347241891114587,1.0,position,1.0,0.020347241891114587,0.020347241891114587,0.6778529662187853,0.8223887060582088,1.042570101565494,1.0340882373780158,-0.34982504754266375,-0.20472095481579222
2023-10-31,144333.45004297036,141472.84801844467,145724.91019151366,140932.88357145432,455376.0,69008567850.0,160480.0,1.0429541271050051,23,speculation_continuous_drop,2.0,0.1810760240643329,0.0,2.0,0,0,1.0,1.0,-0.025343547821078727,1.0,position,1.0,-0.025343547821078727,-0.025343547821078727,0.6606737671537595,0.8015464585587075,1.042570101565494,1.0340882373780158,-0.3663027875423338,-0.22487614732852002
