date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_change,speculation_change_rate,speculation_change_rate_rank,speculation_fast_rise_signal,speculation_fast_drop_signal,signal_type,signal,position_scale,is_effective_signal,open,daily_return,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2025-02-24,76851.0123250986,down_trend,31.0,0,,21,speculation_change_rate,-0.1682706631999643,-1.1149913648430727,-0.1842482074338809,-0.1682706631999643,0.2,0,0,none,0,1.0,0,76775.7944437266,0.0009797082780711674,1.0,0.0,1.0,0.0009797082780711674,0.0009797082780711674,-0.5174171898829532,-0.33949388402867897,0.94895866661765,0.94895866661765,-1.5452473412010352,-1.3577541319462614
2025-02-25,76777.67336116197,down_trend,31.0,0,,21,speculation_change_rate,0.1922319391437859,-0.9391642353095,0.1758271295335727,0.1922319391437859,0.75,0,0,none,0,1.0,0,76849.13427766411,-0.0009298857713080201,1.0,0.0,1.0,-0.0009298857713080201,-0.0009298857713080201,-0.5183470756542612,-0.340423769799987,0.94895866661765,0.94895866661765,-1.546227242438064,-1.3587340331832904
2025-02-26,76178.82043329345,down_trend,31.0,0,,21,speculation_change_rate,0.1863159734907649,-0.7683115507478833,0.1708526845616167,0.1863159734907649,0.7,0,0,none,0,1.0,0,76686.40591797282,-0.006618976057142413,1.0,0.0,1.0,-0.006618976057142413,-0.006618976057142413,-0.5249660517114036,-0.34704274585712946,0.94895866661765,0.94895866661765,-1.553202231223123,-1.3657090219683492
2025-02-27,76335.32661723981,down_trend,31.0,0,,21,speculation_change_rate,-0.2161198597215505,-1.0118107033651984,-0.2434991526173151,-0.2161198597215505,0.15,0,0,none,0,1.0,0,76179.22857282124,0.0020490893297685805,1.0,0.0,1.0,0.0020490893297685805,0.0020490893297685805,-0.522916962381635,-0.3449936565273608,0.94895866661765,0.94895866661765,-1.5510429281872256,-1.3635497189324517
2025-02-28,75445.06941462003,down_trend,31.0,0,,21,speculation_change_rate,0.1781220980923847,-0.8478889748716509,0.1639217284935474,0.1781220980923847,0.7,0,0,none,0,1.0,0,76135.5523369547,-0.0090691260671334,1.0,0.0,1.0,-0.0090691260671334,-0.0090691260671334,-0.5319860884487684,-0.3540627825944942,0.94895866661765,0.94895866661765,-1.5605998524097084,-1.3731066431549346
2025-03-03,75680.27852450938,down_trend,31.0,0,,21,speculation_change_rate,-0.3002661741142103,-1.2049442398578514,-0.3570552649862004,-0.3002661741142103,0.0,0,1,fast_drop,1,0.5,0,75427.36374459333,0.0033530905411523876,1.0,0.0,1.0,0.0033530905411523876,0.0033530905411523876,-0.5286329979076161,-0.3507096920533419,0.94895866661765,0.94895866661765,-1.557066410270333,-1.3695732010155592
2025-03-04,75527.12004578476,down_trend,31.0,0,,21,speculation_change_rate,-0.0846878625366304,-1.2934343778976378,-0.0884901380397864,-0.0846878625366304,0.35,0,0,none,0,1.0,0,75618.51093281384,-0.0012085782423073082,1.0,1.0,0.5,-0.0012085782423073082,-0.0006042891211536541,-0.5298415761499233,-0.35131398117449564,0.94895866661765,0.94895866661765,-1.558339993920309,-1.3702099928405473
2025-03-05,75599.01703994264,down_trend,31.0,0,,21,speculation_change_rate,0.2007767194412328,-1.1104657642890756,0.1829686136085622,0.2007767194412328,0.95,0,0,none,0,1.0,0,75614.82092159297,-0.00020900507939723058,1.0,1.0,0.5,-0.00020900507939723058,-0.00010450253969861529,-0.5300505812293206,-0.35141848371419426,0.94895866661765,0.94895866661765,-1.558560240688424,-1.370320116224605
2025-03-06,77013.02660503009,down_trend,31.0,0,,21,speculation_change_rate,0.4670591872693497,-0.7272059201552226,0.383259844133853,0.4670591872693497,1.0,1,0,fast_rise,1,0.5,0,75567.52695657678,0.019128582165775104,1.0,1.0,0.5,0.019128582165775104,0.009564291082887552,-0.5109219990635454,-0.3418541926313068,0.94895866661765,0.94895866661765,-1.5384027956503228,-1.3602413937055544
2025-03-07,76397.8622895749,down_trend,31.0,0,,21,speculation_change_rate,0.0871627244904684,-0.643634622676949,0.0835712974782735,0.0871627244904684,0.55,0,0,none,0,1.0,0,76954.9481552995,-0.007239116899934332,1.0,1.0,0.5,-0.007239116899934332,-0.003619558449967166,-0.5181611159634798,-0.345473751081274,0.94895866661765,0.94895866661765,-1.546031280593441,-1.3640556361771137
2025-03-10,76014.01416184894,down_trend,31.0,0,,21,speculation_change_rate,-0.3535644675394184,-1.0799164261910437,-0.4362818035140946,-0.3535644675394184,0.0,0,1,fast_drop,1,0.5,0,76345.27868011624,-0.0043390308345757165,1.0,1.0,0.5,-0.0043390308345757165,-0.0021695154172878582,-0.5225001467980555,-0.3476432664985618,0.94895866661765,0.94895866661765,-1.550603693478442,-1.3663418426196139
2025-03-11,76210.66910874125,down_trend,31.0,0,,21,speculation_change_rate,-0.2149463713097813,-1.3219196729214324,-0.2420032467303887,-0.2149463713097813,0.25,0,0,none,0,1.0,0,75892.73900532552,0.004189203177835174,1.0,1.0,0.5,0.004189203177835174,0.002094601588917587,-0.5183109436202202,-0.3455486649096442,0.94895866661765,0.94895866661765,-1.5461891669819754,-1.3641345793713806
2025-03-12,75867.29421672014,down_trend,31.0,0,,21,speculation_change_rate,-0.0999865218411508,-1.4272652129593393,-0.1053455400379068,-0.0999865218411508,0.4,0,0,none,0,1.0,0,76334.69850291287,-0.006123090748500098,1.0,1.0,0.5,-0.006123090748500098,-0.003061545374250049,-0.5244340343687204,-0.34861021028389416,0.94895866661765,0.94895866661765,-1.5526415984354172,-1.3673607950981015
