strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,38,0.05714285714285714
long_only_reduce_position,-0.544591755778388,-0.25774707861021373,-0.7612772524342863,0.4525178078007997,-0.5695843879887156,38,0.05714285714285714
