strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only_simple,-1.136481628148187,-0.4306667222456283,-1.7893223361205859,0.4330352209865258,-0.9945304709037254,46,0.06917293233082707
long_only_reduce_position_simple,-0.90430079026338,-0.3426824047313852,-1.536690956243269,0.3914945790098717,-0.8753183903543766,46,0.06917293233082707
