date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_first_diff,speculation_down_flag,speculation_down_days,speculation_down_streak,signal,position_scale,is_effective_signal,open,daily_return,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-15,189680.8139697453,down_trend,2.0,0,,23,speculation_continuous_drop,2.0,0.8881893576869988,0.3396368043785124,0.0,2.0,0,0,1.0,0,193145.9369895716,-0.01794043961697935,1.0,0.0,1.0,-0.01794043961697935,-0.01794043961697935,0.799308059240869,0.8155174967509102,0.94895866661765,0.9485463258864604,-0.1576998162735338,-0.14024494693100897
2023-08-16,191747.30923578836,down_trend,2.0,0,,23,speculation_continuous_drop,2.0,0.8555210234584508,-0.0326683342285479,1.0,2.0,1,0,1.0,0,189012.4814493322,0.014469032761676468,1.0,0.0,1.0,0.014469032761676468,0.014469032761676468,0.8137770920025456,0.8299865295125868,0.94895866661765,0.9485463258864604,-0.1424525423187596,-0.12499104486338497
2023-08-17,189797.6065547304,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.6625747876374212,-0.1929462358210296,1.0,3.0,2,0,1.0,0,191672.6065578457,-0.00978230555105139,1.0,0.0,1.0,-0.00978230555105139,-0.00978230555105139,0.8039947864514941,0.8202042239615354,0.94895866661765,0.9485463258864604,-0.15276100557977634,-0.13530398929644616
2023-08-18,191523.40382269217,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.2623910774735881,-0.4001837101638331,1.0,4.0,3,1,0.5,0,190896.2310327949,0.0032854121137128696,1.0,0.0,1.0,0.0032854121137128696,0.0032854121137128696,0.8072801985652069,0.8234896360752482,0.94895866661765,0.9485463258864604,-0.14929888206556374,-0.13184036076924444
2023-08-21,197116.13041744623,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.6506022352624492,0.3882111577888611,0.0,3.0,0,0,1.0,0,193690.5635572176,0.01768577052653726,1.0,1.0,0.5,0.01768577052653726,0.00884288526326863,0.8249659690917442,0.8323325213385169,0.94895866661765,0.9485463258864604,-0.13066185271045572,-0.122517795258272
2023-08-22,194571.815011419,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.5788551278390585,-0.0717471074233907,1.0,4.0,1,1,0.5,0,197312.7926191132,-0.013891535218323604,1.0,1.0,0.5,-0.013891535218323604,-0.006945767609161802,0.8110744338734206,0.8253867537293551,0.94895866661765,0.9485463258864604,-0.1453005674479868,-0.12984033441066456
2023-08-23,196128.50058430465,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.2350757936929626,-0.3437793341460958,1.0,4.0,2,1,0.5,0,194557.7436274961,0.008073474370755248,1.0,1.0,0.5,0.008073474370755248,0.004036737185377624,0.8191479082441759,0.8294234909147327,0.94895866661765,0.9485463258864604,-0.13679284771817868,-0.12558462535860004
2023-08-24,195419.81314730016,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.1654618274742042,-0.0696139662187584,1.0,4.0,3,1,0.5,0,197183.17595923255,-0.008942765037403455,1.0,1.0,0.5,-0.008942765037403455,-0.004471382518701728,0.8102051432067725,0.824952108396031,0.94895866661765,0.9485463258864604,-0.14621661437102762,-0.13029855697867465
2023-08-25,190778.92248989124,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.1168524055146719,-0.0486094219595323,1.0,4.0,4,1,0.5,0,195890.9368479195,-0.026096227014305425,1.0,1.0,0.5,-0.026096227014305425,-0.013048113507152712,0.784108916192467,0.8119039948888782,0.94895866661765,0.9485463258864604,-0.17371647072127272,-0.14405446235837094
2023-08-28,182823.25598746547,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.7831209555005861,0.6662685499859142,0.0,4.0,0,1,0.5,0,192089.34118450247,-0.048238414166546034,1.0,1.0,0.5,-0.048238414166546034,-0.024119207083273017,0.735870502025921,0.7877847878056052,0.94895866661765,0.9485463258864604,-0.22454946889439764,-0.1694820102018908
2023-08-29,183944.18517804652,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.704693048634028,-0.0784279068665581,1.0,4.0,1,1,0.5,0,182575.4776284975,0.007496666952908422,1.0,1.0,0.5,0.007496666952908422,0.003748333476454211,0.7433671689788294,0.7915331212820594,0.94895866661765,0.9485463258864604,-0.21664958113676902,-0.16553034925064392
2023-08-30,183383.0947994899,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.4301450479677753,-0.2745480006662527,1.0,4.0,2,1,0.5,0,185547.23854006163,-0.011663572886343348,1.0,1.0,0.5,-0.011663572886343348,-0.005831786443171674,0.731703596092486,0.7857013348388877,0.94895866661765,0.9485463258864604,-0.22894049885177914,-0.17167847958863425
2023-08-31,184364.5029335453,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.6723508618009333,0.2422058138331579,0.0,3.0,0,0,1.0,0,183930.2542910141,0.002360941891833233,1.0,1.0,0.5,0.002360941891833233,0.0011804709459166166,0.7340645379843193,0.7868818057848044,0.94895866661765,0.9485463258864604,-0.22645256974075867,-0.1704339742717078
2023-09-01,184103.68802188992,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.627944823211373,-0.0444060385895602,1.0,3.0,1,0,1.0,0,185445.62961066765,-0.00723630743736079,1.0,1.0,0.5,-0.00723630743736079,-0.003618153718680395,0.7268282305469584,0.783263652066124,0.94895866661765,0.9485463258864604,-0.2340780941096472,-0.17424839389459656
2023-09-04,187126.3395181521,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.4859046043477473,-0.1420402188636257,1.0,4.0,2,1,0.5,0,185547.80203033783,0.008507443745176587,1.0,1.0,0.5,0.008507443745176587,0.0042537218725882935,0.7353356742921351,0.7875173739387122,0.94895866661765,0.9485463258864604,-0.22511306323480462,-0.16976392987159494
2023-09-05,187481.0988396477,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.4685346352422799,-0.0173699691054673,1.0,4.0,3,1,0.5,0,188310.9369101548,-0.004406743889246475,1.0,1.0,0.5,-0.004406743889246475,-0.0022033719446232377,0.7309289304028885,0.785314001994089,0.94895866661765,0.9485463258864604,-0.22975683123468327,-0.17208682321321866
2023-09-06,187410.7465832597,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.0619556344017436,-0.4065790008405363,1.0,4.0,4,1,0.5,0,187975.35199832992,-0.003003614085932085,1.0,1.0,0.5,-0.003003614085932085,-0.0015018070429660426,0.7279253163169565,0.783812194951123,0.94895866661765,0.9485463258864604,-0.23292199974158756,-0.17367009542879808
2023-09-07,181934.7677695439,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.3070118385914482,0.2450562041897046,0.0,4.0,0,1,0.5,0,186668.02229234297,-0.02535653651157386,1.0,1.0,0.5,-0.02535653651157386,-0.01267826825578693,0.7025687798053826,0.7711339266953361,0.94895866661765,0.9485463258864604,-0.25964238009487695,-0.18703609338776805
2023-09-08,173951.38707074328,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.7779856314922208,0.4709737929007725,0.0,3.0,0,0,1.0,0,180584.0095588844,-0.03672873641660043,1.0,1.0,0.5,-0.03672873641660043,-0.018364368208300216,0.6658400433887821,0.7527695584870358,0.94895866661765,0.9485463258864604,-0.29834663319739796,-0.20639663246437878
2023-09-11,175933.38619402982,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.434395784800586,-0.3435898466916348,1.0,3.0,1,0,1.0,0,174214.05721262863,0.009869059988097001,1.0,1.0,0.5,0.009869059988097001,0.004934529994048501,0.6757091033768792,0.7577040884810843,0.94895866661765,0.9485463258864604,-0.28794674926644337,-0.20119443004222826
2023-09-12,175115.808687838,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.3841156394189933,-0.0502801453815927,1.0,3.0,2,0,1.0,0,175915.66888645367,-0.004546838855678903,1.0,1.0,0.5,-0.004546838855678903,-0.0022734194278394514,0.6711622645212002,0.7554306690532449,0.94895866661765,0.9485463258864604,-0.2927381474754772,-0.20359117057645026
2023-09-13,173532.41662518663,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.1933871187934704,-0.1907285206255229,1.0,3.0,3,0,1.0,0,174546.2790066712,-0.005808559124000651,1.0,0.0,1.0,-0.005808559124000651,-0.005808559124000651,0.6653537053971996,0.7496221099292442,0.94895866661765,0.9485463258864604,-0.29885912969349504,-0.20971481363476085
2023-09-14,166974.9207180873,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.6323941482710722,0.4390070294776018,0.0,3.0,0,0,1.0,0,172707.59015913607,-0.03319292125937599,1.0,0.0,1.0,-0.03319292125937599,-0.03319292125937599,0.6321607841378236,0.7164291886698682,0.94895866661765,0.9485463258864604,-0.33383738789064576,-0.24470827716260246
2023-09-15,167419.08418504574,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.5007508365401547,-0.1316433117309174,1.0,4.0,1,1,0.5,0,168178.49686416905,-0.004515515914835775,1.0,0.0,1.0,-0.004515515914835775,-0.004515515914835775,0.6276452682229878,0.7119136727550324,0.94895866661765,0.9485463258864604,-0.33859577840193145,-0.24946873618458631
2023-09-18,164878.8172660036,down_trend,2.0,0,,23,speculation_continuous_drop,4.0,0.1000864947069014,-0.4006643418332533,1.0,4.0,2,1,0.5,0,166982.34919656377,-0.012597331039366203,1.0,1.0,0.5,-0.012597331039366203,-0.006298665519683101,0.6150479371836215,0.7056150072353493,0.94895866661765,0.9485463258864604,-0.3518706780182306,-0.25610907134565153
2023-09-19,157557.17446305772,down_trend,2.0,0,,23,speculation_continuous_drop,3.0,0.4342448894794879,0.3341583947725865,0.0,3.0,0,0,1.0,0,164211.38011918348,-0.04052219554635122,1.0,1.0,0.5,-0.04052219554635122,-0.02026109777317561,0.5745257416372703,0.6853539094621737,0.94895866661765,0.9485463258864604,-0.39457242781180524,-0.27746922763980053
2023-09-20,152200.22593190565,down_trend,2.0,0,,23,speculation_continuous_drop,2.0,0.7965058156421968,0.3622609261627089,0.0,2.0,0,0,1.0,0,156974.80828432398,-0.03041623305422531,1.0,1.0,0.5,-0.03041623305422531,-0.015208116527112655,0.544109508583045,0.670145792935061,0.94895866661765,0.9485463258864604,-0.4266246489719083,-0.29350230489925855
2023-09-21,157066.76293912297,down_trend,2.0,0,,23,speculation_continuous_drop,2.0,0.892920667367586,0.0964148517253892,0.0,2.0,0,0,1.0,0,151772.8509232696,0.03488049399908655,1.0,1.0,0.5,0.03488049399908655,0.017440246999543274,0.5789900025821315,0.6875860399346043,0.94895866661765,0.9485463258864604,-0.38986804910501394,-0.2751160157707391
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,23,speculation_continuous_drop,1.0,1.0355193138275331,0.1425986464599471,0.0,1.0,0,0,1.0,0,157009.49992723946,-0.028996027324726007,1.0,0.0,1.0,-0.028996027324726007,-0.028996027324726007,0.5499939752574056,0.6585900126098783,0.94895866661765,0.9485463258864604,-0.42042367638862976,-0.30568492583175055
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,23,speculation_continuous_drop,1.0,0.8228342036462523,-0.2126851101812809,1.0,1.0,1,0,1.0,0,152346.27160213934,-0.003146766724205621,1.0,0.0,1.0,-0.003146766724205621,-0.003146766724205621,0.5468472085331999,0.6554432458856727,0.94895866661765,0.9485463258864604,-0.42373969723853844,-0.3090023881826428
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,23,speculation_continuous_drop,1.0,1.014961885819421,0.1921276821731686,0.0,1.0,0,0,1.0,0,151215.47692985792,-0.04536799604079305,1.0,0.0,1.0,-0.04536799604079305,-0.04536799604079305,0.5014792124924069,0.6100752498448796,0.94895866661765,0.9485463258864604,-0.4715478870330392,-0.35683136058248277
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,23,speculation_continuous_drop,1.0,1.215383281344587,0.2004213955251661,0.0,1.0,0,0,1.0,0,144180.6283420003,-0.02354493969077238,1.0,0.0,1.0,-0.02354493969077238,-0.02354493969077238,0.4779342728016345,0.5865303101541073,0.94895866661765,0.9485463258864604,-0.4963592307922917,-0.3816534900327956
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,23,speculation_continuous_drop,2.0,0.8261238695697705,-0.3892594117748166,1.0,2.0,1,0,1.0,0,142111.29202125155,0.00939299391024414,1.0,0.0,1.0,0.00939299391024414,0.00939299391024414,0.48732726671187865,0.5959233040643515,0.94895866661765,0.9485463258864604,-0.48646101895159755,-0.37175097535965507
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,23,speculation_continuous_drop,3.0,0.174944469642449,-0.6511793999273214,1.0,3.0,2,0,1.0,0,142622.09037149654,0.01664121003788698,1.0,0.0,1.0,0.01664121003788698,0.01664121003788698,0.5039684767497656,0.6125645141022384,0.94895866661765,0.9485463258864604,-0.468924733522854,-0.3542070667663294
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,23,speculation_continuous_drop,2.0,0.5934506713955551,0.418506201753106,0.0,2.0,0,0,1.0,0,145440.99928102564,-0.0011337187728610982,1.0,0.0,1.0,-0.0011337187728610982,-0.0011337187728610982,0.5028347579769046,0.6114307953293773,0.94895866661765,0.9485463258864604,-0.47011943126127287,-0.355402283849482
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,23,speculation_continuous_drop,3.0,0.3303602150568635,-0.2630904563386915,1.0,3.0,1,0,1.0,0,146020.77058642116,0.01599418642274533,1.0,0.0,1.0,0.01599418642274533,0.01599418642274533,0.5188289443996499,0.6274249817521226,0.94895866661765,0.9485463258864604,-0.4532649706979345,-0.3385404965163247
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,23,speculation_continuous_drop,3.0,0.8142153840651848,0.4838551690083212,0.0,3.0,0,0,1.0,0,149216.11493185945,0.056521128620783165,1.0,0.0,1.0,0.056521128620783165,0.056521128620783165,0.5753500730204331,0.6839461103729058,0.94895866661765,0.9485463258864604,-0.3937037583827132,-0.27895339246216944
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,23,speculation_continuous_drop,2.0,1.1778303822365563,0.3636149981713715,0.0,2.0,0,0,1.0,0,159370.05782139994,0.0014728021731894392,1.0,0.0,1.0,0.0014728021731894392,0.0014728021731894392,0.5768228751936224,0.6854189125460952,0.94895866661765,0.9485463258864604,-0.39215173907460277,-0.2774006984787595
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,23,speculation_continuous_drop,1.0,1.3379614333609042,0.1601310511243479,0.0,1.0,0,0,1.0,0,160433.52449509362,-0.023163849718888192,1.0,0.0,1.0,-0.023163849718888192,-0.023163849718888192,0.5536590254747342,0.662255062827207,0.94895866661765,0.9485463258864604,-0.41656149529870734,-0.301821065820587
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,23,speculation_continuous_drop,2.0,1.0640686089454428,-0.2738928244154615,1.0,2.0,1,0,1.0,0,156602.9712412974,0.003976762913413705,1.0,0.0,1.0,0.003976762913413705,0.003976762913413705,0.557635788388148,0.6662318257406208,0.94895866661765,0.9485463258864604,-0.4123708355225676,-0.2976285843308746
2023-10-18,153207.98823114813,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,0.9289867039980632,-0.1350819049473796,1.0,2.0,2,0,1.0,0,158134.20468107678,-0.031152124613797377,1.0,0.0,1.0,-0.031152124613797377,-0.031152124613797377,0.5264836637743506,0.6350797011268233,0.94895866661765,0.9485463258864604,-0.4451985294039378,-0.33047054867529846
2023-10-19,146620.07736703512,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.0973375615124814,0.1683508575144182,0.0,2.0,0,0,1.0,0,152331.37561592323,-0.037492592880459134,1.0,0.0,1.0,-0.037492592880459134,-0.037492592880459134,0.4889910708938915,0.5975871082463642,0.94895866661765,0.9485463258864604,-0.4847077242712896,-0.36999691850802185
2023-10-20,141762.22849393392,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.2237495586798215,0.12641199716734,0.0,2.0,0,0,1.0,0,145138.43534829994,-0.02326197637630503,1.0,0.0,1.0,-0.02326197637630503,-0.02326197637630503,0.4657290945175865,0.5743251318700592,0.94895866661765,0.9485463258864604,-0.5092208850596485,-0.39452073536490084
2023-10-23,141845.8572222496,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.1547237973645903,-0.0690257613152312,1.0,3.0,1,0,1.0,0,141641.6698585686,0.001441576930608487,1.0,0.0,1.0,0.001441576930608487,0.001441576930608487,0.467170671448195,0.5757667088006677,0.94895866661765,0.9485463258864604,-0.5077017704961588,-0.3930009604300695
2023-10-24,144547.43179243224,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.828693564588757,-0.3260302327758333,1.0,3.0,2,0,1.0,0,142054.04704036537,0.01755236689144348,1.0,0.0,1.0,0.01755236689144348,0.01755236689144348,0.4847230383396385,0.5933190756921112,0.94895866661765,0.9485463258864604,-0.48920532011438933,-0.3744964694922759
2023-10-25,141611.4743999891,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.045229662984907,0.2165360983961499,0.0,2.0,0,0,1.0,0,145871.47786709727,-0.02920381372285436,1.0,0.0,1.0,-0.02920381372285436,-0.02920381372285436,0.45551922461678407,0.5641152619692568,0.94895866661765,0.9485463258864604,-0.5199799099360355,-0.4052844372760972
2023-10-26,140808.58170937747,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.016845620680504,-0.0283840423044028,1.0,3.0,1,0,1.0,0,141441.79213243217,-0.004476826922991908,1.0,0.0,1.0,-0.004476826922991908,-0.004476826922991908,0.4510423976937922,0.5596384350462649,0.94895866661765,0.9485463258864604,-0.5246975305031657,-0.4100041086309022
2023-10-27,142256.96517097135,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.0304469770553892,0.0136013563748851,0.0,3.0,0,0,1.0,0,140935.74322248675,0.009374640657330381,1.0,0.0,1.0,0.009374640657330381,0.009374640657330381,0.4604170383511226,0.5690130757035953,0.94895866661765,0.9485463258864604,-0.5148186590758734,-0.40012094277859733
2023-10-30,145151.50205200096,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.8618781030406721,-0.1685688740147171,1.0,3.0,1,0,1.0,0,142694.66909670806,0.017217412331135013,1.0,0.0,1.0,0.017217412331135013,0.017217412331135013,0.4776344506822576,0.5862304880347302,0.94895866661765,0.9485463258864604,-0.49667517934719085,-0.3819695759330777
2023-10-31,141472.84801844467,down_trend,4.0,0,,23,speculation_continuous_drop,2.0,1.0429541271050051,0.1810760240643329,0.0,2.0,0,0,1.0,0,144333.45004297036,-0.019819397538644357,1.0,0.0,1.0,-0.019819397538644357,-0.019819397538644357,0.45781505314361326,0.566411090496086,0.94895866661765,0.9485463258864604,-0.5175605964215574,-0.40286407206653974
2023-11-01,140968.30176748667,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.9089421263603804,-0.1340120007446247,1.0,3.0,1,0,1.0,0,141261.03520349308,-0.0020722872063390746,1.0,0.0,1.0,-0.0020722872063390746,-0.0020722872063390746,0.45574276593727414,0.5643388032897468,0.94895866661765,0.9485463258864604,-0.5197443450707218,-0.4050487700088383
2023-11-02,139460.8904642823,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.5833284177212471,-0.3256137086391333,1.0,3.0,2,0,1.0,0,140766.9670966233,-0.009278289212869755,1.0,0.0,1.0,-0.009278289212869755,-0.009278289212869755,0.44646447672440437,0.5550605140768771,0.94895866661765,0.9485463258864604,-0.529521682629522,-0.4148303578550606
2023-11-03,139792.89015969163,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.4972419244517814,-0.0860864932694657,1.0,4.0,3,1,0.5,0,140077.81029654376,-0.0020340133547844426,1.0,0.0,1.0,-0.0020340133547844426,-0.0020340133547844426,0.4444304633696199,0.5530265007220927,0.94895866661765,0.9485463258864604,-0.5316650988038368,-0.4169747057896578
2023-11-06,137673.10349068398,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.4877300861672962,-0.0095118382844852,1.0,4.0,4,1,0.5,0,139141.50472100117,-0.010553294168131557,1.0,1.0,0.5,-0.010553294168131557,-0.005276647084065778,0.43387716920148833,0.5477498536380269,0.94895866661765,0.9485463258864604,-0.5427860195977281,-0.42253758336354386
2023-11-07,134064.895158069,down_trend,4.0,0,,23,speculation_continuous_drop,4.0,0.725760940812266,0.2380308546449698,0.0,4.0,0,1,0.5,0,137192.0435655644,-0.02279394873217217,1.0,1.0,0.5,-0.02279394873217217,-0.011396974366086086,0.4110832204693161,0.5363528792719408,0.94895866661765,0.9485463258864604,-0.5668059790901854,-0.43455278394474384
2023-11-08,135846.2033121477,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,1.1901756336576224,0.4644146928453563,0.0,3.0,0,0,1.0,0,133610.52239984306,0.016732820680201654,1.0,1.0,0.5,0.016732820680201654,0.008366410340100827,0.42781604114951777,0.5447192896120416,0.94895866661765,0.9485463258864604,-0.54917315558709,-0.42573253962796564
2023-11-09,135284.71439327145,down_trend,4.0,0,,23,speculation_continuous_drop,3.0,0.5799246881619707,-0.6102509454956516,1.0,3.0,1,0,1.0,0,135803.34499007935,-0.0038189824915268672,1.0,1.0,0.5,-0.0038189824915268672,-0.0019094912457634336,0.42399705865799087,0.5428097983662781,0.94895866661765,0.9485463258864604,-0.5531975484567382,-0.4277456107807942
