factor_id,factor_name,strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
12,price_up_speculation_up,base_long_only,-0.07402677606749464,-0.009572406191903249,-0.3728321293393393,0.1766411836853932,-0.05419124799883692,72,0.03573200992555831
12,price_up_speculation_up,factor_position,0.025388913073583153,0.003140472317935794,-0.3374692970423222,0.17488352432104418,0.017957508176531488,72,0.03573200992555831
