strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only_simple,-1.136481628148187,-0.4306667222456283,-1.7893223361205859,0.4330352209865258,-0.9945304709037254,27,0.0406015037593985
long_only_reduce_position_simple,-0.8687400986279074,-0.3292067742168914,-1.7148471525701203,0.4034691805511671,-0.8159403247781452,27,0.0406015037593985
