date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,price_ma_5,price_ma_10,price_ma_20,is_ma_bullish,open_interest_rank_10,log_open_interest,delta_log_open_interest,oi_change_rate,log_open_interest_median_past,log_open_interest_mad_past,log_open_interest_mad_score,signal,position,position_scale,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2018-01-02,3917.31118326928,3935.989301179684,3944.1479647656174,3915.6471933122,59048.0,2294692290.0,145717.0,-0.903315712032744,13,price_up_oi_down,,0.0047680965428985615,,,,0,,11.889421663482633,,,,,,0,1.0,1.0,1.0,position,1.0,0.0047680965428985615,0.0047680965428985615,1.0047680965428987,1.0047680965428987,1.0047680965428987,1.0047680965428987,0.0,0.0
2018-01-03,3940.3175974782425,3895.016572041342,3948.631727540601,3892.5993833141297,67196.0,2594582890.0,152003.0,-0.816286535545645,13,price_up_oi_down,,-0.011496795452704796,,,,0,,11.93165553647575,0.0422338729931173,4.313841212761682,,,,0,1.0,1.0,1.0,position,1.0,-0.011496795452704796,-0.011496795452704796,0.9932713010901938,0.9932713010901938,1.0047680965428987,1.0047680965428987,-0.011442237758406026,-0.011442237758406026
2018-01-04,3899.895359657864,3887.952313912835,3903.548822259914,3860.6339553277294,64829.0,2479841590.0,149876.0,-0.8380552514419177,13,price_up_oi_down,,-0.0030624015886612653,,,,0,,11.917563564534412,-0.0140919719413385,-1.3993144872141317,,,,0,1.0,1.0,1.0,position,1.0,-0.0030624015886612653,-0.0030624015886612653,0.9902088995015325,0.9902088995015325,1.0047680965428987,1.0047680965428987,-0.014490106813164094,-0.014490106813164094
2018-01-05,3888.7156204360094,3873.029756738988,3893.984273513355,3871.241328073636,40576.0,1552717600.0,152100.0,-1.3213614404504863,13,price_up_oi_down,,-0.004033687527724824,,,,0,,11.932293478247384,0.0147299137129728,1.483893351837562,,,,0,1.0,1.0,1.0,position,1.0,-0.004033687527724824,-0.004033687527724824,0.9861752119738076,0.9861752119738076,1.0047680965428987,1.0047680965428987,-0.018504652599006133,-0.018504652599006133
2018-01-08,3866.34181607485,3797.850739578664,3886.155121584457,3795.29514700716,113466.0,4287520340.0,165094.0,-0.3750117760813744,13,price_up_oi_down,,-0.017714697705056726,3877.9677366903024,,,0,,12.014270287636702,0.0819768093893174,8.543063773832937,,,,0,1.0,1.0,1.0,position,1.0,-0.017714697705056726,-0.017714697705056726,0.9684605142687509,0.9684605142687509,1.0047680965428987,1.0047680965428987,-0.036135285743119305,-0.036135285743119305
2018-01-09,3797.808592517056,3800.229308924485,3811.4158838184367,3795.16261198922,43229.0,1631729380.0,163875.0,-1.3325923757560751,13,price_up_oi_down,3.5995097452252507,0.0006373982122739859,3850.815738239263,,,0,0.8,12.006859221066,-0.0074110665707003,-0.7383672332125002,11.93165553647575,0.0140919719413385,3.5995097452252507,0,1.0,1.0,1.0,position,1.0,0.0006373982122739859,0.0006373982122739859,0.969097912481025,0.969097912481025,1.0047680965428987,1.0047680965428987,-0.03550091228473906,-0.03550091228473906
2018-01-10,3799.157857221187,3799.708462046998,3816.6885966252494,3782.75554566184,51490.0,1936350960.0,166390.0,-1.172946816369366,13,price_up_oi_down,2.1340530390616483,0.0001449281252593,3831.754116240394,,,0,1.0,12.022089709409553,0.0152304883435512,1.5347063310449327,11.931974507361566,0.0284818933530441,2.1340530390616483,0,1.0,1.0,1.0,position,1.0,0.0001449281252593,0.0001449281252593,0.9692428406062842,0.9692428406062842,1.0047680965428987,1.0047680965428987,-0.03535667191150482,-0.03535667191150482
2018-01-11,3806.581727243216,3801.120774504377,3808.714679042477,3787.398806726588,35442.0,1330665940.0,164389.0,-1.534338012854685,13,price_up_oi_down,1.2223918944892442,-0.0014346080368524614,3814.387808358703,,,0,0.7142857142857143,12.009990849389975,-0.0120988600195772,-1.2025963098743486,11.932293478247384,0.0428718147647515,1.2223918944892442,0,1.0,1.0,1.0,position,1.0,-0.0014346080368524614,-0.0014346080368524614,0.9678082325694317,0.9678082325694317,1.0047680965428987,1.0047680965428987,-0.03678447205940816,-0.03678447205940816
2018-01-12,3798.975281157873,3800.343543616794,3813.8826832239088,3761.1406243381753,88440.0,3310382150.0,163985.0,-0.6174506042372856,13,price_up_oi_down,0.6015748491315301,0.00036016619157994476,3799.850565734263,,,0,0.625,12.007530239208668,-0.0024606101813073,-0.2457585361551273,11.969576349656691,0.0425542188566456,0.6015748491315301,0,1.0,1.0,1.0,position,1.0,0.00036016619157994476,0.00036016619157994476,0.9681683987610117,0.9681683987610117,1.0047680965428987,1.0047680965428987,-0.03642601502557197,-0.03642601502557197
2018-01-15,3794.343866227576,3780.729048908599,3805.243245848698,3777.2567195933498,55531.0,2082831090.0,165063.0,-1.0893857958332067,13,price_up_oi_down,0.3198868981424361,-0.0035881875230547745,3796.4262276002505,3837.1969821452767,,0,0.7777777777777778,12.014082498190524,0.0065522589818556,0.6573771991341459,12.006859221066,0.0152304883435512,0.3198868981424361,0,1.0,1.0,1.0,position,1.0,-0.0035881875230547745,-0.0035881875230547745,0.9645802112379569,0.9645802112379569,1.0047680965428987,1.0047680965428987,-0.03999717491351096,-0.03999717491351096
2018-01-16,3775.343442841234,3749.658201788607,3794.786903106584,3748.627851999784,62722.0,2336578270.0,166610.0,-0.9769434886521264,13,price_up_oi_down,0.9956739014566096,-0.006803418401928641,3786.312006173074,3818.563872206169,,0,1.0,12.023411030923114,0.0093285327325904,0.9372179107370204,12.007194730137336,0.0109852683857916,0.9956739014566096,0,1.0,1.0,1.0,position,1.0,-0.006803418401928641,-0.006803418401928641,0.9577767928360283,0.9577767928360283,1.0047680965428987,1.0047680965428987,-0.0467683078996568,-0.0467683078996568
2018-01-17,3751.528450010511,3743.9429067084766,3763.11097230281,3737.481073012977,52828.0,1958590080.0,167743.0,-1.1553916930365238,13,price_up_oi_down,1.5343606826160594,-0.0020219874120941256,3775.158895105371,3803.4565056728825,,0,1.0,12.03018832520022,0.0067772942771053,0.6800312106116868,12.00876054429932,0.0094194542238064,1.5343606826160594,0,1.0,1.0,1.0,position,1.0,-0.0020219874120941256,-0.0020219874120941256,0.9557548054239342,0.9557548054239342,1.0047680965428987,1.0047680965428987,-0.0487807000317827,-0.0487807000317827
2018-01-18,3736.474846384448,3763.179022802085,3771.933066825775,3727.451394310712,50242.0,1875778040.0,166476.0,-1.197999824601802,13,price_up_oi_down,0.9361755633008856,0.00714689045571307,3767.570544764913,3790.979176561807,,0,0.8,12.022606433868726,-0.007581891331494,-0.7553221296865753,12.012036673790249,0.0076152441717756,0.9361755633008856,0,1.0,1.0,1.0,position,1.0,0.00714689045571307,0.00714689045571307,0.9629016958796472,0.9629016958796472,1.0047680965428987,1.0047680965428987,-0.04166772492807147,-0.04166772492807147
2018-01-19,3760.131580211335,3771.182426267581,3787.40670584903,3750.338506915094,56857.0,2123427360.0,168786.0,-1.088092296670499,13,price_up_oi_down,1.967211356869759,0.002938951954342212,3761.73832129507,3780.7944435146665,,0,1.0,12.03638691931579,0.0137804854470644,1.3875873999856347,12.014176392913612,0.0076152441717756,1.967211356869759,0,1.0,1.0,1.0,position,1.0,0.002938951954342212,0.002938951954342212,0.9658406478339895,0.9658406478339895,1.0047680965428987,1.0047680965428987,-0.038742719681135074,-0.038742719681135074
2018-01-22,3782.681810089021,3766.020217555929,3797.252606469147,3739.3455020172846,73929.0,2751982900.0,170347.0,-0.8347323599817551,13,price_up_oi_down,2.755505120914941,-0.004404703691611838,3758.7965550245353,3777.611391312393,,0,1.0,12.04559281213275,0.0092058928169596,0.9248397378929908,12.018179998523127,0.0067100907665693,2.755505120914941,0,1.0,1.0,1.0,position,1.0,-0.004404703691611838,-0.004404703691611838,0.9614359441423777,0.9614359441423777,1.0047680965428987,1.0047680965428987,-0.04312652098490566,-0.04312652098490566
2018-01-23,3765.974886767799,3756.9600905796033,3778.627127681391,3751.92845889388,44264.0,1646157880.0,169133.0,-1.3405136820676302,13,price_up_oi_down,1.05265132683228,-0.0023937483544753096,3760.2569327827346,3773.284469477905,,0,0.9,12.038440666645576,-0.0071521454871739,-0.7126629761604719,12.02234807163914,0.0103113978488904,1.05265132683228,0,1.0,1.0,1.0,position,1.0,-0.0023937483544753096,-0.0023937483544753096,0.9590421957879023,0.9590421957879023,1.0047680965428987,1.0047680965428987,-0.04550890987913059,-0.04550890987913059
2018-01-24,3764.331046696972,3783.405337311839,3803.273404419015,3756.484596267466,76434.0,2854655410.0,172259.0,-0.8125715348102537,13,price_up_oi_down,2.074466318855437,0.00506711295532945,3768.149418903407,3771.654157004389,,0,1.0,12.056754437148095,0.0183137705025195,1.8482496023839,12.02300873239592,0.0109720586056694,2.074466318855437,0,1.0,1.0,1.0,position,1.0,0.00506711295532945,0.00506711295532945,0.9641093087432318,0.9641093087432318,1.0047680965428987,1.0047680965428987,-0.04046584275472265,-0.04046584275472265
2018-01-25,3776.048427843842,3754.751290055058,3793.2919201144177,3743.3386637521935,69750.0,2592617930.0,173636.0,-0.9120437332977994,13,price_up_oi_down,2.099870593183718,-0.005640059494932159,3766.463872354002,3767.0172085594577,,0,1.0,12.064716432981411,0.0079619958333161,0.7993776812822873,12.026799678061668,0.012179084227526,2.099870593183718,0,1.0,1.0,1.0,position,1.0,-0.005640059494932159,-0.005640059494932159,0.9584692492482996,0.9584692492482996,1.0047680965428987,1.0047680965428987,-0.046079137518298396,-0.046079137518298396
2018-01-26,3749.9181971395255,3750.435630748788,3766.821999100336,3736.364524334408,54214.0,2002012480.0,174602.0,-1.1695699204193617,13,price_up_oi_down,2.170022537006304,0.00013798530582800485,3762.314513250243,3762.026417272657,,0,1.0,12.070264377075755,0.0055479440943457,0.5563362436361796,12.033287622258005,0.011493189132012,2.170022537006304,0,1.0,1.0,1.0,position,1.0,0.00013798530582800485,0.00013798530582800485,0.9586072345541276,0.9586072345541276,1.0047680965428987,1.0047680965428987,-0.045941807017556235,-0.045941807017556235
2018-01-29,3756.255808904607,3711.0213327724296,3757.3456034005017,3697.548560001312,92627.0,3398308640.0,180661.0,-0.6680416711401992,13,price_up_oi_down,3.135459673201961,-0.012042437585039931,3751.314736293544,3755.0556456590393,3796.1263139021585,0,1.0,12.10437762594812,0.0341132488723623,3.470177890287629,12.037413792980685,0.0144050605847629,3.135459673201961,0,1.0,1.0,1.0,position,1.0,-0.012042437585039931,-0.012042437585039931,0.9465647969690877,0.9465647969690877,1.0047680965428987,1.0047680965428987,-0.057927097580099174,-0.057927097580099174
2018-01-30,3715.139539265508,3719.250097025318,3726.802616313285,3705.34783813133,43986.0,1615575300.0,175212.0,-1.3821252678379228,13,price_up_oi_down,1.2839183260453944,0.0011064342850020386,3743.772737582686,3752.014835182711,3785.28935369444,0,0.9,12.073751948289564,-0.0306256776585556,-3.0161462628902846,12.042016739389162,0.0166717031124905,1.2839183260453944,0,1.0,1.0,1.0,position,1.0,0.0011064342850020386,0.0011064342850020386,0.9476712312540897,0.9476712312540897,1.0047680965428987,1.0047680965428987,-0.056825913845455434,-0.056825913845455434
2018-01-31,3719.768302287358,3718.947389725375,3726.792311555495,3686.0488308499353,70579.0,2572392940.0,175403.0,-0.9103535337275276,13,price_up_oi_down,0.94244013646803,-0.00022068916536495772,3730.881148065394,3749.5152834844,3776.485894578642,0,0.9,12.07484146253678,0.0010895142472158,0.1090107983471755,12.051173624640423,0.0169387288799836,0.94244013646803,0,1.0,1.0,1.0,position,1.0,-0.00022068916536495772,-0.00022068916536495772,0.9474505420887247,0.9474505420887247,1.0047680965428987,1.0047680965428987,-0.05704555573707626,-0.05704555573707626
2018-02-01,3727.292730519721,3717.5921356977647,3731.689511404357,3706.195928840232,44677.0,1642704320.0,173798.0,-1.3584348774745656,13,price_up_oi_down,0.2266185610245452,-0.002602584643413179,3723.449317193935,3744.9565947739698,3767.967885667888,0,0.6,12.065648984267357,-0.0091924782694245,-0.9150356607355636,12.060735435064752,0.014624325202015,0.2266185610245452,0,1.0,1.0,1.0,position,1.0,-0.002602584643413179,-0.002602584643413179,0.9448479574453116,0.9448479574453116,1.0047680965428987,1.0047680965428987,-0.05963578989396068,-0.05963578989396068
2018-02-02,3721.624442185426,3720.728670708265,3727.7991186697423,3689.472826989243,55878.0,2040637800.0,175838.0,-1.146392373846709,13,price_up_oi_down,0.8981140669265789,-0.00024069367854723353,3717.5079251858306,3739.911219218037,3760.352831366352,0,0.9,12.07731839559642,0.0116694113290662,1.1737764531236872,12.065182708624384,0.0091139967887876,0.8981140669265789,0,1.0,1.0,1.0,position,1.0,-0.00024069367854723353,-0.00024069367854723353,0.9446072637667643,0.9446072637667643,1.0047680965428987,1.0047680965428987,-0.05987534136795292,-0.05987534136795292
2018-02-05,3736.791607826166,3768.035754235275,3801.160457678015,3732.915753689869,117779.0,4378494940.0,172539.0,-0.3818133107995921,13,price_up_oi_down,-0.7952905293558243,0.008361222590971515,3728.9108094784,3740.112772885972,3758.8620820991823,0,0.3,12.058378576856269,-0.0189398187401526,-1.87615873701924,12.067956680671555,0.0081232483950435,-0.7952905293558243,0,1.0,1.0,1.0,position,1.0,0.008361222590971515,0.008361222590971515,0.9529684863577359,0.9529684863577359,1.0047680965428987,1.0047680965428987,-0.05155379670531879,-0.05155379670531879
2018-02-06,3771.4485202844585,3777.800283634744,3785.29443858101,3756.0203477876,53166.0,1972760250.0,170642.0,-1.1661487003825302,13,price_up_oi_down,-1.7132527022967536,0.0016841707678424205,3740.620846800285,3742.196792191486,3757.7406308346954,0,0.1,12.047323073657887,-0.0110555031983814,-1.0994615710071542,12.067956680671555,0.0081232483950435,-1.7132527022967536,0,1.0,1.0,1.0,position,1.0,0.0016841707678424205,0.0016841707678424205,0.9546526571255782,0.9546526571255782,1.0047680965428987,1.0047680965428987,-0.049877618118800204,-0.049877618118800204
2018-02-07,3784.130637745253,3762.095033071627,3788.356218309532,3749.0870079939978,70836.0,2638802900.0,169783.0,-0.8741538050329442,13,price_up_oi_down,-2.1322863580740616,-0.005823161720113288,3749.2503754695354,3740.0657617674647,3755.8599593859262,0,0.0,12.042276430061634,-0.0050466435962537,-0.5033930685294341,12.067956680671555,0.0081232483950435,-2.1322863580740616,0,1.0,1.0,1.0,position,1.0,-0.005823161720113288,-0.005823161720113288,0.948829495405465,0.948829495405465,1.0047680965428987,1.0047680965428987,-0.05567314620149799,-0.05567314620149799
