strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only_simple,-1.136481628148187,-0.4306667222456283,-1.7893223361205859,0.4330352209865258,-0.9945304709037254,8,0.012030075187969926
long_only_reduce_position_simple,-1.041064164961384,-0.39450852566957656,-1.5680317946076965,0.43317211489445995,-0.9107431252025455,8,0.012030075187969926
