date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,daily_return,price_ma_5,price_ma_5_prev,price_ma_5_change,volume_ma_5,volume_ma_5_prev,volume_ma_5_change,oi_change_5,oi_change_5_rate,is_price_ma_5_up,is_volume_ma_5_up,is_oi_down_5,price_volume_oi_short_score,signal,position_scale,is_effective_signal,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-04,224539.9914795204,222707.8457608564,226063.2341306068,222392.58829134653,13859.0,3167882600.0,16442.0,-0.1709041956432761,0.02,up_trend,1.0,2.0,down_trend,2.0,1,1.0,up_trend,1,0,51,price_volume_up_oi_down_short_5d,0.0320330225603073,-0.008159551920313908,222001.66008127644,215111.00442360473,0.0320330225603073,22096.6,66650.0,-0.6684681170292573,1662.0,0.1124492557510148,1,0,0,0.0320330225603073,0,1.0,0,1.0,0.0,1.0,-0.008159551920313908,-0.008159551920313908,0.9407991146973361,0.9407991146973361,0.94895866661765,0.94895866661765,-0.008598427104730244,-0.008598427104730244
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,0.02,down_trend,-1.0,3.0,down_trend,2.0,1,1.0,up_trend,1,0,51,price_volume_up_oi_down_short_5d,0.0075580547950808,-0.034321883527300374,220647.57195429737,218992.41527990476,0.0075580547950808,21583.2,63071.0,-0.6577951832062279,3110.0,0.200580457916801,1,0,0,0.0075580547950808,0,1.0,0,1.0,0.0,1.0,-0.034321883527300374,-0.034321883527300374,0.9064772311700358,0.9064772311700358,0.94895866661765,0.94895866661765,-0.04476637069876799,-0.04476637069876799
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.0,-0.009716301683327938,218688.6726010781,219940.287734052,-0.0056907042628193,23513.8,52649.8,-0.5533924155457381,4771.0,0.304350599642766,0,0,0,0.0,0,1.0,0,1.0,0.0,1.0,-0.009716301683327938,-0.009716301683327938,0.8967609294867078,0.8967609294867078,0.94895866661765,0.94895866661765,-0.05500527996334059,-0.05500527996334059
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.0,0.0030608207497487333,216837.42250007225,220410.1478051825,-0.0162094410837569,25547.0,34050.8,-0.2497386258178956,4519.0,0.2882934609250399,0,0,0,0.0,0,1.0,0,1.0,0.0,1.0,0.0030608207497487333,0.0030608207497487333,0.8998217502364565,0.8998217502364565,0.94895866661765,0.94895866661765,-0.051779827836265,-0.051779827836265
2023-08-10,212438.06638306292,206395.3513174404,213774.85902255643,206058.0403470176,33810.0,7225699650.0,23910.0,0.3464598352495612,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.0,-0.0284445964346449,213466.5100155628,221552.45561110787,-0.0364967545642481,28019.8,28542.2,-0.0183027236863311,7680.0,0.4731977818853974,0,0,0,0.0,0,1.0,0,1.0,0.0,1.0,-0.0284445964346449,-0.0284445964346449,0.8713771538018117,0.8713771538018117,0.94895866661765,0.94895866661765,-0.08175436459457208,-0.08175436459457208
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.6349031072653715,-0.005203783776833985,209908.39945414773,222001.66008127644,-0.0544737396229436,36125.8,22096.6,0.6349031072653715,9132.0,0.555406884807201,0,1,0,0.6349031072653715,0,1.0,0,1.0,0.0,1.0,-0.005203783776833985,-0.005203783776833985,0.8661733700249776,0.8661733700249776,0.94895866661765,0.94895866661765,-0.0872380426091075,-0.0872380426091075
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.8685737054746285,-0.04892487116712926,205850.41407598212,220647.57195429737,-0.067062409739003,40329.8,21583.2,0.8685737054746285,12898.0,0.6928820843405855,0,1,0,0.8685737054746285,0,1.0,0,1.0,0.0,1.0,-0.04892487116712926,-0.04892487116712926,0.8172484988578484,0.8172484988578484,0.94895866661765,0.94895866661765,-0.13879442002384879,-0.13879442002384879
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,1.184070630863578,-0.01794043961697935,201458.74491414303,218688.6726010781,-0.0787874720807561,51355.8,23513.8,1.184070630863578,15316.0,0.749058541595344,0,1,0,1.184070630863578,0,1.0,0,1.0,0.0,1.0,-0.01794043961697935,-0.01794043961697935,0.799308059240869,0.799308059240869,0.94895866661765,0.94895866661765,-0.1576998162735338,-0.1576998162735338
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,1.4359572552550204,0.014469032761676468,197276.80040297649,216837.42250007225,-0.0902087004704608,62231.4,25547.0,1.4359572552550204,14443.0,0.7152124393384174,0,1,0,1.4359572552550204,0,1.0,0,1.0,0.0,1.0,0.014469032761676468,0.014469032761676468,0.8137770920025456,0.8137770920025456,0.94895866661765,0.94895866661765,-0.1424525423187596,-0.1424525423187596
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,1.4942148052448625,-0.00978230555105139,193957.25145043447,213466.5100155628,-0.0913925962611464,69887.4,28019.8,1.4942148052448625,13254.0,0.5543287327478043,0,1,0,1.4942148052448625,0,1.0,0,1.0,0.0,1.0,-0.00978230555105139,-0.00978230555105139,0.8039947864514941,0.8039947864514941,0.94895866661765,0.94895866661765,-0.15276100557977634,-0.15276100557977634
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.8812206234879227,0.0032854121137128696,191278.47362421663,209908.39945414773,-0.0887526458130161,67960.6,36125.8,0.8812206234879227,8852.0,0.3461327911159771,0,1,0,0.8812206234879227,0,1.0,0,1.0,0.0,1.0,0.0032854121137128696,0.0032854121137128696,0.8072801985652069,0.8072801985652069,0.94895866661765,0.94895866661765,-0.14929888206556374,-0.14929888206556374
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down_short_5d,0.7245411581510444,0.01768577052653726,191973.05280008048,205850.41407598212,-0.0674147843626844,69550.4,40329.8,0.7245411581510444,1090.0,0.0345888998191222,0,1,0,0.7245411581510444,0,1.0,0,1.0,0.0,1.0,0.01768577052653726,0.01768577052653726,0.8249659690917442,0.8249659690917442,0.94895866661765,0.94895866661765,-0.13066185271045572,-0.13066185271045572
