date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_median_history,speculation_mad_history,speculation_mad_value,signal,position_scale,is_effective_signal,daily_return,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-15,189680.8139697453,down_trend,2.0,0,,12,speculation_mad,2.4530552392031484,0.8881893576869988,0.3460155010249421,0.149075834291908,2.4530552392031484,0,1.0,0,-0.020462478732256484,1.0,0.0,1.0,-0.020462478732256484,-0.020462478732256484,0.8858034575358572,0.8858034575358572,1.042570101565494,1.042570101565494,-0.15036556658803124,-0.15036556658803124
2023-08-16,191747.30923578836,down_trend,2.0,0,,12,speculation_mad,1.785436122062344,0.8555210234584508,0.3940449762873875,0.1743335007567405,1.785436122062344,0,1.0,0,0.010894592989107776,1.0,0.0,1.0,0.010894592989107776,0.010894592989107776,0.8954539256740548,0.8954539256740548,1.042570101565494,1.042570101565494,-0.14110914524647666,-0.14110914524647666
2023-08-17,189797.6065547304,down_trend,2.0,0,,12,speculation_mad,0.5417702175021065,0.6625747876374212,0.4950913353168501,0.2085128294358942,0.5417702175021065,0,1.0,0,-0.010168083655664018,1.0,0.0,1.0,-0.010168083655664018,-0.010168083655664018,0.8863488752480082,0.8863488752480082,1.042570101565494,1.042570101565494,-0.14984241930869535,-0.14984241930869535
2023-08-18,191523.40382269217,down_trend,2.0,0,,12,speculation_mad,-1.0113824321481344,0.2623910774735881,0.568378477044128,0.2040629409473202,-1.0113824321481344,0,1.0,0,0.009092829458121399,1.0,0.0,1.0,0.009092829458121399,0.009092829458121399,0.8944082944110361,0.8944082944110361,1.042570101565494,1.042570101565494,-0.14211208141494014,-0.14211208141494014
2023-08-21,197116.13041744623,down_trend,2.0,0,,12,speculation_mad,0.2717748008052692,0.6506022352624492,0.568378477044128,0.2040629409473202,0.2717748008052692,0,1.0,0,0.02920126983505189,1.0,0.0,1.0,0.02920126983505189,0.02920126983505189,0.9205261523588413,0.9205261523588413,1.042570101565494,1.042570101565494,-0.11706066481610677,-0.11706066481610677
2023-08-22,194571.815011419,down_trend,2.0,0,,12,speculation_mad,-0.0680037600377259,0.5788551278390585,0.5995773942854679,0.2055324179980803,-0.0680037600377259,0,1.0,0,-0.012907697612767444,1.0,0.0,1.0,-0.012907697612767444,-0.012907697612767444,0.908644279139549,0.908644279139549,1.042570101565494,1.042570101565494,-0.12845737876507846,-0.12845737876507846
2023-08-23,196128.50058430465,down_trend,2.0,0,,12,speculation_mad,-1.3454500640443787,0.2350757936929626,0.6147286815507538,0.1903246887505725,-1.3454500640443787,0,1.0,0,0.00800057075478433,1.0,0.0,1.0,0.00800057075478433,0.00800057075478433,0.915913951985735,0.915913951985735,1.042570101565494,1.042570101565494,-0.12148454035807832,-0.12148454035807832
2023-08-24,195419.81314730016,down_trend,2.0,0,,12,speculation_mad,-1.5921546679153105,0.1654618274742042,0.6147286815507538,0.1903246887505725,-1.5921546679153105,0,1.0,0,-0.003613383240544721,1.0,0.0,1.0,-0.003613383240544721,-0.003613383240544721,0.9126044038618487,0.9126044038618487,1.042570101565494,1.042570101565494,-0.12465895339650779,-0.12465895339650779
2023-08-25,190778.92248989124,down_trend,2.0,0,,12,speculation_mad,-1.7644213672617697,0.1168524055146719,0.6147286815507538,0.1903246887505725,-1.7644213672617697,0,1.0,0,-0.023748311814784095,1.0,0.0,1.0,-0.023748311814784095,-0.023748311814784095,0.8909315899153923,0.8909315899153923,1.042570101565494,1.042570101565494,-0.145446825515527,-0.145446825515527
2023-08-28,182823.25598746547,down_trend,2.0,0,,12,speculation_mad,0.4990299933125512,0.7831209555005861,0.5637038405737724,0.2965649729924313,0.4990299933125512,0,1.0,0,-0.04170097198681533,1.0,0.0,1.0,-0.04170097198681533,-0.04170097198681533,0.8537788766421617,0.8537788766421617,1.042570101565494,1.042570101565494,-0.1810825235059481,-0.1810825235059481
2023-08-29,183944.18517804652,down_trend,2.0,0,,12,speculation_mad,0.2359933034934326,0.704693048634028,0.6147286815507538,0.257126509021971,0.2359933034934326,0,1.0,0,0.006131217741018213,1.0,0.0,1.0,0.006131217741018213,0.006131217741018213,0.8590135808375366,0.8590135808375366,1.042570101565494,1.042570101565494,-0.17606156214563806,-0.17606156214563806
2023-08-30,183383.0947994899,down_trend,2.0,0,,12,speculation_mad,-0.6085270578485351,0.4301450479677753,0.6147286815507538,0.2045923079287647,-0.6085270578485351,0,1.0,0,-0.003050329522586104,1.0,0.0,1.0,-0.003050329522586104,-0.003050329522586104,0.8563933063516055,0.8563933063516055,1.042570101565494,1.042570101565494,-0.17857484588741868,-0.17857484588741868
2023-08-31,184364.5029335453,down_trend,2.0,0,,12,speculation_mad,0.5119298730133991,0.6723508618009333,0.5045000879034169,0.2211509855802199,0.5119298730133991,0,1.0,0,0.005351682689881843,1.0,0.0,1.0,0.005351682689881843,0.005351682689881843,0.8609764515849381,0.8609764515849381,1.042570101565494,1.042570101565494,-0.1741788391091208,-0.1741788391091208
2023-09-01,184103.68802188992,down_trend,2.0,0,,12,speculation_mad,0.376495420324718,0.627944823211373,0.5045000879034169,0.2211509855802199,0.376495420324718,0,1.0,0,-0.0014146698930943558,1.0,0.0,1.0,-0.0014146698930943558,-0.0014146698930943558,0.8597584541202177,0.8597584541202177,1.042570101565494,1.042570101565494,-0.17534710344251336,-0.17534710344251336
2023-09-04,187126.3395181521,down_trend,2.0,0,,12,speculation_mad,-0.5773091914576558,0.4859046043477473,0.6033999755252157,0.1372740003331263,-0.5773091914576558,0,1.0,0,0.016418201768466423,1.0,0.0,1.0,0.016418201768466423,0.016418201768466423,0.8738741418921082,0.8738741418921082,1.042570101565494,1.042570101565494,-0.16180778579788224,-0.16180778579788224
2023-09-05,187481.0988396477,down_trend,2.0,0,,12,speculation_mad,-0.2757937881278933,0.4685346352422799,0.5323798660934029,0.1561420891240777,-0.2757937881278933,0,1.0,0,0.0018958278263183637,1.0,0.0,1.0,0.0018958278263183637,0.0018958278263183637,0.8755308568070074,0.8755308568070074,1.042570101565494,1.042570101565494,-0.16021871767439444,-0.16021871767439444
2023-09-06,187410.7465832597,down_trend,2.0,0,,12,speculation_mad,-1.325549574883701,0.0619556344017436,0.4772196197950136,0.211302335422467,-1.325549574883701,0,1.0,0,-0.0003752498615776645,1.0,0.0,1.0,-0.0003752498615776645,-0.0003752498615776645,0.8752023139741836,0.8752023139741836,1.042570101565494,1.042570101565494,-0.16053384548434269,-0.16053384548434269
2023-09-07,181934.7677695439,down_trend,2.0,0,,12,speculation_mad,-0.5433142770679111,0.3070118385914482,0.4772196197950136,0.211302335422467,-0.5433142770679111,0,1.0,0,-0.029219129177755154,1.0,0.0,1.0,-0.029219129177755154,-0.029219129177755154,0.8496296645055017,0.8496296645055017,1.042570101565494,1.042570101565494,-0.18506231549348895,-0.18506231549348895
2023-09-08,173951.38707074328,down_trend,2.0,0,,12,speculation_mad,1.110551475570535,0.7779856314922208,0.4772196197950136,0.1826695116047425,1.110551475570535,0,1.0,0,-0.04388045669705709,1.0,0.0,1.0,-0.04388045669705709,-0.04388045669705709,0.8123475268036329,0.8123475268036329,1.042570101565494,1.042570101565494,-0.2208221532692769,-0.2208221532692769
2023-09-11,175933.38619402982,down_trend,2.0,0,,12,speculation_mad,-0.6020413928662833,0.434395784800586,0.5569247137795601,0.1372740003331263,-0.6020413928662833,0,1.0,0,0.011393982863042718,1.0,0.0,1.0,0.011393982863042718,0.011393982863042718,0.8216034006028686,0.8216034006028686,1.042570101565494,1.042570101565494,-0.21194421423636456,-0.21194421423636456
2023-09-12,175115.808687838,down_trend,2.0,0,,12,speculation_mad,-0.3913450934841505,0.3841156394189933,0.4772196197950136,0.1604664923099624,-0.3913450934841505,0,1.0,0,-0.00464708560369631,1.0,0.0,1.0,-0.00464708560369631,-0.00464708560369631,0.8177853392679791,0.8177853392679791,1.042570101565494,1.042570101565494,-0.21560637693329632,-0.21560637693329632
2023-09-13,173532.41662518663,down_trend,2.0,0,,12,speculation_mad,-1.6437098190068613,0.1933871187934704,0.4514652100214329,0.1059014710162121,-1.6437098190068613,0,1.0,0,-0.009041970993458048,1.0,0.0,1.0,-0.009041970993458048,-0.009041970993458048,0.8103909479514428,0.8103909479514428,1.042570101565494,1.042570101565494,-0.22269884132051887,-0.22269884132051887
2023-09-14,166974.9207180873,down_trend,2.0,0,,12,speculation_mad,0.7605008074555936,0.6323941482710722,0.4514652100214329,0.1604664923099624,0.7605008074555936,0,1.0,0,-0.03778830511686415,1.0,0.0,1.0,-0.03778830511686415,-0.03778830511686415,0.7797676475463089,0.7797676475463089,1.042570101565494,1.042570101565494,-0.2520717346723912,-0.2520717346723912
2023-09-15,167419.08418504574,down_trend,2.0,0,,12,speculation_mad,0.2071628735903306,0.5007508365401547,0.4514652100214329,0.1604664923099624,0.2071628735903306,0,1.0,0,0.0026600609543534492,1.0,0.0,1.0,0.0026600609543534492,0.0026600609543534492,0.7818418770190149,0.7818418770190149,1.042570101565494,1.042570101565494,-0.25008219989713587,-0.25008219989713587
2023-09-18,164878.8172660036,down_trend,2.0,0,,12,speculation_mad,-2.2379452738680725,0.1000864947069014,0.4514652100214329,0.1059014710162121,-2.2379452738680725,0,1.0,0,-0.01517310246563297,1.0,0.0,1.0,-0.01517310246563297,-0.01517310246563297,0.7699789101070825,0.7699789101070825,1.042570101565494,1.042570101565494,-0.2614607795188987,-0.2614607795188987
2023-09-19,157557.17446305772,down_trend,2.0,0,,12,speculation_mad,0.1059686178947745,0.4342448894794879,0.4092557121097896,0.1590562334173303,0.1059686178947745,0,1.0,0,-0.044406206475472665,1.0,0.0,1.0,-0.044406206475472665,-0.044406206475472665,0.735787067643108,0.735787067643108,1.042570101565494,1.042570101565494,-0.29425650463381714,-0.29425650463381714
2023-09-20,152200.22593190565,down_trend,2.0,0,,12,speculation_mad,1.6432646495312997,0.7965058156421968,0.4091802644492406,0.1589807857567813,1.6432646495312997,0,1.0,0,-0.034000029191994074,1.0,0.0,1.0,-0.034000029191994074,-0.034000029191994074,0.7107702858641506,0.7107702858641506,1.042570101565494,1.042570101565494,-0.3182518040783273,-0.3182518040783273
2023-09-21,157066.76293912297,down_trend,2.0,0,,12,speculation_mad,1.901281513035908,0.892920667367586,0.4343203371400369,0.162691154839812,1.901281513035908,0,1.0,0,0.031974571505528626,1.0,0.0,1.0,0.031974571505528626,0.031974571505528626,0.7334968611935189,0.7334968611935189,1.042570101565494,1.042570101565494,-0.29645319763906464,-0.29645319763906464
2023-09-22,152456.84817710766,down_trend,2.0,1,2.0,12,speculation_mad,1.745185408384063,1.0355193138275331,0.4675733106703703,0.2195035147388009,1.745185408384063,0,1.0,0,-0.029350033551032384,1.0,0.0,1.0,-0.029350033551032384,-0.029350033551032384,0.7119687037079121,0.7119687037079121,1.042570101565494,1.042570101565494,-0.3171023198930797,-0.3171023198930797
2023-09-25,151866.87342410494,down_trend,2.0,1,2.0,12,speculation_mad,1.091646253595406,0.8228342036462523,0.4675733106703703,0.2195035147388009,1.091646253595406,0,1.0,0,-0.0038697819091561003,1.0,0.0,1.0,-0.0038697819091561003,-0.0038697819091561003,0.7092135400984179,0.7092135400984179,1.042570101565494,1.042570101565494,-0.31974498498136217,-0.31974498498136217
2023-09-26,144355.1337711975,down_trend,2.0,1,2.0,12,speculation_mad,1.2440871710264152,1.014961885819421,0.5665724924056135,0.243097517238611,1.2440871710264152,0,1.0,0,-0.04946266083933981,1.0,0.0,1.0,-0.04946266083933981,-0.04946266083933981,0.6741339513018623,0.6741339513018623,1.042570101565494,1.042570101565494,-0.35339220807348914,-0.35339220807348914
2023-09-27,140785.90414311024,up_trend,3.0,1,2.0,12,speculation_mad,1.3681797224184409,1.215383281344587,0.7144499819566346,0.2469521189468132,1.3681797224184409,0,1.0,0,-0.024725339063759733,1.0,0.0,1.0,-0.024725339063759733,-0.024725339063759733,0.6574657607815316,0.6574657607815316,1.042570101565494,1.042570101565494,-0.3693798049701411,-0.3693798049701411
2023-09-28,143446.1425217841,up_trend,3.0,1,2.0,12,speculation_mad,0.0514818671149656,0.8261238695697705,0.8096700096442245,0.2155705901792525,0.0514818671149656,0,1.0,0,0.018895630175942202,1.0,0.0,1.0,0.018895630175942202,0.018895630175942202,0.6698889906506039,0.6698889906506039,1.042570101565494,1.042570101565494,-0.3574638389833764,-0.3574638389833764
2023-10-09,144995.4945334111,up_trend,3.0,1,2.0,12,speculation_mad,-2.1822158403334955,0.174944469642449,0.8244790366080114,0.2007615632154656,-2.1822158403334955,0,1.0,0,0.010800931864666463,1.0,0.0,1.0,0.010800931864666463,0.010800931864666463,0.6771244159955113,0.6771244159955113,1.042570101565494,1.042570101565494,-0.3505238496876514,-0.3505238496876514
2023-10-10,145276.11008979706,up_trend,3.0,1,3.0,12,speculation_mad,-0.7761769485005772,0.5934506713955551,0.8244790366080114,0.2007615632154656,-0.7761769485005772,0,1.0,0,0.0019353398344477135,1.0,0.0,1.0,0.0019353398344477135,0.0019353398344477135,0.6784348818506646,0.6784348818506646,1.042570101565494,1.042570101565494,-0.34926689262242816,-0.34926689262242816
2023-10-11,148356.2540127733,up_trend,3.0,1,3.0,12,speculation_mad,-1.6600716485855689,0.3303602150568635,0.8244790366080114,0.2007615632154656,-1.6600716485855689,0,1.0,0,0.021201998876982486,1.0,0.0,1.0,0.021201998876982486,0.021201998876982486,0.6928190574537682,0.6928190574537682,1.042570101565494,1.042570101565494,-0.3354700500105935,-0.3354700500105935
2023-10-12,157649.97815621665,up_trend,3.0,1,3.0,12,speculation_mad,-0.03448239138876,0.8142153840651848,0.8244790366080114,0.2007615632154656,-0.03448239138876,0,1.0,0,0.06264464012850546,1.0,0.0,1.0,0.06264464012850546,0.06264464012850546,0.7362204579821298,0.7362204579821298,1.042570101565494,1.042570101565494,-0.29384081043889343,-0.29384081043889343
2023-10-13,159604.77838890062,down_trend,4.0,1,3.0,12,speculation_mad,1.1871406740307464,1.1778303822365563,0.8244790366080114,0.2007615632154656,1.1871406740307464,0,1.0,0,0.012399622604114535,1.0,0.0,1.0,0.012399622604114535,0.012399622604114535,0.7453493138145365,0.7453493138145365,1.042570101565494,1.042570101565494,-0.2850847029899084,-0.2850847029899084
2023-10-16,156717.2664438177,down_trend,4.0,1,3.0,12,speculation_mad,1.566902053302787,1.3379614333609042,0.8244790366080114,0.221034321215989,1.566902053302787,0,1.0,0,-0.018091638447359504,1.0,0.0,1.0,-0.018091638447359504,-0.018091638447359504,0.7318647235120164,0.7318647235120164,1.042570101565494,1.042570101565494,-0.29801869206390164,-0.29801869206390164
2023-10-17,157225.7441294602,down_trend,4.0,1,3.0,12,speculation_mad,0.5530683205136645,1.0640686089454428,0.8244790366080114,0.2921898554205006,0.5530683205136645,0,1.0,0,0.0032445543313810443,1.0,0.0,1.0,0.0032445543313810443,0.0032445543313810443,0.7342392983706723,0.7342392983706723,1.042570101565494,1.042570101565494,-0.29574107557068907,-0.29574107557068907
2023-10-18,153207.98823114813,down_trend,4.0,0,,12,speculation_mad,0.0206303022608096,0.9289867039980632,0.9205428776945956,0.276063954095976,0.0206303022608096,0,1.0,0,-0.025554058723384565,1.0,0.0,1.0,-0.025554058723384565,-0.025554058723384565,0.7154765042230914,0.7154765042230914,1.042570101565494,1.042570101565494,-0.3137377494820234,-0.3137377494820234
2023-10-19,146620.07736703512,down_trend,4.0,0,,12,speculation_mad,0.5073451752382856,1.0973375615124814,0.8775552867839168,0.2921898554205006,0.5073451752382856,0,1.0,0,-0.04299978702268248,1.0,0.0,1.0,-0.04299978702268248,-0.04299978702268248,0.684711166921765,0.684711166921765,1.042570101565494,1.042570101565494,-0.3432468800960031,-0.3432468800960031
2023-10-20,141762.22849393392,down_trend,4.0,0,,12,speculation_mad,0.9268144972905772,1.2237495586798215,0.8775552867839168,0.2519434450584631,0.9268144972905772,0,1.0,0,-0.03313222145518657,1.0,0.0,1.0,-0.03313222145518657,-0.03313222145518657,0.6620251649064739,0.6620251649064739,1.042570101565494,1.042570101565494,-0.3650065699060471,-0.3650065699060471
2023-10-23,141845.8572222496,down_trend,4.0,0,,12,speculation_mad,0.5210887971314266,1.1547237973645903,0.9965276564717528,0.2047670873073183,0.5210887971314266,0,1.0,0,0.0005899225005427944,1.0,0.0,1.0,0.0005899225005427944,0.0005899225005427944,0.6624157084471778,0.6624157084471778,1.042570101565494,1.042570101565494,-0.3646319729939378,-0.3646319729939378
2023-10-24,144547.43179243224,down_trend,4.0,0,,12,speculation_mad,-1.153320985138796,0.828693564588757,1.080703085228962,0.1473814273408791,-1.153320985138796,0,1.0,0,0.019045847535396954,1.0,0.0,1.0,0.019045847535396954,0.019045847535396954,0.6750319770353147,0.6750319770353147,1.042570101565494,1.042570101565494,-0.35253085042271437,-0.35253085042271437
2023-10-25,141611.4743999891,down_trend,4.0,0,,12,speculation_mad,-0.1623440344032427,1.045229662984907,1.080703085228962,0.1473814273408791,-0.1623440344032427,0,1.0,0,-0.020311377075582615,1.0,0.0,1.0,-0.020311377075582615,-0.020311377075582615,0.6613211480116744,0.6613211480116744,1.042570101565494,1.042570101565494,-0.3656818404645854,-0.3656818404645854
2023-10-26,140808.58170937747,down_trend,4.0,0,,12,speculation_mad,-0.3586675570718896,1.016845620680504,1.080703085228962,0.1200868852292268,-0.3586675570718896,0,1.0,0,-0.005669686683324904,1.0,0.0,1.0,-0.005669686683324904,-0.005669686683324904,0.6575716643053915,0.6575716643053915,1.042570101565494,1.042570101565494,-0.36927822568669455,-0.36927822568669455
2023-10-27,142256.96517097135,down_trend,4.0,0,,12,speculation_mad,-0.396116562968193,1.0304469770553892,1.080703085228962,0.0855740045716112,-0.396116562968193,0,1.0,0,0.010286187418486081,1.0,0.0,1.0,0.010286187418486081,0.010286187418486081,0.6643355696855225,0.6643355696855225,1.042570101565494,1.042570101565494,-0.36279050330718776,-0.36279050330718776
2023-10-30,145151.50205200096,down_trend,4.0,0,,12,speculation_mad,-1.82151119288782,0.8618781030406721,1.0546491359651748,0.071381543473361,-1.82151119288782,0,1.0,0,0.020347241891114587,1.0,0.0,1.0,0.020347241891114587,0.020347241891114587,0.6778529662187853,0.6778529662187853,1.042570101565494,1.042570101565494,-0.34982504754266375,-0.34982504754266375
2023-10-31,141472.84801844467,down_trend,4.0,0,,12,speculation_mad,0.0409925397107707,1.0429541271050051,1.037838320020148,0.0841754287572091,0.0409925397107707,0,1.0,0,-0.025343547821078727,1.0,0.0,1.0,-0.025343547821078727,-0.025343547821078727,0.6606737671537595,0.6606737671537595,1.042570101565494,1.042570101565494,-0.3663027875423338,-0.3663027875423338
2023-11-01,140968.30176748667,down_trend,4.0,0,,12,speculation_mad,-1.023717715080998,0.9089421263603804,1.0367005520801973,0.0841754287572091,-1.023717715080998,0,1.0,0,-0.0035663822282860913,1.0,0.0,1.0,-0.0035663822282860913,-0.0035663822282860913,0.6583175519718875,0.6583175519718875,1.042570101565494,1.042570101565494,-0.3685627940189573,-0.3685627940189573
2023-11-02,139460.8904642823,down_trend,4.0,0,,12,speculation_mad,-3.423204738112899,0.5833284177212471,1.0367005520801973,0.0893301273583385,-3.423204738112899,1,0.5,0,-0.010693264260859814,1.0,0.0,1.0,-0.010693264260859814,-0.010693264260859814,0.6512779884210897,0.6512779884210897,1.042570101565494,1.042570101565494,-0.3753149189266516,-0.3753149189266516
2023-11-03,139792.89015969163,down_trend,4.0,0,,12,speculation_mad,-2.8891892942308113,0.4972419244517814,1.023646298867947,0.1228908355021049,-2.8891892942308113,0,1.0,0,0.0023805935434948466,1.0,1.0,0.5,0.0023805935434948466,0.0011902967717474233,0.6528284165953453,0.6520532025082175,1.042570101565494,1.042570101565494,-0.37382779765593077,-0.3745713582912912
2023-11-06,137673.10349068398,down_trend,4.0,0,,12,speculation_mad,-3.4959460819976105,0.4877300861672962,0.9628938735204422,0.0916757799721174,-3.4959460819976105,1,0.5,0,-0.015163765958240982,1.0,1.0,0.5,-0.015163765958240982,-0.007581882979120491,0.6429290792752045,0.6471094114306394,1.042570101565494,1.042570101565494,-0.3833229263818325,-0.379313285064517
2023-11-07,134064.895158069,down_trend,4.0,0,,12,speculation_mad,-0.711756105744281,0.725760940812266,0.8854101147005262,0.1512904373796709,-0.711756105744281,0,1.0,0,-0.02620852033642962,1.0,1.0,0.5,-0.02620852033642962,-0.01310426016821481,0.6260788594261383,0.638629521345952,1.042570101565494,1.042570101565494,-0.39948512000676417,-0.38744692525998603
2023-11-08,135846.2033121477,down_trend,4.0,0,,12,speculation_mad,1.2961282601697297,1.1901756336576224,0.8854101147005262,0.1585965931463695,1.2961282601697297,0,1.0,0,0.013286909686375692,1.0,1.0,0.5,0.013286909686375692,0.006643454843187846,0.6343975126878825,0.6428722277325405,1.042570101565494,1.042570101565494,-0.39150613303096937,-0.3833774565688949
2023-11-09,135284.71439327145,down_trend,4.0,0,,12,speculation_mad,-1.2991899338270154,0.5799246881619707,0.8854101147005262,0.1585965931463695,-1.2991899338270154,0,1.0,0,-0.004133269132196915,1.0,1.0,0.5,-0.004133269132196915,-0.0020666345660984575,0.6317753770311472,0.6415436457651237,1.042570101565494,1.042570101565494,-0.3940212019484436,-0.38465179003138517
2023-11-10,139399.19152847852,down_trend,4.0,0,,12,speculation_mad,0.1886825354234682,0.8568342382430861,0.7938195219264691,0.2252611444467092,0.1886825354234682,0,1.0,0,0.030413466544685352,1.0,0.0,1.0,0.030413466544685352,0.030413466544685352,0.6509898563242399,0.6610552119725568,1.042570101565494,1.042570101565494,-0.375591286047114,-0.3659369178341727
2023-11-13,133822.71001129967,down_trend,4.0,0,,12,speculation_mad,0.1676983298116699,0.8434280036976943,0.7912975895276761,0.2096710365860672,0.1676983298116699,0,1.0,0,-0.040003686219655,1.0,0.0,1.0,-0.040003686219655,-0.040003686219655,0.6249478623796667,0.6346105666989391,1.042570101565494,1.042570101565494,-0.4005699363129035,-0.39130177841660174
