strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only_simple,-1.136481628148187,-0.4306667222456283,-1.7893223361205859,0.4330352209865258,-0.9945304709037254,5,0.007518796992481203
long_only_reduce_position_simple,-1.0852566101431713,-0.4112551364753066,-1.7893223361205859,0.433110209545327,-0.9495392336907423,5,0.007518796992481203
