strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,61,0.09172932330827067
long_only_reduce_position,-0.14017933548591266,-0.055625964399147576,-0.706909751323159,0.415349056798385,-0.13392582332538924,61,0.09172932330827067
