strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only_simple,-1.136481628148187,-0.4306667222456283,-1.7893223361205859,0.4330352209865258,-0.9945304709037254,64,0.0962406015037594
long_only_reduce_position_simple,-1.0425424281984712,-0.39506870963310425,-1.5650529016772698,0.3840133608510717,-1.0287889691065204,64,0.0962406015037594
