symbol,factor_id,factor_name,annual_return,max_drawdown,sharpe_ratio,win_rate,avg_profit_giveback,num_trades,num_signal_trades,num_effective_signal_trades
LC,12,speculation_mad,-0.01755583400812233,0.5936121163416115,0.17997680795076415,0.4375,0.5790749064312967,48,21,16
