strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,37,0.055639097744360905
long_only_reduce_position,-0.34867264978979196,-0.149959260363002,-0.7931868537955584,0.452671587474006,-0.3312760608630273,37,0.055639097744360905
