symbol,factor_id,factor_name,annual_return,max_drawdown,sharpe_ratio,win_rate,avg_profit_giveback,num_trades,num_signal_trades,num_effective_signal_trades
LC,51,price_volume_up_oi_down,-81928.17508161771,221933.7628811586,-1.4925349818879179,0.5102040816326531,0.5742864329263098,49,10,6
