strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,8,0.012030075187969926
long_only_reduce_position,-0.1600376402457503,-0.06395126652010052,-0.6890631546572027,0.45268170622170883,-0.14127203649086553,8,0.012030075187969926
