date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,price_ma_5,price_ma_10,price_ma_20,is_ma_bullish,open_interest_rank_10,log_open_interest,delta_log_open_interest,oi_change_rate,log_open_interest_median_past,log_open_interest_mad_past,log_open_interest_mad_score,signal,position,position_scale,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2018-01-02,55613.82794012001,55412.23288912307,55883.62496629107,55112.64680123779,187723.0,51834403750.0,371971.0,-0.6838484221979089,13,price_up_oi_down,,,,,,0,,12.826571173227231,,,,,,0,1.0,1.0,1.0,position,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2018-01-03,55406.77803436197,54882.88638636866,55409.530804718845,54835.60689642022,171685.0,47141035350.0,366919.0,-0.7594797128381782,13,price_up_oi_down,,-0.009552881650043088,,,,0,,12.812896394230147,-0.0136747789970854,-1.3581703950039548,,,,0,1.0,1.0,1.0,position,1.0,-0.009552881650043088,-0.009552881650043088,0.9904471183499569,0.9904471183499569,1.0,1.0,-0.009552881650043088,-0.009552881650043088
2018-01-04,54891.55082706235,55166.48867502227,55610.05543633282,54877.277490479166,188367.0,51900862150.0,369493.0,-0.6737396081247622,13,price_up_oi_down,,0.005167408409555874,,,,0,,12.819887074671325,0.0069906804411754,0.7015172285981253,,,,0,1.0,1.0,1.0,position,1.0,0.005167408409555874,0.005167408409555874,0.9955651631185388,0.9955651631185388,1.0,1.0,-0.004434836881461179,-0.004434836881461179
2018-01-05,55174.92919894123,54645.80407039207,55298.81875644295,54597.02321839718,168345.0,46114851200.0,360211.0,-0.760674525728906,13,price_up_oi_down,,-0.009438422077168607,,,,0,,12.794445249847373,-0.0254418248239503,-2.5120908921142826,,,,0,1.0,1.0,1.0,position,1.0,-0.009438422077168607,-0.009438422077168607,0.9861685989037008,0.9861685989037008,1.0,1.0,-0.013831401096299212,-0.013831401096299212
2018-01-06,54656.80081080706,54687.526645506194,54716.70565909636,54628.23908472514,5614.0,1529662950.0,359160.0,-4.158504493712917,13,price_up_oi_down,,0.0007635092176587754,54958.987733282454,,,0,,12.791523250634745,-0.0029219992126279,-0.2917734327936516,,,,0,1.0,1.0,1.0,position,1.0,0.0007635092176587754,0.0007635092176587754,0.9869215477191294,0.9869215477191294,1.0,1.0,-0.013078452280870567,-0.013078452280870567
2018-01-08,54701.67187800185,54862.0709737602,55062.82202809421,54577.0763925403,155421.0,42427049050.0,356977.0,-0.8315337899951496,13,price_up_oi_down,-1.3549103919287446,0.003191666161562523,54848.95535020988,,,0,0.0,12.78542663291604,-0.0060966177187058,-0.6078071054682943,12.812896394230147,0.0136747789970854,-1.3549103919287446,0,1.0,1.0,1.0,position,1.0,0.003191666161562523,0.003191666161562523,0.9900714718271015,0.9900714718271015,1.0,1.0,-0.009928528172898465,-0.009928528172898465
2018-01-09,54860.96386352365,54906.74394376454,55304.116396188496,54783.51836386973,170768.0,46819791300.0,357070.0,-0.7376259308185393,13,price_up_oi_down,-0.8553036324578854,0.0008142778646782478,54853.72686168905,,,0,0.1666666666666666,12.785687119972286,0.0002604870562468,0.0260520985946088,12.80367082203876,0.0141819120182891,-0.8553036324578854,0,1.0,1.0,1.0,position,1.0,0.0008142778646782478,0.0008142778646782478,0.9908776651110598,0.9908776651110598,1.0,1.0,-0.009122334888940209,-0.009122334888940209
2018-01-10,54900.15683638606,55153.09291151541,55461.1973248712,54887.044257157024,139882.0,38429115600.0,351937.0,-0.922652972244378,13,price_up_oi_down,-1.7379243149306995,0.0044866795962839046,54851.04770898768,,,0,0.0,12.771207461289164,-0.0144796586831219,-1.4375332567843735,12.794445249847373,0.0090186169313337,-1.7379243149306995,0,1.0,1.0,1.0,position,1.0,0.0044866795962839046,0.0044866795962839046,0.995323415713527,0.995323415713527,1.0,1.0,-0.004676584286472996,-0.004676584286472996
2018-01-11,55163.61422710174,54633.15827746393,55365.11253000942,54437.51128644182,182352.0,50031199450.0,350669.0,-0.6539038734864236,13,price_up_oi_down,-1.246662878504711,-0.009427116533348934,54848.518550402056,,,0,0.0,12.76759803758194,-0.003609423707223,-0.3602917567632646,12.79298425024106,0.0137348806570543,-1.246662878504711,0,1.0,1.0,1.0,position,1.0,-0.009427116533348934,-0.009427116533348934,0.9859403858852247,0.9859403858852247,1.0,1.0,-0.014059614114775298,-0.014059614114775298
2018-01-12,54636.395335576206,54634.50639626128,54969.8892355198,54557.69164744847,150686.0,41136756400.0,345358.0,-0.8293833586557814,13,price_up_oi_down,-1.3010015013613818,2.467583496623682e-05,54837.914500553066,54898.45111691776,,0,0.0,12.752336839153983,-0.0152611984279555,-1.5145336485404282,12.791523250634745,0.0203157893455809,-1.3010015013613818,0,1.0,1.0,1.0,position,1.0,2.467583496623682e-05,2.467583496623682e-05,0.9859647147874734,0.9859647147874734,1.0,1.0,-0.014035285212526616,-0.014035285212526616
2018-01-13,54634.52603444232,54590.18632693384,54637.84800669503,54563.79346311304,5295.0,1440622750.0,344663.0,-4.175804148992436,13,price_up_oi_down,-1.3446929530507117,-0.0008112102085444661,54783.53757118779,54816.24646069883,,0,0.0,12.750322407027944,-0.0020144321260424,-0.2012404519367794,12.788605185303515,0.0192024358679629,-1.3446929530507117,0,1.0,1.0,1.0,position,1.0,-0.0008112102085444661,-0.0008112102085444661,0.9851648901455732,0.9851648901455732,1.0,1.0,-0.01483510985442682,-0.01483510985442682
2018-01-15,54623.22888895981,54999.72333152296,55270.43542175897,54574.44242021623,166220.0,45555451650.0,344311.0,-0.7282331065910324,13,price_up_oi_down,-1.5138252270275283,0.007502026135914885,54802.13344873948,54827.93015521427,,0,0.0,12.74930059769805,-0.0010218093298934,-0.1021287460505671,12.78555687644416,0.0161541270086091,-1.5138252270275283,0,1.0,1.0,1.0,position,1.0,0.007502026135914885,0.007502026135914885,0.992555622899631,0.992555622899631,1.0,1.0,-0.007444377100369048,-0.007444377100369048
2018-01-16,54998.01535208732,53955.17105539709,55034.4060764218,53818.55292817944,234822.0,63700116200.0,333050.0,-0.3494648485313118,13,price_up_oi_down,-2.863528829176269,-0.018991955101839375,54562.549077515825,54706.798393251745,,0,0.0,12.716047907841324,-0.0332526898567238,-3.270589670385171,12.7783170471026,0.0146672031384582,-2.863528829176269,0,1.0,1.0,1.0,position,1.0,-0.018991955101839375,-0.018991955101839375,0.973705051073443,0.973705051073443,1.0,1.0,-0.026294948926557038,-0.026294948926557038
2018-01-17,53956.853744355845,53689.39564960002,54217.35515332096,53652.99758954214,181215.0,48720316200.0,329395.0,-0.5975734668751594,13,price_up_oi_down,-2.4030345285685044,-0.004925856050464472,54373.79655194304,54611.15755117255,,0,0.0,12.705012917496934,-0.0110349903443918,-1.097432817895172,12.769402749435551,0.0180731263445892,-2.4030345285685044,0,1.0,1.0,1.0,position,1.0,-0.004925856050464472,-0.004925856050464472,0.9689087201562451,0.9689087201562451,1.0,1.0,-0.031091279843754926,-0.031091279843754926
