strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,3,0.004511278195488722
long_only_reduce_position,-0.14663554226376152,-0.05831940908228683,-0.7453032820806917,0.4526797015235833,-0.12883150909130958,3,0.004511278195488722
