symbol,factor_id,factor_name,annual_return,max_drawdown,sharpe_ratio,win_rate,avg_profit_giveback,num_trades,num_signal_trades,num_effective_signal_trades
LC,21,speculation_change_rate,11.091203638078204,-0.1110385554338027,7.26686135558132,1.0,0.5790749064312967,48,28,24
