strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only,-0.17311806409544062,-0.06950202302716169,-0.7353891228772502,0.4526834563342975,-0.1535333842106124,87,0.13082706766917293
long_only_reduce_position,-0.22103874184514216,-0.09031670406839132,-0.6608459873721395,0.4111440659177811,-0.21967167121038417,87,0.13082706766917293
