date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,price_ma_5,price_ma_10,price_ma_20,is_ma_bullish,open_interest_rank_10,log_open_interest,delta_log_open_interest,oi_change_rate,log_open_interest_median_past,log_open_interest_mad_past,log_open_interest_mad_score,signal,position,position_scale,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2018-01-02,55613.82794012001,55412.23288912307,55883.62496629107,55112.64680123779,187723.0,51834403750.0,371971.0,-0.6838484221979089,13,price_up_oi_down,,-0.00362490874057438,,,,0,,12.826571173227231,,,,,,0,1.0,1.0,1.0,position,1.0,-0.00362490874057438,-0.00362490874057438,0.9963750912594256,0.9963750912594256,0.9963750912594256,0.9963750912594256,0.0,0.0
2018-01-03,55406.77803436197,54882.88638636866,55409.530804718845,54835.60689642022,171685.0,47141035350.0,366919.0,-0.7594797128381782,13,price_up_oi_down,,-0.009455371104026394,,,,0,,12.812896394230147,-0.0136747789970854,-1.3581703950039548,,,,0,1.0,1.0,1.0,position,1.0,-0.009455371104026394,-0.009455371104026394,0.9869197201553992,0.9869197201553992,0.9963750912594256,0.9963750912594256,-0.009489770656625596,-0.009489770656625596
2018-01-04,54891.55082706235,55166.48867502227,55610.05543633282,54877.277490479166,188367.0,51900862150.0,369493.0,-0.6737396081247622,13,price_up_oi_down,,0.005008746224462235,,,,0,,12.819887074671325,0.0069906804411754,0.7015172285981253,,,,0,1.0,1.0,1.0,position,1.0,0.005008746224462235,0.005008746224462235,0.9919284663798614,0.9919284663798614,0.9963750912594256,0.9963750912594256,-0.004462802130012711,-0.004462802130012711
2018-01-05,55174.92919894123,54645.80407039207,55298.81875644295,54597.02321839718,168345.0,46114851200.0,360211.0,-0.760674525728906,13,price_up_oi_down,,-0.009589955732273298,,,,0,,12.794445249847373,-0.0254418248239503,-2.5120908921142826,,,,0,1.0,1.0,1.0,position,1.0,-0.009589955732273298,-0.009589955732273298,0.9823385106475881,0.9823385106475881,0.9963750912594256,0.9963750912594256,-0.014087647046751361,-0.014087647046751361
2018-01-06,54656.80081080706,54687.526645506194,54716.70565909636,54628.23908472514,5614.0,1529662950.0,359160.0,-4.158504493712917,13,price_up_oi_down,,0.0005621594063928697,54958.987733282454,,,0,,12.791523250634745,-0.0029219992126279,-0.2917734327936516,,,,0,1.0,1.0,1.0,position,1.0,0.0005621594063928697,0.0005621594063928697,0.9829006700539811,0.9829006700539811,0.9963750912594256,0.9963750912594256,-0.013523442450184886,-0.013523442450184886
2018-01-08,54701.67187800185,54862.0709737602,55062.82202809421,54577.0763925403,155421.0,42427049050.0,356977.0,-0.8315337899951496,13,price_up_oi_down,-1.3549103919287446,0.0029322521643594594,54848.95535020988,,,0,0.0,12.78542663291604,-0.0060966177187058,-0.6078071054682943,12.812896394230147,0.0136747789970854,-1.3549103919287446,0,1.0,1.0,1.0,position,1.0,0.0029322521643594594,0.0029322521643594594,0.9858329222183405,0.9858329222183405,0.9963750912594256,0.9963750912594256,-0.010580522469464504,-0.010580522469464504
2018-01-09,54860.96386352365,54906.74394376454,55304.116396188496,54783.51836386973,170768.0,46819791300.0,357070.0,-0.7376259308185393,13,price_up_oi_down,-0.8553036324578854,0.0008344745884300405,54853.72686168905,,,0,0.1666666666666666,12.785687119972286,0.0002604870562468,0.0260520985946088,12.80367082203876,0.0141819120182891,-0.8553036324578854,0,1.0,1.0,1.0,position,1.0,0.0008344745884300405,0.0008344745884300405,0.9866673968067705,0.9866673968067705,0.9963750912594256,0.9963750912594256,-0.009743011981947935,-0.009743011981947935
2018-01-10,54900.15683638606,55153.09291151541,55461.1973248712,54887.044257157024,139882.0,38429115600.0,351937.0,-0.922652972244378,13,price_up_oi_down,-1.7379243149306995,0.004607201321539976,54851.04770898768,,,0,0.0,12.771207461289164,-0.0144796586831219,-1.4375332567843735,12.794445249847373,0.0090186169313337,-1.7379243149306995,0,1.0,1.0,1.0,position,1.0,0.004607201321539976,0.004607201321539976,0.9912745981283105,0.9912745981283105,0.9963750912594256,0.9963750912594256,-0.0051190492173665,-0.0051190492173665
2018-01-11,55163.61422710174,54633.15827746393,55365.11253000942,54437.51128644182,182352.0,50031199450.0,350669.0,-0.6539038734864236,13,price_up_oi_down,-1.246662878504711,-0.009616047771162798,54848.518550402056,,,0,0.0,12.76759803758194,-0.003609423707223,-0.3602917567632646,12.79298425024106,0.0137348806570543,-1.246662878504711,0,1.0,1.0,1.0,position,1.0,-0.009616047771162798,-0.009616047771162798,0.9816585503571477,0.9816585503571477,0.9963750912594256,0.9963750912594256,-0.014770081098350318,-0.014770081098350318
2018-01-12,54636.395335576206,54634.50639626128,54969.8892355198,54557.69164744847,150686.0,41136756400.0,345358.0,-0.8293833586557814,13,price_up_oi_down,-1.3010015013613818,-3.457291249408853e-05,54837.914500553066,54898.45111691776,,0,0.0,12.752336839153983,-0.0152611984279555,-1.5145336485404282,12.791523250634745,0.0203157893455809,-1.3010015013613818,0,1.0,1.0,1.0,position,1.0,-3.457291249408853e-05,-3.457291249408853e-05,0.9816239774446536,0.9816239774446536,0.9963750912594256,0.9963750912594256,-0.014804779790436595,-0.014804779790436595
