date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,daily_return,ret_5,close_rank_20,close_rank_60,price_ma_5,price_ma_10,price_ma_20,is_price_ma_bullish,open_interest_ma_5,open_interest_ma_10,is_open_interest_ma_bullish,oi_change_5,oi_change_5_rate,oi_change_5_rate_median_past,oi_change_5_rate_mad_past,oi_change_5_rate_mad_score,oi_change_5_rate_mad_abs_score,log_volume,log_volume_median_past,log_volume_mad_past,volume_mad_score,price_volume_oi_score,signal,position,position_scale,is_effective_signal,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2024-04-24,110012.53579914192,110654.33733416622,112298.312709888,109638.2487417129,195371.0,21616883650.0,268944.0,-0.3196028644074781,0.04,down_trend,-1.0,19.0,up_trend,16.0,1,16.0,up_trend,1,0,51,price_volume_up_oi_down,4.81423169089529,0.005833894568125332,0.0087825887106869,0.55,0.5666666666666667,109158.64576965706,110084.6229849776,110613.57783487043,0,265456.2,267811.7,0,5912.0,0.0224763526871255,-0.0445003896020217,0.0132538140660942,3.4084674453931476,3.4084674453931476,12.182655594065697,11.952344721193024,0.1834072253081675,0.8469816567914557,4.81423169089529,0,1.0,1.0,0,1.0,position,1.0,0.005833894568125332,0.005833894568125332,0.05467391364460006,0.12502523880651795,0.94895866661765,0.94895866661765,-0.9423853582164196,-0.8682500690444798
2024-04-25,110795.79801787336,109968.80324208087,112897.68177105926,108804.65377906871,172538.0,19142989750.0,266002.0,-0.4328863254841859,0.04,down_trend,-1.0,19.0,up_trend,16.0,1,16.0,up_trend,1,0,51,price_volume_up_oi_down,3.337482112930034,-0.007464134837126881,0.0113704546657236,0.5,0.55,109405.91328397676,109819.65168403812,110692.49925889644,0,266136.2,266802.1,0,3400.0,0.0129473499821021,-0.0392808979503974,0.0144600830852469,2.4361872891603022,2.4361872891603022,12.058372781048377,11.952344721193024,0.1834072253081675,0.389924369104008,3.337482112930034,0,1.0,1.0,0,1.0,position,1.0,-0.007464134837126881,-0.007464134837126881,0.047209778807473124,0.11756110396939101,0.94895866661765,0.94895866661765,-0.9502509640638599,-0.8761156748919201
2024-04-26,110161.21719455309,110328.255441008,111070.18634352676,109224.51698045492,106644.0,11709355350.0,261900.0,-0.8984665669693278,0.04,down_trend,-1.0,19.0,up_trend,16.0,1,16.0,up_trend,1,0,51,price_volume_up_oi_down,1.49604312296078,0.0015163071969322576,0.02176016134524,0.5,0.55,109875.83973641827,109619.78039650894,110792.14167872684,0,265707.6,265820.4,0,-2143.0,-0.008116102301519,-0.0333424155671278,0.0174640385421951,0.9742829616155398,0.9742829616155398,11.577251463526476,11.952344721193024,0.1374801662438933,-1.8402431648794737,1.49604312296078,0,1.0,1.0,0,1.0,position,1.0,0.0015163071969322576,0.0015163071969322576,0.04872608600440542,0.11907741116632331,0.94895866661765,0.94895866661765,-0.9486530997413422,-0.8745178105694024
2024-04-29,110022.24727589048,115988.79717510032,117202.94439725316,109803.69319048928,316938.0,36140303900.0,289851.0,0.0893391733119337,0.04,up_trend,1.0,20.0,down_trend,17.0,1,16.0,up_trend,1,0,51,price_volume_up_oi_down,8.387909767611681,0.05423039473324149,0.0645866670045607,1.0,0.85,111283.20844609528,110019.23594254788,111167.01787089289,0,270423.0,267642.9,1,23577.0,0.0885441312332409,-0.023973091533161,0.0205272980688606,3.6971172134212766,3.6971172134212766,12.666461450134236,11.952344721193024,0.1834072253081675,2.6262058871858427,8.387909767611681,0,1.0,1.0,0,1.0,position,1.0,0.05423039473324149,0.05423039473324149,0.10295648073764696,0.17330780589956485,0.94895866661765,0.94895866661765,-0.8915058322775931,-0.8173705431056533
2024-04-30,116209.49391119456,111891.1974591796,117228.68398979784,111025.19832363048,263989.0,29930444750.0,276761.0,-0.0472468822514201,0.04,up_trend,1.0,20.0,down_trend,17.0,1,16.0,up_trend,1,0,51,price_volume_up_oi_down,5.30987799478935,-0.03715958401225745,0.0220628425564213,0.6,0.6,111766.278130307,110366.1248854118,111403.9124716838,0,272691.6,268482.7,1,11343.0,0.0427363630198404,-0.0153387524993615,0.0309142721703135,1.2670888241062404,1.2670888241062404,12.483662714593708,12.010249749192525,0.1319077943127027,2.420726328126688,5.30987799478935,0,1.0,1.0,0,1.0,position,1.0,-0.03715958401225745,-0.03715958401225745,0.06579689672538946,0.13614822188730735,0.94895866661765,0.94895866661765,-0.930664106836278,-0.8565288176643382
2024-05-06,112558.68449525732,112887.53718943716,113401.03635445592,111367.18985734948,127555.0,14303701700.0,281666.0,-0.7921743276892471,0.04,up_trend,1.0,20.0,down_trend,17.0,1,16.0,up_trend,1,0,51,price_volume_up_oi_down,3.2269396494320883,0.0029216110303217383,0.0201817652075118,0.8,0.7,112212.9181013612,110685.78193550912,111423.26517105784,0,275236.0,270346.1,1,12722.0,0.0473035278719733,-0.0095450221564495,0.0272568734910634,1.4067578842245765,1.4067578842245765,11.756302923115248,12.010249749192525,0.1481221417570886,-1.1563753099631038,3.2269396494320883,0,1.0,1.0,0,1.0,position,1.0,0.0029216110303217383,0.0029216110303217383,0.0687185077557112,0.1390698329176291,0.94895866661765,0.94895866661765,-0.9275853520568573,-0.8534500628849175
2024-05-07,113336.86950141432,114318.34383848505,115545.7823202726,112970.19044394308,164516.0,18758519250.0,287478.0,-0.5581385056570991,0.04,up_trend,1.0,20.0,down_trend,17.0,0,,,0,0,51,price_volume_up_oi_down,3.943750696846711,0.008659797481511359,0.0395524955093788,0.9,0.7833333333333333,113082.82622064203,111244.3697523094,111585.33159780696,0,279531.2,272833.7,1,21476.0,0.0807362350659017,0.0024156238402915,0.0263887153734526,2.0018605604434567,2.0018605604434567,12.010763108895375,12.010249749192525,0.1481221417570886,0.0023376408938759,3.943750696846711,0,1.0,1.0,0,1.0,position,1.0,0.008659797481511359,0.008659797481511359,0.07737830523722256,0.14772963039914044,0.94895866661765,0.94895866661765,-0.9184597728444589,-0.8443244836725191
2024-05-08,114402.62654410844,112538.33345414254,114791.1904365789,111913.52591131664,128730.0,14509048250.0,289713.0,-0.8111735901045476,0.04,up_trend,1.0,20.0,down_trend,17.0,0,,,0,0,51,price_volume_up_oi_down,4.718248069611194,-0.0162958941265838,0.0200318404773132,0.65,0.6333333333333333,113524.84182326894,111700.3407798436,111618.16852318592,1,285093.8,275400.7,1,27813.0,0.106197021764032,0.0177118513346138,0.0291387349416767,2.048216229133881,2.048216229133881,11.76547246665368,12.034567944971876,0.1200464345081595,-1.5119350631709183,4.718248069611194,0,1.0,1.0,0,1.0,position,1.0,-0.0162958941265838,-0.0162958941265838,0.061082411110638724,0.1314337362725566,0.94895866661765,0.94895866661765,-0.9356321689664806,-0.8614968797945408
2024-05-09,112954.55063609374,112270.01049632629,113937.18479255593,110679.07659555745,149845.0,16787686900.0,293436.0,-0.6720581310624723,0.04,up_trend,1.0,20.0,down_trend,17.0,0,,,0,0,51,price_volume_up_oi_down,2.8738399198907594,-0.006060314842673707,-0.0320616022352575,0.55,0.5833333333333334,112781.08448751412,112032.1464668047,111556.7409437966,1,285810.8,278116.9,1,3585.0,0.012368423776354,0.0326063578534829,0.0421513800099325,-0.3238399198907594,0.3238399198907594,11.917356705488094,11.986444913116022,0.2085915637060083,-0.2234000110347939,2.8738399198907594,0,1.0,1.0,0,1.0,position,1.0,-0.006060314842673707,-0.006060314842673707,0.05502209626796506,0.12537342142988295,0.94895866661765,0.94895866661765,-0.9420184480067199,-0.8678831588347801
2024-05-10,112406.33111582728,109118.61716716952,112994.91157943272,107862.32238097726,229342.0,25155168050.0,298966.0,-0.2651155153015043,0.04,down_trend,-1.0,21.0,down_trend,17.0,1,17.0,down_trend,0,1,51,price_volume_up_oi_down,4.406731746175675,-0.029248476629576973,-0.0247792530151585,0.2,0.3833333333333333,112226.56842911211,111996.42327970956,111306.262546308,1,290251.8,281471.7,1,22205.0,0.0802316800416243,0.0326063578534829,0.0304801971160654,1.0538921257617109,1.0538921257617109,12.342969618230995,11.986444913116022,0.2085915637060083,1.1528396204139637,4.406731746175675,0,1.0,1.0,0,1.0,position,1.0,-0.029248476629576973,-0.029248476629576973,0.02577361963838809,0.09612494480030598,0.94895866661765,0.94895866661765,-0.9728401030044308,-0.898704813832491
2024-05-13,108462.4105757916,107885.71704728328,109295.71310772588,106760.4280804778,147177.0,15823412900.0,302623.0,-0.7208518623105886,0.04,down_trend,-1.0,21.0,down_trend,17.0,1,17.0,down_trend,0,1,51,price_volume_up_oi_down,1.5840889406697114,-0.005316989779655812,-0.0443079924204591,0.0,0.25,111226.20440068134,111719.56125102128,110902.09211799942,0,294443.2,284839.6,1,20957.0,0.0744037263993524,0.0450199454459068,0.0339316281326351,0.5840889406697114,0.5840889406697114,11.89939122306861,12.034567944971876,0.2736802500874118,-0.3331458875484969,1.5840889406697114,0,1.0,1.0,0,1.0,position,1.0,-0.005316989779655812,-0.005316989779655812,0.02045662985873231,0.0908079550206502,0.94895866661765,0.94895866661765,-0.9784430759965075,-0.9043077868245677
2024-05-14,107759.88963517376,106029.6258325672,109674.97649968066,105062.07239650538,246187.0,26260994350.0,302378.0,-0.2055864805793865,0.04,down_trend,-1.0,21.0,down_trend,17.0,1,17.0,down_trend,0,1,51,price_volume_up_oi_down,2.7490735341493893,-0.016056659007952397,-0.0725055815856515,0.0,0.1666666666666666,109568.46079949776,111325.64351006989,110572.647597054,0,297423.2,288477.2,1,14900.0,0.0518300530823228,0.0608536271356628,0.0237865560139084,-0.2558721536946866,0.2558721536946866,12.413846688738872,11.964059907191736,0.2031722123072716,1.4932013804547026,2.7490735341493893,0,1.0,1.0,0,1.0,position,1.0,-0.016056659007952397,-0.016056659007952397,0.004399970850779922,0.07475129601269781,0.94895866661765,0.94895866661765,-0.995363369337821,-0.9212280801658812
2024-05-15,105907.30922286578,103961.9134405348,106782.06945780088,102693.17970167336,211536.0,22021008300.0,303976.0,-0.3625535541535523,0.04,down_trend,-1.0,21.0,up_trend,18.0,1,17.0,down_trend,0,1,51,price_volume_up_oi_down,2.178356438145481,-0.018368852882827823,-0.0762088770143596,0.0,0.15,107853.1767967762,110689.00931002258,110154.39485326577,0,300275.8,292684.8,1,14263.0,0.0492314808103191,0.0631168897408376,0.0189999360230306,-0.4929269237277202,0.4929269237277202,12.26215047574988,11.964059907191736,0.2933333475578736,0.6854295144177609,2.178356438145481,0,1.0,1.0,0,1.0,position,1.0,-0.018368852882827823,-0.018368852882827823,-0.013968882032047825,0.05638244312986995,0.94895866661765,0.94895866661765,-1.0147202217793498,-0.94058493260741
2024-05-16,104632.07462127612,105075.7146305242,105877.07871424452,104176.4875858286,114509.0,11943265050.0,298301.0,-0.9574496213195955,0.04,down_trend,-1.0,21.0,up_trend,18.0,1,17.0,down_trend,0,1,51,price_volume_up_oi_down,2.857391473836233,0.004240000122848372,-0.0640802992179063,0.05,0.15,106414.3176236158,109597.70105556496,109808.46849905644,0,301248.8,293529.8,1,4865.0,0.0165794244741613,0.0631168897408376,0.0173670678129254,-1.8073914738362329,1.8073914738362329,11.648408701507496,12.136456792322626,0.2572277328351307,-1.2797373121704805,2.857391473836233,0,1.0,1.0,0,1.0,position,1.0,0.004240000122848372,0.004240000122848372,-0.009728881909199405,0.06062244325271837,0.94895866661765,0.94895866661765,-1.010252166138991,-0.9361168769670511
2024-05-17,105705.11878055987,107457.99077577224,108237.92284231549,105595.50962140696,164003.0,17432102700.0,285986.0,-0.5560581382329437,0.04,down_trend,-1.0,21.0,up_trend,18.0,1,17.0,down_trend,0,1,51,price_volume_up_oi_down,3.63179057834598,0.016582659529017375,-0.0152185432193775,0.15,0.2166666666666666,106082.19234533634,109154.38038722424,109760.252636318,0,298652.8,294452.3,1,-12980.0,-0.0434163082089602,0.050530766946321,0.0267869362741673,-2.3655722857564623,2.3655722857564623,12.007639999321952,11.964059907191736,0.2529237763173153,0.1162182925895177,3.63179057834598,0,1.0,1.0,0,1.0,position,1.0,0.016582659529017375,0.016582659529017375,0.00685377761981798,0.07720510278173576,0.94895866661765,0.94895866661765,-0.9927775804564315,-0.9186422912844918
2024-05-20,108360.0470525537,107028.24148611155,109396.00686839664,106586.10302324452,144655.0,15505217050.0,285093.0,-0.6784638458096975,0.04,down_trend,-1.0,21.0,up_trend,18.0,0,,,0,0,51,price_volume_up_oi_down,3.592266260859813,-0.012290559137504126,-0.0079479989069908,0.15,0.1666666666666666,105910.697233102,108568.45081689168,109627.1163762004,0,295146.8,294795.0,1,-17530.0,-0.0579268594918429,0.050530766946321,0.029953190607442,-2.442266260859813,2.442266260859813,11.882106876001146,11.962498352405024,0.2016106575205603,-0.2689506033151338,3.592266260859813,0,1.0,1.0,0,1.0,position,1.0,-0.012290559137504126,-0.012290559137504126,-0.005436781517686118,0.06491454364423166,0.94895866661765,0.94895866661765,-1.0057292079296396,-0.9315939187577
2024-05-21,107288.68315355608,107784.02408189964,110317.5741583449,106908.19578597735,216645.0,23336365150.0,282785.0,-0.2664268223760658,0.04,down_trend,-1.0,21.0,up_trend,18.0,1,18.0,up_trend,1,0,51,price_volume_up_oi_down,4.264599181431299,0.00461689820197167,0.0165463023712149,0.25,0.2166666666666666,106261.5768829685,107915.01884123312,109579.69429677128,0,291228.2,294325.7,0,-19593.0,-0.0647963806890713,0.050530766946321,0.0320784052958702,-2.424905311775081,2.424905311775081,12.286015348203376,11.962498352405024,0.1387086810776114,1.5731475672850026,4.264599181431299,0,1.0,1.0,0,1.0,position,1.0,0.00461689820197167,0.00461689820197167,-0.0008198833157144758,0.0695314418462033,0.94895866661765,0.94895866661765,-1.0008639821148764,-0.9267286929429366
2024-05-22,108035.25704791736,107605.50174858124,108990.46655412606,106958.03619279624,107426.0,11529194900.0,286518.0,-0.9809991229685386,0.04,down_trend,-1.0,21.0,up_trend,18.0,1,18.0,up_trend,1,0,51,price_volume_up_oi_down,1.6570086325526334,-0.0039779171270496036,0.0350473378900488,0.25,0.2,106990.2945445778,107421.735670677,109561.0382252603,0,287736.6,294006.2,0,-17458.0,-0.0574321656972918,0.0329054526422402,0.0444122505782481,-1.3719612946625843,1.3719612946625843,11.584557517419976,11.962498352405024,0.2483390045480993,-1.026490386757664,1.6570086325526334,0,1.0,1.0,0,1.0,position,1.0,-0.0039779171270496036,-0.0039779171270496036,-0.004797800442764011,0.06555352471915366,0.94895866661765,0.94895866661765,-1.0050558581859679,-0.9309205690140283
2024-05-23,106690.81250830556,107398.06329002036,107730.8135515502,104860.10127503025,147474.0,15612800950.0,282825.0,-0.6511764427566882,0.04,down_trend,-1.0,21.0,up_trend,18.0,1,18.0,up_trend,1,0,51,price_volume_up_oi_down,0.9818270364849082,0.006628975495521158,0.0221016689504534,0.2,0.1666666666666666,107454.764276477,106934.54095004642,109483.34370842556,0,284641.4,292945.1,0,-15476.0,-0.0518804831361611,0.0144739241252576,0.0589100173041563,-0.7597253675344549,0.7597253675344549,11.90140716803798,11.962498352405024,0.3068708871211916,-0.1342761437147651,0.9818270364849082,0,1.0,1.0,0,1.0,position,1.0,0.006628975495521158,0.006628975495521158,0.0018311750527570947,0.07218250021467476,0.94895866661765,0.94895866661765,-0.9980703321259672,-0.9239350429540276
2024-05-24,107616.91013104268,108631.95809717664,109005.71945569852,107045.1815124692,149784.0,16127909250.0,284945.0,-0.6431019228891484,0.04,up_trend,1.0,22.0,down_trend,19.0,1,18.0,up_trend,1,0,51,price_volume_up_oi_down,0.5984928056344736,0.009432048967936008,0.010924895514323,0.45,0.3333333333333333,107689.5577407579,106885.87504304713,109441.14916137834,0,284433.2,291543.0,0,-1041.0,-0.0036400383235543,-0.0134184418673994,0.0479431782230576,0.1375679101201505,0.1375679101201505,11.916949535281988,11.954523583679965,0.3068708871211916,-0.0825863563606705,0.5984928056344736,0,1.0,1.0,0,1.0,position,1.0,0.009432048967936008,0.009432048967936008,0.01126322402069313,0.0816145491826108,0.94895866661765,0.94895866661765,-0.988130964585804,-0.9139956754138644
2024-05-27,108816.04008401888,107409.3226333718,109644.18764221948,106775.03836829487,123486.0,13287398900.0,291216.0,-0.8579374705496736,0.04,up_trend,1.0,22.0,down_trend,19.0,1,18.0,up_trend,1,0,51,price_volume_up_oi_down,1.0684102204604242,-0.012927482470056104,0.0035605662764224,0.25,0.15,107765.77397020996,106838.23560165598,109278.8984263386,0,285657.8,290402.3,0,6123.0,0.021477202176132,-0.0235281732662572,0.0372531419830021,0.8148496541840019,0.8148496541840019,11.723883068300514,11.909178351659984,0.1796156489072284,-0.6958188618890448,1.0684102204604242,0,1.0,1.0,0,1.0,position,1.0,-0.012927482470056104,-0.012927482470056104,-0.0016642584493629098,0.06868706671255465,0.94895866661765,0.94895866661765,-1.0017537733811892,-0.9276184842092499
2024-05-28,108350.36915969764,106390.44154823724,108903.37456139448,106103.75736396422,138938.0,14852977250.0,292720.0,-0.7451887302525706,0.04,up_trend,1.0,22.0,down_trend,19.0,1,18.0,up_trend,1,0,51,price_volume_up_oi_down,1.2120906988167548,-0.018088794958987745,-0.0129293978911335,0.15,0.0666666666666666,107487.05746347744,106874.31717322295,109099.98034164644,0,287644.8,289436.5,0,9935.0,0.0351326979861025,-0.0235281732662572,0.0372531419830021,1.0620906988167549,1.0620906988167549,11.84178306944052,11.909178351659984,0.2230324667559786,-0.2038155957757679,1.2120906988167548,0,1.0,1.0,0,1.0,position,1.0,-0.018088794958987745,-0.018088794958987745,-0.019753053408350763,0.050598271753566904,0.94895866661765,0.94895866661765,-1.0208155045137595,-0.9466802153418198
2024-05-29,106261.33265760232,106498.4946395742,107176.67889958322,105189.10171863851,115465.0,12184466800.0,290462.0,-0.9225053050497848,0.04,up_trend,1.0,22.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,1.8752205884462887,0.0022318747190576364,-0.0102876441354601,0.2,0.0666666666666666,107265.65604167606,107127.97529312692,108908.49230157476,0,288433.6,288085.1,1,3944.0,0.0137652782722202,-0.0235281732662572,0.0372531419830021,0.6752205884462887,0.6752205884462887,11.656722732717997,11.89175702201956,0.141878465510719,-1.1173538966794418,1.8752205884462887,0,1.0,1.0,0,1.0,position,1.0,0.0022318747190576364,0.0022318747190576364,-0.017521178689293038,0.05283014647262452,0.94895866661765,0.94895866661765,-1.0184635846698606,-0.9443282954979212
2024-05-30,107360.86381460197,107309.425429094,109019.01547922188,106326.96418388496,163722.0,17504636000.0,290321.0,-0.572817339845857,0.04,up_trend,1.0,22.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,2.9259036042572153,-0.0004791167254092915,-0.0008253208504049,0.3,0.1166666666666666,107247.92846949075,107351.34637298388,108474.52371427444,0,289932.8,287287.1,1,7496.0,0.026504021921683,-0.0235281732662572,0.0358460688820316,0.9414213157101846,0.9414213157101846,12.005925146510224,11.861944972720831,0.141878465510719,0.6844822885470307,2.9259036042572153,0,1.0,1.0,0,1.0,position,1.0,-0.0004791167254092915,-0.0004791167254092915,-0.018000295414702272,0.05235102974721517,0.94895866661765,0.94895866661765,-1.0189684714918725,-0.9448331823199332
2024-05-31,107415.06046271612,106385.67814739914,108479.57331975564,105692.24210558367,127926.0,13609549900.0,290748.0,-0.8210049408723694,0.04,up_trend,1.0,22.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,1.9759138518159955,-0.009583221485727128,-0.0206778924832422,0.15,0.05,106798.67247953526,107244.11511014658,108199.2477486854,0,291093.4,287763.3,1,5803.0,0.0203653336608819,-0.0235281732662572,0.0358460688820316,0.8259138518159956,0.8259138518159956,11.75920725072306,11.89175702201956,0.1150255508965267,-0.7772498824207025,1.9759138518159955,0,1.0,1.0,0,1.0,position,1.0,-0.009583221485727128,-0.009583221485727128,-0.027583516900429483,0.04276780826148807,0.94895866661765,0.94895866661765,-1.0290671426172278,-0.9549318534452883
2024-06-03,105538.55901520638,104232.8337393877,105967.89000699564,102581.52712513915,178597.0,18520627200.0,294706.0,-0.5008463782353193,0.0396366856511353,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,2.525022203553266,-0.012372021069858902,-0.0295736796034609,0.05,0.0166666666666666,106163.37470073848,106964.5743354742,107766.51257618293,0,291791.4,288724.6,1,3490.0,0.0119842316356244,0.0050626199743329,0.0257557399795597,0.181263015926132,0.181263015926132,12.092887149971029,11.861944972720831,0.120399813209044,1.293759187627134,2.525022203553266,0,1.0,1.0,0,1.0,position,1.0,-0.012372021069858902,-0.012372021069858902,-0.03995553797028828,0.030395787191629164,0.94895866661765,0.94895866661765,-1.042104613589442,-0.9679693244175027
2024-06-04,104073.5865619386,103412.69271330288,104799.34987339372,103009.2855527396,102601.0,10573518950.0,298695.0,-1.0685753066008827,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,1.3373003251190216,-0.0063502553382494996,-0.0279888756132687,0.0,0.0,105567.82493375156,106527.44119861451,107221.2300199238,0,292986.4,290315.6,1,5975.0,0.0204119978136102,0.0128747549539223,0.0150720301226186,0.3373003251190216,0.3373003251190216,11.538602958260002,11.871595118739249,0.1410210391048547,-1.592671112381508,1.3373003251190216,0,1.0,1.0,0,1.0,position,1.0,-0.0063502553382494996,-0.0063502553382494996,-0.04630579330853779,0.024045531853379654,0.94895866661765,0.94895866661765,-1.0487964280610709,-0.9746611388891314
2024-06-05,103293.20404106656,101569.71591077892,103871.82714702576,100988.2331278831,158386.0,16032092200.0,302933.0,-0.6484765673101991,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,4.296620473064603,-0.016685397130312984,-0.0462802666411003,0.0,0.0,104582.06918799251,105923.86261483427,106672.79914275564,0,295480.6,291957.1,1,12471.0,0.0429350483023596,0.017065305966551,0.0072598951430293,2.4034647622529484,2.4034647622529484,11.972790370617997,11.80049516008179,0.1301134012819966,0.8931557108116551,4.296620473064603,0,1.0,1.0,0,1.0,position,1.0,-0.016685397130312984,-0.016685397130312984,-0.06299119043885071,0.007360134723066625,0.94895866661765,0.94895866661765,-1.0663792772591125,-0.9922439880871733
2024-06-06,101854.4819833244,102776.45074497032,102932.73623506977,101058.13831856356,123616.0,12522344400.0,296589.0,-0.8751673555463821,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,1.157829102411861,0.009051823186306828,-0.0422420925841122,0.05,0.0166666666666666,103675.4742511678,105461.70136032929,106198.12115518784,0,296734.2,293333.5,1,6268.0,0.0215898953227634,0.0203886657372461,0.0075139107833237,0.107829102411861,0.107829102411861,11.724935265466009,11.871595118739249,0.1233589478935819,-0.8018933162739751,1.157829102411861,0,1.0,1.0,0,1.0,position,1.0,0.009051823186306828,0.009051823186306828,-0.05393936725254389,0.016411957909373442,0.94895866661765,0.94895866661765,-1.05684058658192,-0.9827052974099808
2024-06-07,103524.9017051289,101793.61103041032,103980.75464113928,101531.75779083213,124830.0,12690450850.0,296018.0,-0.8634674516230092,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,1.3485141429341867,-0.016723422540886164,-0.0431643356225679,0.05,0.0166666666666666,102757.06082777002,104777.86665365266,105831.87084834988,0,297788.2,294440.8,1,5270.0,0.0181256620853797,0.0209445999948711,0.0063693718247313,-0.2985141429341866,0.2985141429341866,11.734708090645096,11.80049516008179,0.1301134012819966,-0.3410315155138775,1.3485141429341867,0,1.0,1.0,0,1.0,position,1.0,-0.016723422540886164,-0.016723422540886164,-0.07066278979342999,-0.00031146463151277004,0.94895866661765,0.94895866661765,-1.074463506451015,-1.000328217279076
2024-06-11,101367.88475338146,98999.5912910619,101940.06773455068,98657.59988800951,144329.0,14335969350.0,301070.0,-0.7352473800619684,0.039149531310611,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,2.0733356481044996,-0.023363350908242753,-0.0502072356721149,0.0,0.0,101710.41233810488,103936.89351942166,105387.5645605388,0,299061.0,295426.2,1,6364.0,0.0215944025571247,0.0209445999948711,0.0041891799181516,0.1046232991222484,0.1046232991222484,11.879850694771129,11.74695767068408,0.0925301683612618,0.9687123489822512,2.0733356481044996,0,1.0,1.0,0,1.0,position,1.0,-0.023363350908242753,-0.023363350908242753,-0.0940261407016727,-0.023674815539755478,0.94895866661765,0.94895866661765,-1.099083494370527,-1.0249482051985879
2024-06-12,99215.40800255188,100810.13358861522,100874.321949231,97266.90414610796,216374.0,21241878000.0,299277.0,-0.3243611740522253,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,7.0453755185481075,0.016073366205603144,-0.0251667281491536,0.05,0.0166666666666666,101189.90051316732,103378.86272345946,105126.58994834122,0,299177.4,296081.9,1,582.0,0.0019484758700346,0.0210009465681868,0.0041891799181516,-3.067596923529432,3.067596923529432,12.284763670861825,11.80049516008179,0.111563981026566,2.9277785950186757,7.0453755185481075,0,1.0,1.0,0,1.0,position,1.0,0.016073366205603144,0.016073366205603144,-0.07795277449606952,-0.007601449334152299,0.94895866661765,0.94895866661765,-1.0821455952069174,-1.0080103060349783
2024-06-13,100585.37226746247,99983.95861495976,101440.12585459382,98419.87096817304,186720.0,18533787600.0,293681.0,-0.4528839757112751,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,10.606671303966316,-0.005979136319180872,-0.0156125010452143,0.05,0.0166666666666666,100872.7490540035,102727.409120998,104927.69220706249,0,297327.0,296403.8,1,-9252.0,-0.0305414068457381,0.0203886657372461,0.0041891799181516,-8.200140362154995,8.200140362154995,12.137365447520382,11.819528972747094,0.1580338189500008,1.356530941811321,10.606671303966316,0,1.0,1.0,0,1.0,position,1.0,-0.005979136319180872,-0.005979136319180872,-0.08393191081525031,-0.013580585653333088,0.94895866661765,0.94895866661765,-1.0884463294006332,-1.0143110402286941
2024-06-14,99740.46534930164,99202.29528514858,100469.67169301271,98719.27748130551,119723.0,11796920950.0,293689.0,-0.897340643179363,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,5.9070436797662005,-0.00539570436400446,-0.0347760156525609,0.05,0.0166666666666666,100157.91796203917,101916.69610660349,104634.02123979368,0,296747.0,296740.6,1,-2900.0,-0.009777840715603,0.0203886657372461,0.0041891799181516,-4.857043679766201,4.857043679766201,11.69293602012244,11.92632053269456,0.1793628620104828,-0.8776381875811766,5.9070436797662005,0,1.0,1.0,0,1.0,position,1.0,-0.00539570436400446,-0.00539570436400446,-0.0893276151792548,-0.018976290017337583,0.94895866661765,0.94895866661765,-1.09413225077299,-1.019996961601051
2024-06-17,98732.98736955838,98055.2021260008,99197.59315424607,97885.08390251844,131025.0,12818387050.0,295014.0,-0.811634668152631,0.04,down_trend,-1.0,23.0,down_trend,19.0,0,,,0,0,51,price_volume_up_oi_down,3.1775857522737105,-0.006864830707700773,-0.0367253786025204,0.0,0.0,99410.23618115726,101083.64850446364,104163.88180730512,0,296546.2,297167.2,0,-1004.0,-0.003391685640738,0.0192454978731308,0.0048050854607501,-3.1775857522737105,3.1775857522737105,11.783143423670367,11.819528972747094,0.1399271752477782,-0.1753892093309123,3.1775857522737105,0,1.0,1.0,0,1.0,position,1.0,-0.006864830707700773,-0.006864830707700773,-0.09619244588695564,-0.025841120725038413,0.94895866661765,0.94895866661765,-1.1013663179133102,-1.027231028741371
