date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,daily_return,ret_5,close_rank_20,close_rank_60,price_ma_5,price_ma_10,price_ma_20,is_price_ma_bullish,open_interest_ma_5,open_interest_ma_10,is_open_interest_ma_bullish,oi_change_5,oi_change_5_rate,oi_change_5_rate_median_past,oi_change_5_rate_mad_past,oi_change_5_rate_mad_score,oi_change_5_rate_mad_abs_score,log_volume,log_volume_median_past,log_volume_mad_past,volume_mad_score,price_volume_oi_score,signal,position,position_scale,is_effective_signal,base_position,factor_position_source,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-08-04,224539.9914795204,222707.8457608564,226063.2341306068,222392.58829134653,13859.0,3167882600.0,16442.0,-0.1709041956432761,0.02,up_trend,1.0,2.0,down_trend,2.0,1,1.0,up_trend,1,0,51,price_volume_up_oi_down,2.4974869074624495,-0.008159551920313908,0.0101878062881921,0.9,,222001.66008127644,218556.33225244057,,0,15905.6,15206.3,1,1662.0,0.1124492557510148,0.0804383788254756,0.0367632789586313,0.587299101174257,0.587299101174257,9.536690120068805,10.76881862782506,0.3832349471126433,-2.1685373404204373,2.4974869074624495,0,1.0,1.0,0,1.0,position,1.0,-0.008159551920313908,-0.008159551920313908,0.9407991146973361,0.9407991146973361,0.94895866661765,0.94895866661765,-0.008598427104730244,-0.008598427104730244
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,0.02,down_trend,-1.0,3.0,down_trend,2.0,1,1.0,up_trend,1,0,51,price_volume_up_oi_down,2.970624071207273,-0.034321883527300374,-0.0306766204610314,0.0909090909090909,,220647.57195429737,219819.99361710105,,0,16527.6,15755.6,1,3110.0,0.200580457916801,0.0964438172882452,0.0373669426279115,1.8797149802981816,1.8797149802981816,10.419927387086586,10.616000936321557,0.6048880668846417,-0.2186351564476156,2.970624071207273,0,1.0,1.0,0,1.0,position,1.0,-0.034321883527300374,-0.034321883527300374,0.9064772311700358,0.9064772311700358,0.94895866661765,0.94895866661765,-0.04476637069876799,-0.04476637069876799
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,2.9653729094039205,-0.009716301683327938,-0.0442321954074954,0.0833333333333333,,218688.6726010781,219314.48016756505,,0,17481.8,16298.3,1,4771.0,0.304350599642766,0.1124492557510148,0.0687741558841706,1.882039576070587,1.882039576070587,10.367221568768269,10.45682153308741,0.4674461566374424,-0.1292862228611287,2.9653729094039205,0,1.0,1.0,0,1.0,position,1.0,-0.009716301683327938,-0.009716301683327938,0.8967609294867078,0.8967609294867078,0.94895866661765,0.94895866661765,-0.05500527996334059,-0.05500527996334059
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,2.5234933558603014,0.0030608207497487333,-0.0417111153024891,0.1538461538461538,,216837.42250007225,218623.7851526274,,0,18385.6,16866.9,1,4519.0,0.2882934609250399,0.1470263349323585,0.0695678207927091,1.3696472020141477,1.3696472020141477,10.207621055054725,10.393574477927428,0.3969468679876966,-0.3159714196922584,2.5234933558603014,0,1.0,1.0,0,1.0,position,1.0,0.0030608207497487333,0.0030608207497487333,0.8998217502364565,0.8998217502364565,0.94895866661765,0.94895866661765,-0.051779827836265,-0.051779827836265
2023-08-10,212438.06638306292,206395.3513174404,213774.85902255643,206058.0403470176,33810.0,7225699650.0,23910.0,0.3464598352495612,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.234172061019832,-0.0284445964346449,-0.075496389405898,0.0714285714285714,,213466.5100155628,217509.48281333537,,0,19921.6,17747.4,1,7680.0,0.4731977818853974,0.1816034141137021,0.1066900468113377,1.8434494355783193,1.8434494355783193,10.428511895701932,10.287421311911498,0.2980459354615297,0.3192940540129411,3.234172061019832,0,1.0,1.0,0,1.0,position,1.0,-0.0284445964346449,-0.0284445964346449,0.8713771538018117,0.8713771538018117,0.94895866661765,0.94895866661765,-0.08175436459457208,-0.08175436459457208
2023-08-11,205989.2162957437,204917.29295378117,207536.06028642133,201759.6668937574,54389.0,11286591550.0,25574.0,0.7545857171442018,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,4.964800235490021,-0.005203783776833985,-0.0798829190156987,0.0666666666666666,,209908.39945414773,215955.02976771205,,0,21748.0,18826.8,1,9132.0,0.555406884807201,0.1910919360152516,0.1119561104086452,2.1948517646867405,2.1948517646867405,10.903917206515317,10.287421311911498,0.2441291764841935,1.7032818041366136,4.964800235490021,0,1.0,1.0,0,1.0,position,1.0,-0.005203783776833985,-0.005203783776833985,0.8661733700249776,0.8661733700249776,0.94895866661765,0.94895866661765,-0.0872380426091075,-0.0872380426091075
2023-08-14,203604.56147745124,193643.2345381271,203820.76516341625,193614.2972741408,54541.0,10955650500.0,31513.0,0.5485525533084864,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,5.734077129784601,-0.04892487116712926,-0.0948423645745362,0.0,,205850.41407598212,213248.99301513977,,0,24327.6,20427.6,1,12898.0,0.6928820843405855,0.1910919360152516,0.1119561104086452,3.023084823190264,3.023084823190264,10.906707991398342,10.287421311911498,0.2441291764841935,1.7109923065943375,5.734077129784601,0,1.0,1.0,0,1.0,position,1.0,-0.04892487116712926,-0.04892487116712926,0.8172484988578484,0.8172484988578484,0.94895866661765,0.94895866661765,-0.13879442002384879,-0.13879442002384879
2023-08-15,193145.9369895716,189680.8139697453,194448.04466641537,189053.5795148248,86930.0,16815971400.0,35763.0,0.8881893576869988,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,5.494753403830186,-0.01794043961697935,-0.1037536996089528,0.0,,201458.74491414303,210073.70875761056,,0,27390.8,22436.3,1,15316.0,0.749058541595344,0.2444369594209204,0.166978445281271,2.038362458306525,2.038362458306525,11.37285847607311,10.287421311911498,0.2980459354615297,2.456390945523662,5.494753403830186,0,1.0,1.0,0,1.0,position,1.0,-0.01794043961697935,-0.01794043961697935,0.799308059240869,0.799308059240869,0.94895866661765,0.94895866661765,-0.1576998162735338,-0.1576998162735338
2023-08-16,189012.4814493322,191747.30923578836,195997.35098396087,187185.7054853975,81487.0,15980989350.0,34637.0,0.8555210234584508,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.79489441001072,0.014469032761676468,-0.0983260340825314,0.0555555555555555,,197276.80040297649,207057.11145152437,,0,30279.4,24332.5,1,14443.0,0.7152124393384174,0.2963220302839029,0.1998782129956576,1.4135493103784442,1.4135493103784442,11.308198777303554,10.393574477927428,0.4653118898676123,1.32578954407672,3.79489441001072,0,1.0,1.0,0,1.0,position,1.0,0.014469032761676468,0.014469032761676468,0.8137770920025456,0.8137770920025456,0.94895866661765,0.94895866661765,-0.1424525423187596,-0.1424525423187596
2023-08-17,191672.6065578457,189797.6065547304,194125.068112158,188373.1489812119,72090.0,13960673750.0,37164.0,0.6625747876374212,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,2.637166691395492,-0.00978230555105139,-0.0804172412642294,0.0526315789473684,,193957.25145043447,203711.88073299863,210705.42416138673,0,32930.2,26425.9,1,13254.0,0.5543287327478043,0.3887741907640817,0.2322593339301737,0.4807772711112979,0.4807772711112979,11.185670617398625,10.42421964139426,0.4653118898676123,1.103757841336826,2.637166691395492,0,1.0,1.0,0,1.0,position,1.0,-0.00978230555105139,-0.00978230555105139,0.8039947864514941,0.8039947864514941,0.94895866661765,0.94895866661765,-0.15276100557977634,-0.15276100557977634
2023-08-18,190896.2310327949,191523.40382269217,193375.585044504,190560.69762424837,44755.0,8756758650.0,34426.0,0.2623910774735881,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.7264917214947253,0.0032854121137128696,-0.0653624149432325,0.1,0.1,191278.47362421663,200593.4365391822,209574.88439581144,0,34700.6,28224.3,1,8852.0,0.3461327911159771,0.5137632573166009,0.2054309198478257,-0.5503806366756133,0.5503806366756133,10.708958449305038,10.666214551108624,0.3787932391971269,0.076111084819112,1.7264917214947253,0,1.0,1.0,0,1.0,position,1.0,0.0032854121137128696,0.0032854121137128696,0.8072801985652069,0.8072801985652069,0.94895866661765,0.94895866661765,-0.14929888206556374,-0.14929888206556374
2023-08-21,193690.5635572176,197116.13041744623,199491.0705461733,191875.51058837163,62490.0,12435880500.0,32603.0,0.6506022352624492,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.3827645491469176,0.01768577052653726,0.0179345066591281,0.25,0.238095238095238,191973.05280008048,198911.7334380313,209365.8635275662,0,34918.6,29623.1,1,1090.0,0.0345888998191222,0.5137632573166009,0.1902840045229005,-1.6985068036559086,1.6985068036559086,11.042761822923127,10.806437827910177,0.3828716151560192,0.4163232388318811,3.3827645491469176,0,1.0,1.0,0,1.0,position,1.0,0.01768577052653726,0.01768577052653726,0.8249659690917442,0.8249659690917442,0.94895866661765,0.94895866661765,-0.13066185271045572,-0.13066185271045572
2023-08-22,197312.7926191132,194571.815011419,200328.136276799,193275.62923666372,57805.0,11527571750.0,32402.0,0.5788551278390585,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.547534571259404,-0.013891535218323604,0.0257854283694387,0.25,0.2272727272727272,192951.2530084152,197204.9989612791,208259.7395644221,0,34246.4,30818.6,1,-3361.0,-0.0939798115370634,0.5137632573166009,0.1902840045229005,-2.154238266658712,2.154238266658712,10.964830556109424,10.90531259895683,0.3416220983942599,0.1175108762312529,3.547534571259404,0,1.0,1.0,0,1.0,position,1.0,-0.013891535218323604,-0.013891535218323604,0.8110744338734206,0.8110744338734206,0.94895866661765,0.94895866661765,-0.1453005674479868,-0.1453005674479868
2023-08-23,194557.7436274961,196128.50058430465,196390.6815590188,192090.3564733628,42217.0,8361624400.0,33373.0,0.2350757936929626,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.2733154233726625,0.008073474370755248,0.0228487761626361,0.3,0.2608695652173913,193827.4912781185,195552.14584054743,207087.96549658745,0,33993.6,32136.5,1,-1264.0,-0.0364927678494095,0.5137632573166009,0.1902840045229005,-1.9504666472100265,1.9504666472100265,10.6505782625063,10.935769273753882,0.2383560840467931,-0.8070224116199702,3.2733154233726625,0,1.0,1.0,0,1.0,position,1.0,0.008073474370755248,0.008073474370755248,0.8191479082441759,0.8191479082441759,0.94895866661765,0.94895866661765,-0.13679284771817868,-0.13679284771817868
2023-08-24,197183.17595923255,195419.81314730016,199271.6426858513,193597.96966368848,38394.0,7649422600.0,32539.0,0.1654618274742042,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.59186092201696,-0.008942765037403455,0.0296221153397344,0.3,0.25,194951.93259663245,194454.59202353348,205982.03741843437,0,33068.6,32999.4,1,-4625.0,-0.1244483909159401,0.5137632573166009,0.1902840045229005,-2.262238806677226,2.262238806677226,10.555656476367515,10.935769273753882,0.2383560840467931,-1.0756283835609854,3.59186092201696,0,1.0,1.0,0,1.0,position,1.0,-0.008942765037403455,-0.008942765037403455,0.8102051432067725,0.8102051432067725,0.94895866661765,0.94895866661765,-0.14621661437102762,-0.14621661437102762
2023-08-25,195890.9368479195,190778.92248989124,196830.8779305266,190743.4050914061,39471.0,7765552450.0,35118.0,0.1168524055146719,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.12913666272251,-0.026096227014305425,-0.0038871559190236,0.1,0.08,194803.03633007227,193040.75497714448,204497.89237242824,0,33207.0,33953.8,0,692.0,0.0201010863881949,0.4502307619318907,0.28190472853499,-1.0291366627225098,1.0291366627225098,10.583321504033949,10.935769273753882,0.2383560840467931,-0.9973429661937592,1.12913666272251,0,1.0,1.0,0,1.0,position,1.0,-0.026096227014305425,-0.026096227014305425,0.784108916192467,0.784108916192467,0.94895866661765,0.94895866661765,-0.17371647072127272,-0.17371647072127272
2023-08-28,192089.34118450247,182823.25598746547,193930.8910691679,180566.2123813612,87989.0,16630150950.0,40209.0,0.7831209555005861,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.2290970352051962,-0.048238414166546034,-0.0725099178829848,0.0,0.0,191944.4614440761,191958.7571220783,202603.87506860905,0,34728.2,34823.4,0,7606.0,0.2332914149004692,0.1903608454675497,0.2995749466940515,0.0966578570773468,0.0966578570773468,11.384967085647192,10.935769273753882,0.267546177446162,1.132439178127849,1.2290970352051962,0,1.0,1.0,0,1.0,position,1.0,-0.048238414166546034,-0.048238414166546034,0.735870502025921,0.735870502025921,0.94895866661765,0.94895866661765,-0.22454946889439764,-0.22454946889439764
2023-08-29,182575.4776284975,183944.18517804652,186637.9377385496,178290.49707959627,83976.0,15490366500.0,41506.0,0.704693048634028,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,2.1868015049187264,0.007496666952908422,-0.0546206028491268,0.05,0.037037037037037,189818.9354774016,191385.09424290844,200729.4015002595,0,36549.0,35397.7,1,9104.0,0.280970310474662,0.1339401573597957,0.2200563013265203,0.4506595768550738,0.4506595768550738,11.338286322715634,11.003796189516276,0.3288102573986267,0.6861419280636527,2.1868015049187264,0,1.0,1.0,0,1.0,position,1.0,0.007496666952908422,0.007496666952908422,0.7433671689788294,0.7433671689788294,0.94895866661765,0.94895866661765,-0.21664958113676902,-0.21664958113676902
2023-08-30,185547.23854006163,183383.0947994899,186357.2368421052,182307.0392071593,65100.0,12081029200.0,42342.0,0.4301450479677753,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.6939543750282944,-0.011663572886343348,-0.0649849753954359,0.05,0.0357142857142857,187269.85432043864,190548.67279927857,198802.89212540147,0,38342.8,36168.2,1,8969.0,0.2687501872771402,0.1339401573597957,0.1913127794826933,0.4752851310276279,0.4752851310276279,11.08367982819666,11.003796189516276,0.319446360493318,0.1686692440006662,1.6939543750282944,0,1.0,1.0,0,1.0,position,1.0,-0.011663572886343348,-0.011663572886343348,0.731703596092486,0.731703596092486,0.94895866661765,0.94895866661765,-0.22894049885177914,-0.22894049885177914
2023-08-31,183930.2542910141,184364.5029335453,184445.8657260217,179155.2336764675,83801.0,15406036100.0,42781.0,0.6723508618009333,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,2.6308699059324168,0.002360941891833233,-0.0565721051294925,0.15,0.1034482758620689,185058.79227768767,190005.36243716007,196858.62158507932,0,40391.2,36729.9,1,10242.0,0.3147607486400934,0.1339401573597957,0.1587315391620358,0.7683527708796173,0.7683527708796173,11.3362002195732,11.003796189516276,0.3146639367052977,0.7125171350527996,2.6308699059324168,0,1.0,1.0,0,1.0,position,1.0,0.002360941891833233,0.002360941891833233,0.7340645379843193,0.7340645379843193,0.94895866661765,0.94895866661765,-0.22645256974075867,-0.22645256974075867
2023-09-01,185445.62961066765,184103.68802188992,187957.24538540025,182974.90492105568,79436.0,14897708600.0,42394.0,0.627944823211373,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,2.025420998674,-0.00723630743736079,-0.0349893708428666,0.15,0.1,183723.7453840874,189263.39085707985,194928.413698131,0,41846.4,37526.7,1,7276.0,0.2071871974486018,0.1339401573597957,0.1587315391620358,0.3112453388879989,0.3112453388879989,11.282706944984056,11.003796189516276,0.3334470816281403,0.5641756597860008,2.025420998674,0,1.0,1.0,0,1.0,position,1.0,-0.00723630743736079,-0.00723630743736079,0.7268282305469584,0.7268282305469584,0.94895866661765,0.94895866661765,-0.2340780941096472,-0.2340780941096472
2023-09-04,185547.80203033783,187126.3395181521,188928.1771968046,184634.9978189498,68690.0,13008244300.0,42254.0,0.4859046043477473,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.7655066637901058,0.008507443745176587,0.0235368498796544,0.25,0.1612903225806451,184584.36209022475,188264.4117671504,193588.07260259087,0,42255.4,38491.8,1,2045.0,0.0508592603645949,0.120888048633862,0.1526214775632749,-0.3094831169169645,0.3094831169169645,11.137358907207927,11.063220825559894,0.2740224455845226,0.1824866969934868,1.7655066637901058,0,1.0,1.0,0,1.0,position,1.0,0.008507443745176587,0.008507443745176587,0.7353356742921351,0.7353356742921351,0.94895866661765,0.94895866661765,-0.22511306323480462,-0.22511306323480462
2023-09-05,188310.9369101548,187481.0988396477,190878.90534361565,186092.07441270992,68568.0,13063682000.0,42918.0,0.4685346352422799,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.8331759969711672,-0.004406743889246475,0.0192281895629244,0.3,0.1875,185291.74482254495,187555.34014997332,192380.1695556262,0,42537.8,39543.4,1,1412.0,0.0340191779501758,0.1290232289065984,0.1458370199693027,-0.4393901801897921,0.4393901801897921,11.13558123257872,11.110519367702294,0.2267239034421226,0.0745576272184507,1.8331759969711672,0,1.0,1.0,0,1.0,position,1.0,-0.004406743889246475,-0.004406743889246475,0.7309289304028885,0.7309289304028885,0.94895866661765,0.94895866661765,-0.22975683123468327,-0.22975683123468327
2023-09-06,187975.35199832992,187410.7465832597,189345.8439854302,186605.4023335112,46941.0,8938236200.0,44121.0,0.0619556344017436,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.7940036254620773,-0.003003614085932085,0.0219630483833508,0.3,0.1818181818181818,186097.27517929897,186683.5647498688,191117.8552952081,0,42893.6,40618.2,1,1779.0,0.0420150205469746,0.1290232289065984,0.1243245504444726,-0.4720405770787265,0.4720405770787265,10.756646772970168,11.136470069893324,0.2007732012510921,-1.2760034825930229,1.7940036254620773,0,1.0,1.0,0,1.0,position,1.0,-0.003003614085932085,-0.003003614085932085,0.7279253163169565,0.7279253163169565,0.94895866661765,0.94895866661765,-0.23292199974158756,-0.23292199974158756
2023-09-07,186668.02229234297,181934.7677695439,186746.07727406867,180758.89795171167,65120.0,12056042100.0,47905.0,0.3070118385914482,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,1.058532967553696,-0.02535653651157386,-0.0131789749400794,0.0,0.0,185611.32814649865,185335.06021209317,189894.8261178133,0,43918.4,42154.8,1,5124.0,0.1197727963348215,0.1290232289065984,0.1065951642561371,-0.0585329675536957,0.0585329675536957,11.08398700067642,11.136470069893324,0.2007732012510921,-0.1763150908341663,1.058532967553696,0,1.0,1.0,0,1.0,position,1.0,-0.02535653651157386,-0.02535653651157386,0.7025687798053826,0.7025687798053826,0.94895866661765,0.94895866661765,-0.25964238009487695,-0.25964238009487695
2023-09-08,180584.0095588844,173951.38707074328,181376.37590002484,173781.73535016677,121405.0,21665988550.0,55765.0,0.7779856314922208,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,4.114741708771998,-0.03672873641660043,-0.0551444735313478,0.0,0.0,183580.86795626936,183652.30667017837,188346.53082366145,0,46592.6,44219.5,1,13371.0,0.3153984054347313,0.1634799968917117,0.1150555250550335,0.8905922832218954,0.8905922832218954,11.706887342920858,11.136470069893324,0.1729835123853025,2.2241494255501024,4.114741708771998,0,1.0,1.0,0,1.0,position,1.0,-0.03672873641660043,-0.03672873641660043,0.6658400433887821,0.6658400433887821,0.94895866661765,0.94895866661765,-0.29834663319739796,-0.29834663319739796
2023-09-11,174214.05721262863,175933.38619402982,176802.6652717581,168965.78405721264,91036.0,16014004050.0,58960.0,0.434395784800586,0.04,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,51,price_volume_up_oi_down,3.4118828446597194,0.009869059988097001,-0.0598149536454567,0.05,0.0277777777777777,181342.2772914449,182963.3196908348,187461.03840645653,0,49933.8,46094.6,1,16706.0,0.3953708524636721,0.2202393061745355,0.0948402708628768,1.2455110955431428,1.2455110955431428,11.419010311663804,11.210032926095993,0.1262601956882694,1.116371749116577,3.4118828446597194,0,1.0,1.0,0,1.0,position,1.0,0.009869059988097001,0.009869059988097001,0.6757091033768792,0.6757091033768792,0.94895866661765,0.94895866661765,-0.28794674926644337,-0.28794674926644337
