date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_median_history,speculation_mad_history,speculation_mad_value,signal,position_scale,is_effective_signal,open,realtime_trend,realtime_position,realtime_segment_id,base_position,factor_position,daily_price_return,strategy_return,base_strategy_return,nav,base_nav,running_max,drawdown
2023-08-04,222707.8457608564,down_trend,2.0,1,1.0,12,speculation_mad,-1.430072644911165,-0.1709041956432761,1.156912983663578,0.6262621838853399,-1.430072644911165,0,1.0,0,224539.9914795204,up_trend,1.0,2.0,1.0,1.0,-1832.145718663989,-1832.145718663989,-1832.145718663989,-15429.209171194147,-15429.209171194147,-0.0,15429.209171194147
2023-08-07,213933.16142895515,down_trend,2.0,1,1.0,12,speculation_mad,-0.4338439652630235,0.5882044007797698,0.9910269233031856,0.6262621838853399,-0.4338439652630235,0,1.0,0,221536.71889177908,down_trend,-1.0,3.0,1.0,1.0,-7603.5574628239265,-7603.5574628239265,-7603.5574628239265,-23032.766634018073,-23032.766634018073,-0.0,23032.766634018073
2023-08-08,211639.1597789407,down_trend,2.0,0,,12,speculation_mad,-0.4129621512871322,0.4416301173252139,0.7165011241667261,0.4489466010015065,-0.4129621512871322,0,1.0,0,213715.68585718848,down_trend,-1.0,3.0,-1.0,-1.0,-2076.5260782477853,2076.5260782477853,2076.5260782477853,-20956.240555770288,-20956.240555770288,-0.0,20956.240555770288
2023-08-09,212657.0317916213,down_trend,2.0,0,,12,speculation_mad,-0.3876942848970816,0.2944802454904577,0.5149172590524919,0.3835050824483489,-0.3876942848970816,0,1.0,0,212008.11296035716,down_trend,-1.0,3.0,-1.0,-1.0,648.9188312641345,-648.9188312641345,-648.9188312641345,-21605.159387034422,-21605.159387034422,-0.0,21605.159387034422
2023-08-10,206395.3513174404,down_trend,2.0,0,,12,speculation_mad,-0.124588546812179,0.3464598352495612,0.3936006420627685,0.2552083590613925,-0.124588546812179,0,1.0,0,212438.06638306292,down_trend,-1.0,3.0,-1.0,-1.0,-6042.715065622528,6042.715065622528,6042.715065622528,-15562.444321411895,-15562.444321411895,-0.0,15562.444321411895
2023-08-11,204917.29295378117,down_trend,2.0,0,,12,speculation_mad,1.6315806217058235,0.7545857171442018,0.3460155010249421,0.1689017580275496,1.6315806217058235,0,1.0,0,205989.2162957437,down_trend,-1.0,3.0,-1.0,-1.0,-1071.923341962538,1071.923341962538,1071.923341962538,-14490.520979449357,-14490.520979449357,-0.0,14490.520979449357
2023-08-14,193643.2345381271,down_trend,2.0,0,,12,speculation_mad,0.8088096406586615,0.5485525533084864,0.3460155010249421,0.1689017580275496,0.8088096406586615,0,1.0,0,203604.56147745124,down_trend,-1.0,3.0,-1.0,-1.0,-9961.32693932415,9961.32693932415,9961.32693932415,-4529.194040125207,-4529.194040125207,-0.0,4529.194040125207
2023-08-15,189680.8139697453,down_trend,2.0,0,,12,speculation_mad,2.4530552392031484,0.8881893576869988,0.3460155010249421,0.149075834291908,2.4530552392031484,0,1.0,0,193145.9369895716,down_trend,-1.0,3.0,-1.0,-1.0,-3465.1230198263074,3465.1230198263074,3465.1230198263074,-1064.0710202988994,-1064.0710202988994,-0.0,1064.0710202988994
2023-08-16,191747.30923578836,down_trend,2.0,0,,12,speculation_mad,1.785436122062344,0.8555210234584508,0.3940449762873875,0.1743335007567405,1.785436122062344,0,1.0,0,189012.4814493322,down_trend,-1.0,3.0,-1.0,-1.0,2734.8277864561533,-2734.8277864561533,-2734.8277864561533,-3798.8988067550526,-3798.8988067550526,-0.0,3798.8988067550526
2023-08-17,189797.6065547304,down_trend,2.0,0,,12,speculation_mad,0.5417702175021065,0.6625747876374212,0.4950913353168501,0.2085128294358942,0.5417702175021065,0,1.0,0,191672.6065578457,down_trend,-1.0,3.0,-1.0,-1.0,-1875.0000031153031,1875.0000031153031,1875.0000031153031,-1923.8988036397495,-1923.8988036397495,-0.0,1923.8988036397495
2023-08-18,191523.40382269217,down_trend,2.0,0,,12,speculation_mad,-1.0113824321481344,0.2623910774735881,0.568378477044128,0.2040629409473202,-1.0113824321481344,0,1.0,0,190896.2310327949,down_trend,-1.0,3.0,-1.0,-1.0,627.1727898972749,-627.1727898972749,-627.1727898972749,-2551.0715935370245,-2551.0715935370245,-0.0,2551.0715935370245
2023-08-21,197116.13041744623,down_trend,2.0,0,,12,speculation_mad,0.2717748008052692,0.6506022352624492,0.568378477044128,0.2040629409473202,0.2717748008052692,0,1.0,0,193690.5635572176,down_trend,-1.0,3.0,-1.0,-1.0,3425.5668602286314,-3425.5668602286314,-3425.5668602286314,-5976.638453765656,-5976.638453765656,-0.0,5976.638453765656
2023-08-22,194571.815011419,down_trend,2.0,0,,12,speculation_mad,-0.0680037600377259,0.5788551278390585,0.5995773942854679,0.2055324179980803,-0.0680037600377259,0,1.0,0,197312.7926191132,down_trend,-1.0,3.0,-1.0,-1.0,-2740.9776076941926,2740.9776076941926,2740.9776076941926,-3235.6608460714633,-3235.6608460714633,-0.0,3235.6608460714633
2023-08-23,196128.50058430465,down_trend,2.0,0,,12,speculation_mad,-1.3454500640443787,0.2350757936929626,0.6147286815507538,0.1903246887505725,-1.3454500640443787,0,1.0,0,194557.7436274961,down_trend,-1.0,3.0,-1.0,-1.0,1570.75695680856,-1570.75695680856,-1570.75695680856,-4806.417802880023,-4806.417802880023,-0.0,4806.417802880023
2023-08-24,195419.81314730016,down_trend,2.0,0,,12,speculation_mad,-1.5921546679153105,0.1654618274742042,0.6147286815507538,0.1903246887505725,-1.5921546679153105,0,1.0,0,197183.17595923255,down_trend,-1.0,3.0,-1.0,-1.0,-1763.3628119323985,1763.3628119323985,1763.3628119323985,-3043.054990947625,-3043.054990947625,-0.0,3043.054990947625
2023-08-25,190778.92248989124,down_trend,2.0,0,,12,speculation_mad,-1.7644213672617697,0.1168524055146719,0.6147286815507538,0.1903246887505725,-1.7644213672617697,0,1.0,0,195890.9368479195,down_trend,-1.0,3.0,-1.0,-1.0,-5112.014358028275,5112.014358028275,5112.014358028275,2068.95936708065,2068.95936708065,2068.95936708065,0.0
2023-08-28,182823.25598746547,down_trend,2.0,0,,12,speculation_mad,0.4990299933125512,0.7831209555005861,0.5637038405737724,0.2965649729924313,0.4990299933125512,0,1.0,0,192089.34118450247,down_trend,-1.0,3.0,-1.0,-1.0,-9266.085197036999,9266.085197036999,9266.085197036999,11335.044564117648,11335.044564117648,11335.044564117648,0.0
2023-08-29,183944.18517804652,down_trend,2.0,0,,12,speculation_mad,0.2359933034934326,0.704693048634028,0.6147286815507538,0.257126509021971,0.2359933034934326,0,1.0,0,182575.4776284975,down_trend,-1.0,3.0,-1.0,-1.0,1368.707549549028,-1368.707549549028,-1368.707549549028,9966.33701456862,9966.33701456862,11335.044564117648,1368.707549549028
2023-08-30,183383.0947994899,down_trend,2.0,0,,12,speculation_mad,-0.6085270578485351,0.4301450479677753,0.6147286815507538,0.2045923079287647,-0.6085270578485351,0,1.0,0,185547.23854006163,down_trend,-1.0,3.0,-1.0,-1.0,-2164.1437405717443,2164.1437405717443,2164.1437405717443,12130.480755140365,12130.480755140365,12130.480755140365,0.0
2023-08-31,184364.5029335453,down_trend,2.0,0,,12,speculation_mad,0.5119298730133991,0.6723508618009333,0.5045000879034169,0.2211509855802199,0.5119298730133991,0,1.0,0,183930.2542910141,down_trend,-1.0,3.0,-1.0,-1.0,434.2486425311945,-434.2486425311945,-434.2486425311945,11696.23211260917,11696.23211260917,12130.480755140365,434.2486425311945
2023-09-01,184103.68802188992,down_trend,2.0,0,,12,speculation_mad,0.376495420324718,0.627944823211373,0.5045000879034169,0.2211509855802199,0.376495420324718,0,1.0,0,185445.62961066765,down_trend,-1.0,3.0,-1.0,-1.0,-1341.9415887777286,1341.9415887777286,1341.9415887777286,13038.173701386899,13038.173701386899,13038.173701386899,0.0
2023-09-04,187126.3395181521,down_trend,2.0,0,,12,speculation_mad,-0.5773091914576558,0.4859046043477473,0.6033999755252157,0.1372740003331263,-0.5773091914576558,0,1.0,0,185547.80203033783,down_trend,-1.0,3.0,-1.0,-1.0,1578.537487814261,-1578.537487814261,-1578.537487814261,11459.636213572638,11459.636213572638,13038.173701386899,1578.537487814261
2023-09-05,187481.0988396477,down_trend,2.0,0,,12,speculation_mad,-0.2757937881278933,0.4685346352422799,0.5323798660934029,0.1561420891240777,-0.2757937881278933,0,1.0,0,188310.9369101548,down_trend,-1.0,3.0,-1.0,-1.0,-829.8380705071031,829.8380705071031,829.8380705071031,12289.47428407974,12289.47428407974,13038.173701386899,748.699417307158
2023-09-06,187410.7465832597,down_trend,2.0,0,,12,speculation_mad,-1.325549574883701,0.0619556344017436,0.4772196197950136,0.211302335422467,-1.325549574883701,0,1.0,0,187975.35199832992,down_trend,-1.0,3.0,-1.0,-1.0,-564.6054150702257,564.6054150702257,564.6054150702257,12854.079699149966,12854.079699149966,13038.173701386899,184.09400223693228
2023-09-07,181934.7677695439,down_trend,2.0,0,,12,speculation_mad,-0.5433142770679111,0.3070118385914482,0.4772196197950136,0.211302335422467,-0.5433142770679111,0,1.0,0,186668.02229234297,down_trend,-1.0,3.0,-1.0,-1.0,-4733.254522799078,4733.254522799078,4733.254522799078,17587.334221949044,17587.334221949044,17587.334221949044,0.0
2023-09-08,173951.38707074328,down_trend,2.0,0,,12,speculation_mad,1.110551475570535,0.7779856314922208,0.4772196197950136,0.1826695116047425,1.110551475570535,0,1.0,0,180584.0095588844,down_trend,-1.0,3.0,-1.0,-1.0,-6632.622488141118,6632.622488141118,6632.622488141118,24219.956710090162,24219.956710090162,24219.956710090162,0.0
2023-09-11,175933.38619402982,down_trend,2.0,0,,12,speculation_mad,-0.6020413928662833,0.434395784800586,0.5569247137795601,0.1372740003331263,-0.6020413928662833,0,1.0,0,174214.05721262863,down_trend,-1.0,3.0,-1.0,-1.0,1719.328981401195,-1719.328981401195,-1719.328981401195,22500.627728688967,22500.627728688967,24219.956710090162,1719.328981401195
2023-09-12,175115.808687838,down_trend,2.0,0,,12,speculation_mad,-0.3913450934841505,0.3841156394189933,0.4772196197950136,0.1604664923099624,-0.3913450934841505,0,1.0,0,175915.66888645367,down_trend,-1.0,3.0,-1.0,-1.0,-799.8601986156718,799.8601986156718,799.8601986156718,23300.48792730464,23300.48792730464,24219.956710090162,919.4687827855232
2023-09-13,173532.41662518663,down_trend,2.0,0,,12,speculation_mad,-1.6437098190068613,0.1933871187934704,0.4514652100214329,0.1059014710162121,-1.6437098190068613,0,1.0,0,174546.2790066712,down_trend,-1.0,3.0,-1.0,-1.0,-1013.8623814845632,1013.8623814845632,1013.8623814845632,24314.350308789202,24314.350308789202,24314.350308789202,0.0
