strategy,total_return,annual_return,max_drawdown,annual_volatility,sharpe,signal_days,signal_ratio
base_long_only_simple,-1.136481628148187,-0.4306667222456283,-1.7893223361205859,0.4330352209865258,-0.9945304709037254,38,0.05714285714285714
long_only_reduce_position_simple,-1.4432217227778668,-0.5469050738947704,-1.8322305266102912,0.43251347438966703,-1.2644810075952544,38,0.05714285714285714
