date,open,close,high,low,volume,total_turnover,open_interest,speculation,threshold,realtime_trend,realtime_position,realtime_segment_id,trend,segment_id,is_reversal_window,reversal_segment_id,reversal_trend,is_uptrend_reversal_window,is_downtrend_reversal_window,factor_id,factor_name,factor_value,daily_return,ret_5,realtime_trend_age,close_rank_20,close_rank_60,oi_ret_5,open_interest_mad_score,volume_mad_score,range_pct,range_mad_score,close_location,crowded_chase_score,signal,position_scale,is_effective_signal,base_position,reduce_signal,strategy_position,base_return,strategy_return,base_nav,strategy_nav,base_running_max,strategy_running_max,base_drawdown,strategy_drawdown
2023-07-21,235420.71047957373,214134.19913419912,236919.3605683836,213488.42216731375,65439.0,14410336300.0,8085.0,2.091107917975069,0.02,no_trend,0.0,,no_trend,,0,,,0,0,43,uptrend_crowded_chase,0.0,-0.0904190260152219,,0,,,,,,0.1094217481178031,,0.0275608665701535,0.0,0,1.0,0,1.0,0.0,1.0,-0.0904190260152219,-0.0904190260152219,0.9095809739847781,0.9095809739847781,0.9095809739847781,0.9095809739847781,0.0,0.0
2023-07-24,210553.2268650186,201296.54778235024,210904.59418070444,200627.7813712807,53983.0,11106616100.0,13122.0,1.4143789712621873,0.02,down_trend,-1.0,1.0,up_trend,1.0,0,,,0,0,43,uptrend_crowded_chase,0.0,-0.04396360588005914,,1,,,,,,0.0510531001283511,,0.0650752741605154,0.0,0,1.0,0,1.0,0.0,1.0,-0.04396360588005914,-0.04396360588005914,0.865617368104719,0.865617368104719,0.9095809739847781,0.9095809739847781,-0.04833391103978257,-0.04833391103978257
2023-07-25,201523.5243597752,216694.29427430092,217194.2201056821,201036.35618363527,74253.0,16208692800.0,15020.0,1.598095534571003,0.02,up_trend,1.0,2.0,up_trend,1.0,0,,,0,0,43,uptrend_crowded_chase,0.0,0.07528039201736908,,1,,,,,,0.0745652485966866,,0.9690599058270912,0.0,0,1.0,0,1.0,0.0,1.0,0.07528039201736908,0.07528039201736908,0.940897760122088,0.940897760122088,0.940897760122088,0.940897760122088,0.0,0.0
2023-07-26,217897.3795039775,219563.98194099808,231886.6405570061,215883.7459283388,109938.0,25102283650.0,14508.0,2.025216349105437,0.02,up_trend,1.0,2.0,up_trend,1.0,0,,,0,0,43,uptrend_crowded_chase,0.0,0.0076485657643723445,,2,,,,,,0.0728848806949021,,0.2299731453625013,0.0,0,1.0,0,1.0,0.0,1.0,0.0076485657643723445,0.0076485657643723445,0.9485463258864604,0.9485463258864604,0.9485463258864604,0.9485463258864604,0.0,0.0
2023-07-27,224212.93941660432,217538.3747103608,225160.7397837765,216059.4902350215,48989.0,11093785100.0,15105.0,1.176569968274467,0.02,up_trend,1.0,2.0,up_trend,1.0,0,,,0,0,43,uptrend_crowded_chase,0.0,-0.02976886491747775,,3,,,,,,0.0418374439032779,,0.1624924651738176,0.0,0,1.0,0,1.0,0.0,1.0,-0.02976886491747775,-0.02976886491747775,0.9187774609689826,0.9187774609689826,0.9485463258864604,0.9485463258864604,-0.03138367004864773,-0.03138367004864773
2023-07-28,216775.42920556173,220461.82341001357,223050.7575281323,215085.87048762976,46087.0,10413366450.0,14780.0,1.137255999052689,0.02,up_trend,1.0,2.0,up_trend,1.0,0,,,0,0,43,uptrend_crowded_chase,0.3106825831446952,0.01700559061495918,0.0295498070901272,4,,,0.6032644224909856,0.3106825831446952,-1.2287294066127663,0.0361281917989469,-1.135594365880367,0.6749565806829857,0.3106825831446952,0,1.0,0,1.0,0.0,1.0,0.01700559061495918,0.01700559061495918,0.9357830515839418,0.9357830515839418,0.9485463258864604,0.9485463258864604,-0.01345561513887128,-0.01345561513887128
2023-07-31,221490.2407221665,220703.6020638504,225488.57428381089,220546.55594969363,36088.0,8271107700.0,15505.0,0.8447978475536825,0.02,up_trend,1.0,2.0,up_trend,1.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,1.3667101472102288,-0.003551572546723737,0.096410268806417,5,,,0.166872341629725,1.3667101472102288,-1.618370805351541,0.0223921054658976,-1.63128834541343,0.0317777279522843,1.3667101472102288,0,1.0,0,1.0,0.0,1.0,-0.003551572546723737,-0.003551572546723737,0.932231479037218,0.932231479037218,0.9485463258864604,0.9485463258864604,-0.017199841909666724,-0.017199841909666724
2023-08-01,221431.6312827727,221433.656545037,222372.0691414721,219016.3320117662,22147.0,5036496500.0,15676.0,0.3455711668003232,0.02,up_trend,1.0,2.0,up_trend,1.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,1.8251109449174072,9.14621932092303e-06,0.0218711908710285,6,,,0.0427482340013956,1.8251109449174072,-3.1226370886053787,0.0151545938502053,-1.109080896496891,0.7203557489268073,1.8251109449174072,0,1.0,0,1.0,0.0,1.0,9.14621932092303e-06,9.14621932092303e-06,0.932240625256539,0.932240625256539,0.9485463258864604,0.9485463258864604,-0.017190199555812913,-0.017190199555812913
2023-08-02,221531.3974879472,221913.28229665072,223201.0974371987,221412.91994504805,16943.0,3865140400.0,15675.0,0.0777876826569847,0.02,up_trend,1.0,2.0,up_trend,1.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,2.0298320172990953,0.0017238405618070754,0.0106998440039403,7,1.0,,0.0773668650983285,1.0298320172990951,-2.5165486962316828,0.0080580011869692,-1.0255668989260402,0.2798169386423046,2.0298320172990953,0,1.0,0,1.0,0.0,1.0,0.0017238405618070754,0.0017238405618070754,0.9339644658183461,0.9339644658183461,0.9485463258864604,0.9485463258864604,-0.0153728496649721,-0.0153728496649721
2023-08-03,219951.91062587276,223249.91373998765,223650.94779554263,218380.141551352,21446.0,4863001100.0,16230.0,0.278676766271454,0.02,up_trend,1.0,2.0,down_trend,2.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,2.506777310654921,0.014994200799303957,0.0262553171928006,8,1.0,,0.0718355666878629,1.5067773106549212,-1.8229834397189315,0.0236094435867481,-0.4607685368118774,0.9239140964445453,2.506777310654921,0,1.0,0,1.0,0.0,1.0,0.014994200799303957,0.014994200799303957,0.94895866661765,0.94895866661765,0.94895866661765,0.94895866661765,0.0,0.0
2023-08-04,224539.9914795204,222707.8457608564,226063.2341306068,222392.58829134653,13859.0,3167882600.0,16442.0,-0.1709041956432761,0.02,up_trend,1.0,2.0,down_trend,2.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,2.428015045603101,-0.008159551920313908,0.0101878062881921,9,0.9,,0.1065641212098853,1.528015045603101,-2.1685373404204373,0.0164818883085143,-0.7509682546134904,0.0858861037853233,2.428015045603101,0,1.0,0,1.0,0.0,1.0,-0.008159551920313908,-0.008159551920313908,0.9407991146973361,0.9407991146973361,0.94895866661765,0.94895866661765,-0.008598427104730244,-0.008598427104730244
2023-08-07,221536.71889177908,213933.16142895515,222592.38278895983,213691.6035455278,33521.0,7419631950.0,18615.0,0.5882044007797698,0.02,down_trend,-1.0,3.0,down_trend,2.0,1,1.0,up_trend,1,0,43,uptrend_crowded_chase,4.862044414106031,-0.034321883527300374,-0.0306766204610314,1,0.0909090909090909,,0.182805154772268,4.4894304976905826,-0.2186351564476156,0.0416054209827955,0.5634096510127159,0.0271389590530075,4.862044414106031,0,1.0,0,1.0,0.0,1.0,-0.034321883527300374,-0.034321883527300374,0.9064772311700358,0.9064772311700358,0.94895866661765,0.94895866661765,-0.04476637069876799,-0.04476637069876799
2023-08-08,213715.68585718848,211639.1597789407,215440.4469625433,211233.17535545025,31800.0,6910652350.0,20447.0,0.4416301173252139,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,4.805565720524457,-0.009716301683327938,-0.0442321954074954,2,0.0833333333333333,,0.265705292123533,4.722232387191124,-0.1292862228611287,0.0198794571453014,-0.5314599679632307,0.0964958912578867,4.805565720524457,0,1.0,0,1.0,0.0,1.0,-0.009716301683327938,-0.009716301683327938,0.8967609294867078,0.8967609294867078,0.94895866661765,0.94895866661765,-0.05500527996334059,-0.05500527996334059
2023-08-09,212008.11296035716,212657.0317916213,212967.01628825272,210115.7397790577,27109.0,5848135400.0,20194.0,0.2944802454904577,0.02,down_trend,-1.0,3.0,down_trend,2.0,0,,,0,0,43,uptrend_crowded_chase,4.182449990434164,0.0030608207497487333,-0.0417111153024891,3,0.1538461538461538,,0.2533184440631455,4.02860383658801,-0.3159714196922584,0.0134078637568351,-0.6169975877195745,0.8912822044330793,4.182449990434164,0,1.0,0,1.0,0.0,1.0,0.0030608207497487333,0.0030608207497487333,0.8998217502364565,0.8998217502364565,0.94895866661765,0.94895866661765,-0.051779827836265,-0.051779827836265
